"date","age_sex","lat","lon","Beach","density"
"2016","female",570185.735808664,1836901.31365056,"BBN",24
"2016","female",570186.100935627,1836892.90860599,"BBN",27
"2016","female",570186.428574186,1836897.6737658,"BBN",28
"2016","female",570187.082486685,1836903.25734422,"BBN",18
"2016","female",570186.967120121,1836899.77345253,"BBN",24
"2016","female",570187.74644948,1836910.14893425,"BBN",11
"2016","female",570188.071536946,1836895.14434544,"BBN",23
"2016","female",570187.377695152,1836906.8522787,"BBN",15
"2016","female",570189.031971474,1836901.25973582,"BBN",19
"2016","female",570189.965375777,1836925.01402208,"BBNS",3
"2016","female",570189.868253751,1836913.24684832,"BBN",5
"2016","female",570191.193997815,1836918.98137207,"BBN",5
"2016","female",570191.993683348,1836930.31718725,"BBNS",2
"2016","female",570192.953325404,1836943.49455884,"BBNS",2
"2016","female",570192.949315018,1836913.48155465,"BBN",5
"2016","female",570192.699052049,1836940.36005545,"BBNS",2
"2016","female",570193.099542256,1836925.35920972,"BBNS",3
"2016","female",570193.164992181,1836946.02470773,"BBNS",2
"2016","female",569612.691900071,1837467.44342537,"AP",9
"2016","female",569613.144383789,1837470.03604197,"AP",12
"2016","female",569613.887709112,1837483.42103718,"AP",15
"2016","female",569614.474490061,1837479.60916479,"AP",15
"2016","female",569615.050171524,1837473.69574532,"AP",17
"2016","female",569615.451099067,1837469.02138809,"AP",13
"2016","female",569615.308273531,1837484.82562028,"AP",16
"2016","female",569615.984277516,1837487.17722239,"AP",16
"2016","female",569615.897151771,1837492.73793896,"AP",13
"2016","female",569616.209610583,1837476.88030331,"AP",20
"2016","female",569616.54945901,1837472.23553189,"AP",17
"2016","female",569617.413942005,1837469.81419928,"AP",15
"2016","female",569617.019004335,1837481.31086282,"AP",20
"2016","female",569618.512665375,1837491.08147498,"AP",17
"2016","female",569619.273557725,1837484.01807084,"AP",22
"2016","female",569619.641830124,1837476.2577259,"AP",24
"2016","female",569619.761859954,1837468.05041328,"AP",17
"2016","female",569620.196188729,1837487.31014198,"AP",23
"2016","female",569620.678064514,1837490.03536741,"AP",23
"2016","female",569620.738930367,1837480.20651881,"AP",22
"2016","female",569621.653191152,1837495.46668894,"SBW",15
"2016","female",569622.308281584,1837498.85763368,"SBW",13
"2016","female",569622.526437854,1837475.22175416,"AP",24
"2016","female",569620.654360102,1837469.33426427,"AP",19
"2016","female",569622.477957473,1837480.72421221,"AP",22
"2016","female",569623.021020724,1837487.56604965,"AP",21
"2016","female",569623.284184932,1837515.78889669,"SBW",3
"2016","female",569623.512199244,1837472.7719972,"AP",22
"2016","female",569624.384807969,1837482.61450184,"AP",21
"2016","female",569624.129054442,1837491.29253149,"SBW",19
"2016","female",569624.183688565,1837461.81796438,"AP",19
"2016","female",569624.833603691,1837498.87947146,"SBW",17
"2016","female",569624.899975862,1837494.93771705,"SBW",17
"2016","female",569625.912997726,1837471.46704722,"AP",22
"2016","female",569625.971245615,1837459.5320959,"AP",17
"2016","female",569625.726702067,1837480.61241593,"AP",19
"2016","female",569626.245367589,1837477.562898,"AP",21
"2016","female",569626.272992548,1837503.31932835,"SBW",17
"2016","female",569626.863798516,1837465.58465868,"AP",25
"2016","female",569627.079505748,1837469.31757238,"AP",24
"2016","female",569627.51860347,1837494.09488277,"SBW",17
"2016","female",569627.406255925,1837483.18335373,"AP",17
"2016","female",569627.845320241,1837490.1321619,"SBW",17
"2016","female",569627.893191665,1837461.46037642,"AP",22
"2016","female",569627.536654552,1837508.44211451,"SBW",15
"2016","female",569628.513526124,1837476.8979074,"AP",19
"2016","female",569628.801178058,1837486.7296244,"AP",17
"2016","female",569629.687076782,1837457.25231345,"AP",22
"2016","female",569629.768103945,1837511.23590805,"SBW",19
"2016","female",569629.843979119,1837504.51432942,"SBW",19
"2016","female",569630.293316787,1837470.04064361,"AP",24
"2016","female",569630.591878284,1837460.66407409,"AP",28
"2016","female",569630.345418086,1837497.34992823,"SBW",18
"2016","female",569630.812786991,1837494.0735749,"SBW",14
"2016","female",569630.186681548,1837463.71425741,"AP",28
"2016","female",569630.977449289,1837506.40694998,"SBW",21
"2016","female",569631.761970867,1837456.83173124,"AP",26
"2016","female",569631.372061832,1837466.98704079,"AP",29
"2016","female",569632.024487506,1837504.67275583,"SBW",20
"2016","female",569632.094564553,1837510.19490245,"SBW",21
"2016","female",569632.156958249,1837461.10877643,"AP",33
"2016","female",569632.632895408,1837502.38892388,"SBW",18
"2016","female",569632.929716858,1837513.14164741,"SBW",19
"2016","female",569633.1544748,1837470.92157289,"AP",22
"2016","female",569633.644748256,1837505.25615969,"SBW",20
"2016","female",569633.470753476,1837497.81548917,"SBW",15
"2016","female",569633.449329306,1837465.38967884,"AP",36
"2016","female",569634.310941264,1837514.48696058,"SBW",21
"2016","female",569634.437557628,1837469.18659314,"AP",26
"2016","female",569634.270822833,1837460.78414536,"AP",40
"2016","female",569635.201410466,1837480.27417478,"AP",9
"2016","female",569634.545491111,1837501.32148975,"SBW",15
"2016","female",569634.513552738,1837476.86422874,"AP",11
"2016","female",569635.344573847,1837455.69536249,"AP",33
"2016","female",569635.782322106,1837465.2364715,"AP",37
"2016","female",569637.058766487,1837512.4438531,"SBW",21
"2016","female",569636.499238091,1837509.71068366,"SBW",22
"2016","female",569636.82071431,1837461.49977672,"AP",43
"2016","female",569636.730556076,1837467.67577998,"AP",28
"2016","female",569637.265882705,1837505.72440553,"SBW",19
"2016","female",569637.261901517,1837469.89223017,"AP",23
"2016","female",569636.9545367,1837452.18610431,"AP",27
"2016","female",569637.929128845,1837487.85617779,"SBW",7
"2016","female",569638.158120962,1837501.07383759,"SBW",12
"2016","female",569638.62342474,1837514.0110352,"SBW",18
"2016","female",569638.552319047,1837508.1864466,"SBW",20
"2016","female",569638.335375128,1837520.30112059,"SBW",17
"2016","female",569638.771354035,1837511.87003612,"SBW",20
"2016","female",569638.688693464,1837517.67082768,"SBW",19
"2016","female",569639.662391476,1837460.38992245,"AP",45
"2016","female",569639.794121529,1837463.13454404,"AP",45
"2016","female",569639.320911847,1837522.20761955,"SBW",16
"2016","female",569640.254941662,1837513.23581143,"SBW",19
"2016","female",569640.186364162,1837466.751615,"AP",39
"2016","female",569640.774016831,1837468.22833184,"AP",29
"2016","female",569641.573424354,1837460.06526567,"AP",47
"2016","female",569642.182311555,1837492.07806058,"SBW",11
"2016","female",569642.007940868,1837520.07542036,"SBW",22
"2016","female",569642.44637161,1837464.5511137,"AP",49
"2016","female",569642.548804199,1837525.63409831,"SBW",20
"2016","female",569642.785303955,1837517.6453474,"SBW",22
"2016","female",569638.474390197,1837456.80911367,"AP",38
"2016","female",569643.023023542,1837536.36287096,"SBW",11
"2016","female",569643.198837223,1837467.49944665,"AP",36
"2016","female",569643.705094812,1837522.94412195,"SBW",23
"2016","female",569643.524959122,1837461.74059469,"AP",48
"2016","female",569644.209423532,1837490.43390062,"APG",14
"2016","female",569643.552762615,1837530.19413851,"SBW",17
"2016","female",569644.235817172,1837487.75827451,"APG",11
"2016","female",569645.259872017,1837454.56403045,"AP",36
"2016","female",569645.524406731,1837526.93087623,"SBW",27
"2016","female",569645.424286026,1837530.46628919,"SBW",22
"2016","female",569645.1166467,1837458.78876674,"AP",43
"2016","female",569645.794156191,1837515.7994957,"SBW",25
"2016","female",569645.488328562,1837452.91434126,"AP",32
"2016","female",569645.462823451,1837471.25525894,"APG",26
"2016","female",569646.567751568,1837532.76948359,"SBW",23
"2016","female",569646.530092425,1837486.51762581,"APG",14
"2016","female",569646.524978296,1837463.4039015,"AP",49
"2016","female",569647.244983191,1837519.33308442,"SBW",23
"2016","female",569646.831419231,1837494.72442884,"APG",19
"2016","female",569647.455998708,1837460.63796415,"AP",50
"2016","female",569647.512876236,1837452.2694072,"AP",28
"2016","female",569647.170521419,1837530.37193731,"SBW",26
"2016","female",569648.029037419,1837455.43657944,"AP",39
"2016","female",569647.799524447,1837471.89585404,"APG",23
"2016","female",569646.383002551,1837468.66950019,"APG",33
"2016","female",569647.685177357,1837475.03838552,"APG",17
"2016","female",569648.384902292,1837491.04727011,"APG",20
"2016","female",569648.73749111,1837460.14328496,"AP",52
"2016","female",569648.18088456,1837525.97563108,"SBW",28
"2016","female",569649.168779862,1837505.07314169,"SBW",22
"2016","female",569648.863590158,1837508.30326207,"SBW",19
"2016","female",569649.417679059,1837497.48213907,"APG",28
"2016","female",569649.277300371,1837528.50430853,"SBW",29
"2016","female",569649.372183942,1837453.88412701,"AP",36
"2016","female",569649.346488985,1837536.2929307,"SBW",24
"2016","female",569648.936009393,1837534.20633567,"SBW",27
"2016","female",569649.569739663,1837522.08960419,"SBW",25
"2016","female",569650.12920752,1837495.26636824,"APG",29
"2016","female",569650.163288766,1837457.14503222,"AP",46
"2016","female",569649.485550476,1837532.25928496,"SBW",27
"2016","female",569649.903001038,1837516.23489071,"SBW",25
"2016","female",569649.825534327,1837531.21672079,"SBW",29
"2016","female",569650.056541493,1837459.65142079,"AP",51
"2016","female",569650.016875194,1837501.14001101,"APG",24
"2016","female",569650.940665875,1837524.66073223,"SBW",28
"2016","female",569651.210050129,1837483.8580048,"APG",13
"2016","female",569650.80806639,1837490.58566036,"APG",26
"2016","female",569650.586315179,1837538.49600284,"SBE",23
"2016","female",569650.905009494,1837509.51779603,"SBW",23
"2016","female",569651.348591104,1837472.26316469,"APG",23
"2016","female",569651.309551801,1837518.91728992,"SBW",24
"2016","female",569651.726449447,1837530.35249424,"SBW",29
"2016","female",569649.127898967,1837463.29534886,"AP",48
"2016","female",569650.035067505,1837506.99306347,"SBW",21
"2016","female",569651.901862517,1837495.15010983,"APG",27
"2016","female",569652.429822762,1837488.27839385,"APG",26
"2016","female",569651.956894643,1837533.41145721,"SBW",29
"2016","female",569652.947489152,1837555.97636385,"SBE",9
"2016","female",569650.119348332,1837467.55102529,"APG",35
"2016","female",569653.035732376,1837540.32976395,"SBE",20
"2016","female",569653.359337895,1837521.761548,"SBW",25
"2016","female",569652.916052852,1837552.01354719,"SBE",12
"2016","female",569653.433288939,1837500.51180133,"APG",35
"2016","female",569653.837992501,1837470.50037776,"APG",28
"2016","female",569653.908189997,1837529.80382939,"SBW",29
"2016","female",569653.34015114,1837536.91576981,"SBE",26
"2016","female",569654.072314688,1837456.40315391,"AP",37
"2016","female",569653.802797624,1837451.39486133,"AP",24
"2016","female",569654.382457702,1837559.38535629,"SBE",7
"2016","female",569654.677734665,1837472.3502149,"APG",24
"2016","female",569654.064724689,1837465.68154161,"APG",41
"2016","female",569654.13683214,1837463.58816509,"APG",43
"2016","female",569654.871684682,1837516.34237587,"SBW",25
"2016","female",569654.736818503,1837555.50152564,"SBE",12
"2016","female",569655.001439031,1837483.62355618,"APG",14
"2016","female",569655.006766902,1837529.14090151,"SBW",29
"2016","female",569654.384115516,1837533.54319839,"SBW",27
"2016","female",569654.683239361,1837545.1936684,"SBE",21
"2016","female",569654.687789756,1837454.36230824,"AP",35
"2016","female",569654.710212225,1837492.25254003,"APG",31
"2016","female",569654.687574737,1837497.15991119,"APG",36
"2016","female",569654.980151899,1837487.54121081,"APG",21
"2016","female",569654.748421681,1837460.97696247,"APG",49
"2016","female",569655.041709687,1837535.69469244,"SBW",26
"2016","female",569655.178106417,1837506.90650641,"APG",30
"2016","female",569655.649572368,1837498.85542587,"APG",38
"2016","female",569655.919357819,1837512.25109259,"APG",28
"2016","female",569656.374447747,1837504.11137274,"APG",34
"2016","female",569656.969866534,1837518.62191572,"SBW",22
"2016","female",569657.046616953,1837530.70542049,"SBW",26
"2016","female",569656.842533859,1837452.53179731,"AP",27
"2016","female",569656.311844567,1837462.42573077,"APG",48
"2016","female",569656.618694529,1837539.72364994,"SBE",23
"2016","female",569657.016761047,1837551.46633083,"SBE",22
"2016","female",569656.804526832,1837533.93123774,"SBW",24
"2016","female",569657.355964754,1837562.45154245,"SBE",12
"2016","female",569656.697472036,1837537.54425965,"SBE",24
"2016","female",569657.633640314,1837454.91387069,"AP",34
"2016","female",569657.21162792,1837500.80919144,"APG",40
"2016","female",569657.268983593,1837488.90644939,"APG",26
"2016","female",569657.2790209,1837492.86218149,"APG",35
"2016","female",569657.246568528,1837457.17657102,"AP",43
"2016","female",569657.297374927,1837514.20478333,"APG",26
"2016","female",569658.016912469,1837536.00833417,"SBE",27
"2016","female",569657.436492122,1837464.23369214,"APG",43
"2016","female",569658.30596042,1837495.21172844,"APG",37
"2016","female",569658.176452505,1837553.91149274,"SBE",23
"2016","female",569658.919459463,1837508.55075953,"APG",31
"2016","female",569658.470090633,1837466.76826782,"APG",41
"2016","female",569658.563470387,1837485.36522848,"APG",19
"2016","female",569659.251631049,1837542.14039498,"SBE",28
"2016","female",569659.083191792,1837491.69283699,"APG",36
"2016","female",569658.819496421,1837497.73754654,"APG",33
"2016","female",569659.094076573,1837514.54076688,"APG",24
"2016","female",569657.8983661,1837461.06069124,"APG",47
"2016","female",569658.749525866,1837458.72537516,"APG",44
"2016","female",569659.529405877,1837452.87969255,"AP",28
"2016","female",569659.400033057,1837538.17868336,"SBE",24
"2016","female",569659.2820812,1837499.98343522,"APG",36
"2016","female",569659.669226097,1837494.01486351,"APG",38
"2016","female",569660.126616801,1837455.46326029,"AP",36
"2016","female",569659.789229021,1837465.04374116,"APG",42
"2016","female",569659.708439417,1837470.64505892,"APG",27
"2016","female",569660.503042024,1837547.02415293,"SBE",25
"2016","female",569659.970105965,1837550.30179878,"SBE",26
"2016","female",569660.486135006,1837520.11887391,"SBW",19
"2016","female",569660.885949965,1837522.97643452,"SBW",17
"2016","female",569660.686941008,1837533.08298228,"SBE",20
"2016","female",569659.440737481,1837552.31216086,"SBE",24
"2016","female",569660.800142942,1837542.28262232,"SBE",25
"2016","female",569660.69466939,1837490.73642948,"APG",34
"2016","female",569661.311266404,1837463.9899406,"APG",47
"2016","female",569661.677361725,1837547.04949882,"SBE",24
"2016","female",569661.578393701,1837516.28127155,"APG",22
"2016","female",569661.245714337,1837501.12843684,"APG",33
"2016","female",569661.62729837,1837458.79321936,"APG",45
"2016","female",569661.994384433,1837468.35565356,"APG",32
"2016","female",569661.556976555,1837498.07073736,"APG",33
"2016","female",569662.272860432,1837549.83752257,"SBE",27
"2016","female",569661.620530844,1837454.96598057,"AP",37
"2016","female",569661.749110613,1837544.36544645,"SBE",27
"2016","female",569660.961386529,1837451.53958287,"AP",23
"2016","female",569661.937860918,1837486.82696025,"APG",25
"2016","female",569662.868725077,1837546.67060238,"SBE",26
"2016","female",569662.717654978,1837553.05702461,"SBE",25
"2016","female",569662.308412343,1837461.65991424,"APG",45
"2016","female",569663.132784005,1837516.84496592,"APG",20
"2016","female",569662.513223847,1837504.07207258,"APG",31
"2016","female",569662.705240019,1837465.5495187,"APG",41
"2016","female",569662.91686504,1837495.31426071,"APG",33
"2016","female",569662.784058173,1837508.17436302,"APG",30
"2016","female",569663.909712239,1837450.67651956,"AP",25
"2016","female",569663.62073374,1837512.60363921,"APG",25
"2016","female",569663.418882126,1837499.81341904,"APG",34
"2016","female",569663.724347075,1837600.33413074,"TSB",0
"2016","female",569664.129432981,1837461.62748672,"APG",47
"2016","female",569663.840352515,1837523.4891814,"SBW",11
"2016","female",569664.251052293,1837528.83309278,"SBW",11
"2016","female",569664.35554686,1837472.30022365,"APG",17
"2016","female",569664.176510857,1837456.7135146,"AP",42
"2016","female",569664.557765752,1837557.07915581,"SBE",27
"2016","female",569663.968377157,1837459.55008158,"APG",46
"2016","female",569664.857935532,1837505.93187567,"APG",28
"2016","female",569664.780834643,1837564.99043453,"SBE",17
"2016","female",569663.664729362,1837564.02719543,"SBE",16
"2016","female",569664.850209182,1837468.38462101,"APG",30
"2016","female",569665.152737324,1837552.11885229,"SBE",25
"2016","female",569665.044373605,1837466.38698484,"APG",38
"2016","female",569665.133935568,1837510.22798953,"APG",27
"2016","female",569665.28229973,1837463.82908066,"APG",46
"2016","female",569665.058760889,1837495.35465766,"APG",32
"2016","female",569665.115797736,1837502.11924722,"APG",30
"2016","female",569665.033612489,1837543.28495474,"SBE",24
"2016","female",569665.334356753,1837496.92198343,"APG",34
"2016","female",569665.669835543,1837492.7871691,"APG",33
"2016","female",569664.485673357,1837549.63944504,"SBE",24
"2016","female",569666.038932222,1837456.80983165,"APG",43
"2016","female",569665.375054445,1837545.97081733,"SBE",24
"2016","female",569665.996196356,1837576.59216659,"SBE",7
"2016","female",569666.694053792,1837559.59181893,"SBE",21
"2016","female",569666.048055473,1837487.79241387,"APG",25
"2016","female",569666.734027845,1837518.12071267,"APG",15
"2016","female",569666.186860851,1837516.42072857,"APG",18
"2016","female",569666.663840957,1837563.84191622,"SBE",19
"2016","female",569666.742481783,1837484.46934604,"APG",19
"2016","female",569667.123165067,1837455.91220146,"AP",41
"2016","female",569666.652470279,1837450.43095817,"AP",22
"2016","female",569666.667778883,1837554.85741555,"SBE",28
"2016","female",569666.86308299,1837504.7599913,"APG",28
"2016","female",569666.863414581,1837488.85745298,"APG",25
"2016","female",569667.339112747,1837514.37921579,"APG",20
"2016","female",569667.073557374,1837476.88740237,"APG",12
"2016","female",569667.36650013,1837503.39333182,"APG",29
"2016","female",569665.44681264,1837484.62679671,"APG",19
"2016","female",569667.258794662,1837462.62905848,"APG",45
"2016","female",569667.471564634,1837466.61274419,"APG",36
"2016","female",569666.823990333,1837538.00824578,"SBE",17
"2016","female",569667.546056828,1837561.8642006,"SBE",17
"2016","female",569668.036445925,1837453.07089674,"AP",32
"2016","female",569667.830915811,1837552.0336547,"SBE",26
"2016","female",569667.915138588,1837492.96481282,"APG",33
"2016","female",569668.766297289,1837560.37123252,"SBE",22
"2016","female",569668.795257421,1837490.99448667,"APG",27
"2016","female",569668.811879463,1837469.67854414,"APG",28
"2016","female",569669.099365294,1837458.64605524,"APG",42
"2016","female",569669.355948134,1837487.93205914,"APG",27
"2016","female",569669.271274763,1837495.79935286,"APG",28
"2016","female",569667.468419602,1837461.54476518,"APG",46
"2016","female",569669.416612334,1837468.04441338,"APG",33
"2016","female",569669.42138984,1837572.05463679,"SBE",19
"2016","female",569669.017502018,1837512.96832525,"APG",19
"2016","female",569669.85448365,1837447.99179727,"AP",14
"2016","female",569670.112730316,1837499.52606039,"APG",27
"2016","female",569669.754921395,1837515.82788693,"APG",15
"2016","female",569670.357208984,1837535.3679854,"SBE",13
"2016","female",569669.767591804,1837466.63124115,"APG",35
"2016","female",569670.109752789,1837484.09051264,"APG",23
"2016","female",569670.739271505,1837493.56094407,"APG",27
"2016","female",569670.355688506,1837555.23118677,"SBE",21
"2016","female",569670.90373698,1837504.76857207,"APG",23
"2016","female",569670.390829006,1837574.19045976,"SBE",14
"2016","female",569670.064344958,1837463.32023761,"APG",42
"2016","female",569670.905485618,1837448.94122409,"AP",18
"2016","female",569671.95907782,1837566.47193837,"SBE",21
"2016","female",569672.070166441,1837548.1374846,"SBE",22
"2016","female",569671.402439535,1837456.56648836,"APG",38
"2016","female",569671.763775098,1837485.8244247,"APG",24
"2016","female",569671.564207969,1837460.1679136,"APG",42
"2016","female",569672.316614263,1837445.20655306,"AP",9
"2016","female",569672.296805908,1837575.79422403,"SBE",17
"2016","female",569672.152550729,1837450.63032317,"AP",22
"2016","female",569672.737488374,1837462.45486475,"APG",42
"2016","female",569672.374874247,1837564.36946496,"SBE",22
"2016","female",569672.925731198,1837567.42717686,"SBE",22
"2016","female",569672.966107313,1837500.99078032,"APG",22
"2016","female",569673.179791626,1837492.41567847,"APG",26
"2016","female",569673.263625657,1837541.93626144,"SBE",21
"2016","female",569672.674969518,1837537.70639497,"TSW",15
"2016","female",569672.587562479,1837572.42433892,"SBE",16
"2016","female",569673.279683391,1837464.75020931,"APG",39
"2016","female",569673.06530357,1837570.37212233,"SBE",19
"2016","female",569673.217806865,1837507.98541301,"APG",18
"2016","female",569672.981128671,1837514.22863162,"APGw",14
"2016","female",569673.309005469,1837467.8254024,"APG",30
"2016","female",569673.48838405,1837458.44010563,"APG",44
"2016","female",569674.503615553,1837481.14767769,"APG",21
"2016","female",569674.501257825,1837590.90952929,"TSB",6
"2016","female",569673.929557898,1837580.25526582,"SBE",16
"2016","female",569674.237113744,1837568.01954855,"SBE",21
"2016","female",569674.648111745,1837497.95781263,"APG",20
"2016","female",569674.333963345,1837460.03841367,"APG",45
"2016","female",569674.308774862,1837448.0996787,"AP",17
"2016","female",569675.148543797,1837542.19398566,"TSW",20
"2016","female",569675.503363466,1837462.81092671,"APG",43
"2016","female",569675.154821345,1837511.4338546,"APGw",11
"2016","female",569675.211748332,1837577.15726328,"SBE",18
"2016","female",569675.935455586,1837574.29929583,"SBE",20
"2016","female",569675.33584715,1837569.36771582,"SBE",17
"2016","female",569675.528099605,1837501.64427015,"APG",20
"2016","female",569675.273572718,1837487.38774774,"APG",28
"2016","female",569675.901147964,1837464.49559003,"APG",40
"2016","female",569676.325363478,1837582.58500085,"SBE",16
"2016","female",569676.350847264,1837544.10081552,"TSW",17
"2016","female",569676.229033684,1837540.51311235,"TSW",21
"2016","female",569676.519063993,1837461.8948516,"APG",42
"2016","female",569676.854681086,1837490.84366025,"APG",28
"2016","female",569677.09493173,1837550.82691182,"SBE",19
"2016","female",569677.178581717,1837484.87335786,"APG",24
"2016","female",569676.814687149,1837471.87935496,"APG",20
"2016","female",569677.108711892,1837466.37282132,"APG",35
"2016","female",569676.14050584,1837456.98943885,"APG",45
"2016","female",569677.38930844,1837580.88243349,"SBE",15
"2016","female",569677.085082577,1837481.65280611,"APG",21
"2016","female",569677.032220151,1837494.00388632,"APG",28
"2016","female",569677.633486042,1837538.29910689,"TSW",21
"2016","female",569677.815925113,1837556.38124069,"SBE",14
"2016","female",569677.829529401,1837546.53711184,"TSW",20
"2016","female",569677.743285074,1837578.06019265,"SBE",15
"2016","female",569678.912645781,1837478.20476097,"APG",17
"2016","female",569678.836577393,1837465.63078324,"APG",38
"2016","female",569678.34852736,1837535.57270593,"TSW",18
"2016","female",569678.746440612,1837488.89965533,"APG",32
"2016","female",569679.164412379,1837543.92247176,"TSW",25
"2016","female",569678.196877976,1837462.99247924,"APG",42
"2016","female",569679.090858108,1837548.34322411,"TSW",22
"2016","female",569679.640591167,1837583.18042099,"SBE",15
"2016","female",569679.320151378,1837579.91175084,"SBE",13
"2016","female",569679.585538878,1837459.26345925,"APG",47
"2016","female",569679.701623578,1837537.79614175,"TSW",22
"2016","female",569679.697765939,1837513.24799348,"APGw",4
"2016","female",569679.387815766,1837485.0111023,"APG",27
"2016","female",569679.523355554,1837546.52676151,"TSW",23
"2016","female",569679.515937905,1837540.94061066,"TSW",22
"2016","female",569679.610185802,1837455.95401605,"APG",47
