"animalID","season","date","area","observer","withpup","age","birth_date","precision"
8055,1989,1989-01-07,"TS",NA,"0",NA,NA,NA
8055,1989,1989-01-08,"TS",NA,"0",NA,NA,NA
8055,1989,1989-01-09,"TS",NA,"1",NA,NA,NA
8055,1989,1989-01-11,"TS",NA,"1",NA,NA,NA
8055,1989,1989-01-12,"TS",NA,"1",NA,NA,NA
8055,1989,1989-01-13,"TS",NA,"1",NA,NA,NA
8055,1989,1989-01-14,"TS",NA,"1",NA,NA,NA
8055,1989,1989-01-15,"TS",NA,"1",NA,NA,NA
8055,1989,1989-01-16,"TS",NA,"1",NA,NA,NA
8055,1989,1989-01-17,"TS",NA,"1",NA,NA,NA
8055,1989,1989-01-18,"TS",NA,"1",NA,NA,NA
8055,1989,1989-01-20,"TS",NA,"1",NA,NA,NA
8055,1989,1989-01-21,"TS",NA,"1",NA,NA,NA
8055,1989,1989-01-22,"TS",NA,"1",NA,NA,NA
8055,1989,1989-01-24,"TS",NA,"1",NA,NA,NA
8055,1989,1989-01-25,"TS",NA,"1",NA,NA,NA
8055,1989,1989-01-26,"TS",NA,"1",NA,NA,NA
8055,1989,1989-01-27,"TS",NA,"1",NA,NA,NA
8055,1989,1989-01-28,"TS",NA,"1",NA,NA,NA
8055,1989,1989-01-30,"TS",NA,"1",NA,NA,NA
8055,1989,1989-02-01,"TS",NA,"1",NA,NA,NA
8055,1989,1989-02-04,"TS",NA,"1",NA,NA,NA
8070,1989,1989-01-06,"APBN",NA,"0",NA,NA,NA
8070,1989,1989-01-07,"APB",NA,"0",NA,NA,NA
8070,1989,1989-01-08,"APB",NA,"0",NA,NA,NA
8070,1989,1989-01-09,"APG1",NA,"0",NA,NA,NA
8070,1989,1989-01-12,"APG1",NA,"0",NA,NA,NA
8070,1989,1989-01-13,"APP",NA,"2+",NA,NA,NA
8070,1989,1989-01-14,"APP",NA,"1",NA,NA,NA
8070,1989,1989-01-15,"APP",NA,"1",NA,NA,NA
8070,1989,1989-01-16,"APP",NA,"1",NA,NA,NA
8070,1989,1989-01-17,"APP",NA,"1",NA,NA,NA
8070,1989,1989-01-18,"APP",NA,"1",NA,NA,NA
8070,1989,1989-01-19,"APP",NA,"1",NA,NA,NA
8070,1989,1989-01-20,"APP",NA,"1",NA,NA,NA
8070,1989,1989-01-21,"APP",NA,"1",NA,NA,NA
8070,1989,1989-01-22,"APP",NA,"1",NA,NA,NA
8070,1989,1989-01-23,"APP",NA,"1",NA,NA,NA
8070,1989,1989-01-24,"APP",NA,"1",NA,NA,NA
8070,1989,1989-01-25,"APP",NA,"1",NA,NA,NA
8070,1989,1989-01-26,"APP",NA,"1",NA,NA,NA
8070,1989,1989-01-27,"APP",NA,"1",NA,NA,NA
8070,1989,1989-01-28,"APP",NA,"1",NA,NA,NA
8070,1989,1989-01-29,"APP",NA,"1",NA,NA,NA
8070,1989,1989-01-30,"APP",NA,"1",NA,NA,NA
8070,1989,1989-02-01,"APP",NA,"1",NA,NA,NA
8070,1989,1989-02-02,"APP",NA,"1",NA,NA,NA
8070,1989,1989-02-04,"APP",NA,"1",NA,NA,NA
5818,1989,1989-01-07,"NNP",NA,"0",NA,NA,NA
5818,1989,1989-01-08,"NNP",NA,"0",NA,NA,NA
5818,1989,1989-01-11,"NNP",NA,"0",NA,NA,NA
5818,1989,1989-01-12,"NNP",NA,"1",NA,NA,NA
5818,1989,1989-01-13,"NNP",NA,"1",NA,NA,NA
5818,1989,1989-01-14,"NNP",NA,"1",NA,NA,NA
5818,1989,1989-01-15,"NNP",NA,"1",NA,NA,NA
5818,1989,1989-01-16,"NNP",NA,"1",NA,NA,NA
5818,1989,1989-01-18,"NNP",NA,"1",NA,NA,NA
5818,1989,1989-01-19,"NNP",NA,"1",NA,NA,NA
5818,1989,1989-01-20,"NNP",NA,"1",NA,NA,NA
5818,1989,1989-01-21,"NNP",NA,"1",NA,NA,NA
5818,1989,1989-01-22,"NNP",NA,"1",NA,NA,NA
5818,1989,1989-01-23,"NNP",NA,"1",NA,NA,NA
5818,1989,1989-01-24,"NNP",NA,"1",NA,NA,NA
5818,1989,1989-01-25,"NNP",NA,"1",NA,NA,NA
5818,1989,1989-01-26,"NNP",NA,"1",NA,NA,NA
5818,1989,1989-01-27,"NNP",NA,"1",NA,NA,NA
5818,1989,1989-01-28,"NNP",NA,"1",NA,NA,NA
5818,1989,1989-01-29,"NNP",NA,"1",NA,NA,NA
5818,1989,1989-01-30,"NNP",NA,"1",NA,NA,NA
5818,1989,1989-01-31,"NNP",NA,"1",NA,NA,NA
5818,1989,1989-02-01,"NNP",NA,"1",NA,NA,NA
5818,1989,1989-02-02,"NNP",NA,"1",NA,NA,NA
5818,1989,1989-02-03,"NNP",NA,"1",NA,NA,NA
5818,1989,1989-02-04,"NNP",NA,"1",NA,NA,NA
5818,1989,1989-02-05,"NNP",NA,"1",NA,NA,NA
5818,1989,1989-02-06,"NNP",NA,"1",NA,NA,NA
20279,1989,1989-01-11,"TSB",NA,"0",NA,NA,NA
20279,1989,1989-01-13,"TS",NA,"1",NA,NA,NA
20279,1989,1989-01-14,"TS",NA,"1",NA,NA,NA
20279,1989,1989-01-15,"TS",NA,"0",NA,NA,NA
20279,1989,1989-01-16,"TS",NA,"0",NA,NA,NA
20279,1989,1989-01-17,"TS",NA,"0",NA,NA,NA
20279,1989,1989-01-18,"TS",NA,"1",NA,NA,NA
20279,1989,1989-01-20,"TS",NA,"1",NA,NA,NA
20279,1989,1989-01-21,"TS",NA,"0",NA,NA,NA
20279,1989,1989-01-22,"TS",NA,"1",NA,NA,NA
20279,1989,1989-01-23,"TS",NA,"0",NA,NA,NA
20279,1989,1989-01-24,"TS",NA,"0",NA,NA,NA
20279,1989,1989-01-25,"TS",NA,"0",NA,NA,NA
20279,1989,1989-01-26,"TS",NA,"0",NA,NA,NA
20279,1989,1989-01-27,"TS",NA,"0",NA,NA,NA
20279,1989,1989-01-28,"TS",NA,"1",NA,NA,NA
20279,1989,1989-01-30,"TS",NA,"0",NA,NA,NA
20279,1989,1989-01-31,"TS",NA,"0",NA,NA,NA
20279,1989,1989-02-01,"TS",NA,"2+",NA,NA,NA
20279,1989,1989-02-03,"TS",NA,"1",NA,NA,NA
20279,1989,1989-02-04,"TS",NA,"1",NA,NA,NA
20279,1989,1989-02-05,"TS",NA,"1",NA,NA,NA
20279,1989,1989-02-06,"TS",NA,"1",NA,NA,NA
20279,1989,1989-02-07,"TS",NA,"1",NA,NA,NA
20279,1989,1989-02-08,"TS",NA,"1",NA,NA,NA
20279,1989,1989-02-09,"TS",NA,"1",NA,NA,NA
20279,1989,1989-02-10,"TS",NA,"1",NA,NA,NA
20279,1989,1989-02-11,"TS",NA,"2+",NA,NA,NA
20279,1989,1989-02-12,"TS",NA,"2+",NA,NA,NA
20279,1989,1989-02-13,"TS",NA,"2+",NA,NA,NA
20279,1989,1989-02-14,"TS",NA,"2+",NA,NA,NA
20279,1989,1989-02-15,"TS",NA,"2+",NA,NA,NA
20279,1989,1989-02-16,"TS",NA,"1",NA,NA,NA
19764,1989,1989-01-11,"TS",NA,"0",NA,NA,NA
19764,1989,1989-01-12,"TS",NA,"0",NA,NA,NA
19764,1989,1989-01-13,"TS",NA,"0",NA,NA,NA
19764,1989,1989-01-14,"TS",NA,"0",NA,NA,NA
19764,1989,1989-01-15,"TS",NA,"0",NA,NA,NA
19764,1989,1989-01-16,"TS",NA,"0",NA,NA,NA
19764,1989,1989-01-20,"TS",NA,"1",NA,NA,NA
19764,1989,1989-01-21,"TS",NA,"1",NA,NA,NA
19764,1989,1989-01-23,"TS",NA,"1",NA,NA,NA
19764,1989,1989-01-24,"TS",NA,"1",NA,NA,NA
19764,1989,1989-01-28,"TS",NA,"1",NA,NA,NA
19764,1989,1989-01-30,"TS",NA,"1",NA,NA,NA
13222,1989,1989-01-12,"APBN",NA,"0",NA,NA,NA
13222,1989,1989-01-13,"APBN",NA,"0",NA,NA,NA
13222,1989,1989-01-14,"APBN",NA,"0",NA,NA,NA
13222,1989,1989-01-15,"APBN",NA,"0",NA,NA,NA
13222,1989,1989-01-17,"APBN",NA,"0",NA,NA,NA
13222,1989,1989-01-18,"APBN",NA,"0",NA,NA,NA
13222,1989,1989-01-19,"APBN",NA,"0",NA,NA,NA
13222,1989,1989-01-20,"APBN",NA,"1",NA,NA,NA
13222,1989,1989-01-21,"APBN",NA,"0",NA,NA,NA
13222,1989,1989-01-22,"APBN",NA,"0",NA,NA,NA
13222,1989,1989-01-23,"APBN",NA,"0",NA,NA,NA
13222,1989,1989-01-24,"APBN",NA,"0",NA,NA,NA
13222,1989,1989-01-25,"APBN",NA,"0",NA,NA,NA
13222,1989,1989-01-26,"APBN",NA,"0",NA,NA,NA
13222,1989,1989-01-27,"APBN",NA,"0",NA,NA,NA
13222,1989,1989-01-28,"APBN",NA,"0",NA,NA,NA
13222,1989,1989-01-29,"APBN",NA,"0",NA,NA,NA
13222,1989,1989-01-30,"APBN",NA,"0",NA,NA,NA
13222,1989,1989-01-31,"APBN",NA,"0",NA,NA,NA
13222,1989,1989-02-01,"APBN",NA,"0",NA,NA,NA
13222,1989,1989-02-02,"APBN",NA,"0",NA,NA,NA
13222,1989,1989-02-03,"APBN",NA,"0",NA,NA,NA
6022,1989,1989-01-13,"TS",NA,"0",NA,NA,NA
6022,1989,1989-01-24,"TS",NA,"1",NA,NA,NA
6022,1989,1989-02-01,"TS",NA,"1",NA,NA,NA
6022,1989,1989-02-03,"TS",NA,"1",NA,NA,NA
6022,1989,1989-02-04,"TS",NA,"1",NA,NA,NA
6022,1989,1989-02-05,"TS",NA,"1",NA,NA,NA
6022,1989,1989-02-06,"TS",NA,"1",NA,NA,NA
6022,1989,1989-02-07,"TS",NA,"1",NA,NA,NA
6022,1989,1989-02-08,"TS",NA,"1",NA,NA,NA
6022,1989,1989-02-09,"TS",NA,"1",NA,NA,NA
6022,1989,1989-02-10,"TS",NA,"1",NA,NA,NA
6022,1989,1989-02-11,"TS",NA,"1",NA,NA,NA
6022,1989,1989-02-12,"TS",NA,"1",NA,NA,NA
6022,1989,1989-02-13,"TS",NA,"1",NA,NA,NA
9151,1989,1989-01-14,"SBW",NA,"0",NA,NA,NA
9151,1989,1989-01-17,"SBW",NA,"0",NA,NA,NA
9151,1989,1989-01-20,"APG1",NA,"1",NA,NA,NA
9151,1989,1989-01-21,"APG1",NA,"0",NA,NA,NA
9151,1989,1989-01-22,"APG1",NA,"1",NA,NA,NA
9151,1989,1989-01-23,"APG1",NA,"1",NA,NA,NA
9151,1989,1989-01-24,"APG1",NA,"1",NA,NA,NA
9151,1989,1989-01-25,"APG1",NA,"1",NA,NA,NA
9151,1989,1989-01-26,"APG1",NA,"1",NA,NA,NA
9151,1989,1989-01-27,"APG1",NA,"1",NA,NA,NA
9151,1989,1989-01-28,"APG1",NA,"1",NA,NA,NA
9151,1989,1989-01-29,"APG1",NA,"1",NA,NA,NA
9151,1989,1989-01-30,"APG1",NA,"1",NA,NA,NA
9151,1989,1989-01-31,"APG1",NA,"1",NA,NA,NA
9151,1989,1989-02-01,"APG1",NA,"1",NA,NA,NA
9151,1989,1989-02-02,"APG1",NA,"1",NA,NA,NA
9151,1989,1989-02-03,"APG1",NA,"1",NA,NA,NA
9151,1989,1989-02-04,"APG1",NA,"1",NA,NA,NA
9151,1989,1989-02-05,"APG1",NA,"1",NA,NA,NA
9151,1989,1989-02-06,"APG1",NA,"1",NA,NA,NA
9151,1989,1989-02-07,"APG1",NA,"1",NA,NA,NA
9151,1989,1989-02-08,"APG1",NA,"1",NA,NA,NA
9151,1989,1989-02-09,"APG1",NA,"1",NA,NA,NA
9151,1989,1989-02-10,"APG1",NA,"1",NA,NA,NA
9151,1989,1989-02-11,"APG1",NA,"1",NA,NA,NA
9151,1989,1989-02-12,"APG1",NA,"1",NA,NA,NA
9151,1989,1989-02-13,"APG1",NA,"1",NA,NA,NA
9151,1989,1989-02-14,"APG1",NA,"1",NA,NA,NA
20258,1989,1989-01-15,"SBW",NA,"0",NA,NA,NA
20258,1989,1989-01-20,"TS",NA,"1",NA,NA,NA
20258,1989,1989-01-21,"TS",NA,"1",NA,NA,NA
20258,1989,1989-01-23,"TS",NA,"1",NA,NA,NA
20258,1989,1989-01-24,"TS",NA,"1",NA,NA,NA
20258,1989,1989-01-25,"TS",NA,"1",NA,NA,NA
20258,1989,1989-01-27,"TS",NA,"1",NA,NA,NA
20258,1989,1989-01-28,"TS",NA,"1",NA,NA,NA
20258,1989,1989-01-30,"TS",NA,"1",NA,NA,NA
20258,1989,1989-02-01,"TS",NA,"1",NA,NA,NA
20258,1989,1989-02-04,"TS",NA,"1",NA,NA,NA
20258,1989,1989-02-05,"TS",NA,"1",NA,NA,NA
20258,1989,1989-02-06,"TS",NA,"1",NA,NA,NA
20258,1989,1989-02-09,"TS",NA,"1",NA,NA,NA
20258,1989,1989-02-13,"TS",NA,"0",NA,NA,NA
20258,1989,1989-02-14,"TS",NA,"0",NA,NA,NA
8482,1989,1989-01-16,"BBS",NA,"0",NA,NA,NA
8482,1989,1989-01-17,"BBS",NA,"0",NA,NA,NA
8482,1989,1989-01-18,"BBS",NA,"0",NA,NA,NA
8482,1989,1989-01-19,"BBS",NA,"0",NA,NA,NA
8482,1989,1989-01-20,"BBS",NA,"1",NA,NA,NA
8482,1989,1989-01-21,"BBS",NA,"1",NA,NA,NA
8482,1989,1989-01-22,"BBS",NA,"1",NA,NA,NA
8482,1989,1989-01-23,"BBS",NA,"1",NA,NA,NA
8482,1989,1989-01-24,"BBS",NA,"1",NA,NA,NA
8482,1989,1989-01-25,"BBS",NA,"1",NA,NA,NA
8482,1989,1989-01-26,"BBS",NA,"1",NA,NA,NA
8482,1989,1989-01-27,"BBS",NA,"1",NA,NA,NA
8482,1989,1989-01-28,"BBS",NA,"1",NA,NA,NA
8482,1989,1989-01-29,"BBS",NA,"1",NA,NA,NA
8482,1989,1989-01-30,"BBS",NA,"1",NA,NA,NA
8482,1989,1989-01-31,"BBS",NA,"1",NA,NA,NA
8482,1989,1989-02-01,"BBS",NA,"1",NA,NA,NA
8482,1989,1989-02-02,"BBS",NA,"1",NA,NA,NA
8482,1989,1989-02-03,"BBS",NA,"1",NA,NA,NA
8482,1989,1989-02-04,"BBS",NA,"1",NA,NA,NA
8482,1989,1989-02-05,"BBS",NA,"1",NA,NA,NA
8482,1989,1989-02-06,"BBS",NA,"1",NA,NA,NA
8482,1989,1989-02-07,"BBS",NA,"1",NA,NA,NA
8482,1989,1989-02-08,"BBS",NA,"1",NA,NA,NA
8482,1989,1989-02-09,"BBS",NA,"1",NA,NA,NA
8482,1989,1989-02-10,"BBS",NA,"1",NA,NA,NA
8482,1989,1989-02-11,"BBS",NA,"1",NA,NA,NA
8482,1989,1989-02-12,"BBS",NA,"1",NA,NA,NA
8482,1989,1989-02-13,"BBS",NA,"1",NA,NA,NA
8482,1989,1989-02-14,"BBS",NA,"1",NA,NA,NA
8482,1989,1989-02-15,"BBS",NA,"1",NA,NA,NA
8482,1989,1989-02-16,"BBS",NA,"1",NA,NA,NA
8946,1989,1989-01-16,"SBW",NA,"0",NA,NA,NA
8946,1989,1989-01-17,"SBW",NA,"0",NA,NA,NA
8946,1989,1989-01-18,"SBW",NA,"0",NA,NA,NA
8946,1989,1989-01-19,"SBW",NA,"0",NA,NA,NA
8946,1989,1989-01-20,"SBW",NA,"0",NA,NA,NA
8946,1989,1989-01-21,"SBW",NA,"0",NA,NA,NA
8946,1989,1989-01-23,"APG1",NA,"0",NA,NA,NA
8946,1989,1989-01-24,"SBW",NA,"0",NA,NA,NA
8946,1989,1989-01-25,"SBW",NA,"0",NA,NA,NA
8946,1989,1989-01-27,"SBW",NA,"0",NA,NA,NA
8946,1989,1989-01-28,"SBW",NA,"0",NA,NA,NA
8946,1989,1989-01-29,"SBW",NA,"0",NA,NA,NA
8946,1989,1989-01-30,"APG1",NA,"0",NA,NA,NA
8946,1989,1989-01-31,"APG1",NA,"0",NA,NA,NA
8946,1989,1989-02-01,"SBW",NA,"0",NA,NA,NA
8946,1989,1989-02-02,"APG1",NA,"0",NA,NA,NA
8946,1989,1989-02-03,"APG1",NA,"0",NA,NA,NA
8946,1989,1989-02-04,"APG1",NA,"0",NA,NA,NA
8946,1989,1989-02-05,"APBN",NA,"0",NA,NA,NA
8946,1989,1989-02-07,"APBN",NA,"0",NA,NA,NA
8946,1989,1989-02-08,"APBN",NA,"0",NA,NA,NA
8946,1989,1989-02-09,"APBN",NA,"0",NA,NA,NA
8946,1989,1989-02-10,"APBN",NA,"0",NA,NA,NA
8882,1989,1989-01-17,"BMS",NA,"1",NA,NA,NA
8882,1989,1989-01-18,"BMS",NA,"1",NA,NA,NA
8882,1989,1989-01-21,"BMS",NA,"0",NA,NA,NA
8882,1989,1989-01-22,"BMS",NA,"0",NA,NA,NA
8882,1989,1989-01-23,"BMS",NA,"0",NA,NA,NA
8882,1989,1989-01-24,"BMS",NA,"0",NA,NA,NA
8882,1989,1989-01-25,"BMS",NA,"0",NA,NA,NA
8882,1989,1989-01-26,"BMS",NA,"0",NA,NA,NA
8882,1989,1989-01-27,"BMS",NA,"0",NA,NA,NA
8882,1989,1989-01-28,"BMS",NA,"0",NA,NA,NA
8882,1989,1989-01-29,"BMS",NA,"0",NA,NA,NA
8882,1989,1989-01-30,"BMS",NA,"0",NA,NA,NA
8882,1989,1989-01-31,"BMS",NA,"0",NA,NA,NA
8882,1989,1989-02-01,"BMS",NA,"0",NA,NA,NA
8882,1989,1989-02-02,"BMS",NA,"0",NA,NA,NA
8882,1989,1989-02-03,"BMS",NA,"0",NA,NA,NA
8882,1989,1989-02-04,"BMS",NA,"0",NA,NA,NA
8882,1989,1989-02-05,"BMS",NA,"0",NA,NA,NA
8882,1989,1989-02-06,"BMS",NA,"0",NA,NA,NA
8882,1989,1989-02-07,"BMS",NA,"0",NA,NA,NA
8882,1989,1989-02-10,"BMS",NA,"0",NA,NA,NA
8882,1989,1989-02-11,"BMS",NA,"0",NA,NA,NA
8882,1989,1989-02-12,"BMS",NA,"0",NA,NA,NA
8882,1989,1989-02-13,"BMS",NA,"0",NA,NA,NA
8882,1989,1989-02-14,"BMS",NA,"0",NA,NA,NA
8882,1989,1989-02-15,"BMS",NA,"0",NA,NA,NA
7259,1989,1989-01-17,"BMS",NA,"0",NA,NA,NA
7259,1989,1989-01-18,"BMS",NA,"0",NA,NA,NA
7259,1989,1989-01-19,"BMS",NA,"0",NA,NA,NA
7259,1989,1989-01-20,"BMS",NA,"1",NA,NA,NA
7259,1989,1989-01-21,"BMS",NA,"1",NA,NA,NA
7259,1989,1989-01-22,"BMS",NA,"1",NA,NA,NA
7259,1989,1989-01-23,"BMS",NA,"1",NA,NA,NA
7259,1989,1989-01-24,"BMS",NA,"1",NA,NA,NA
7259,1989,1989-01-25,"BMS",NA,"1",NA,NA,NA
7259,1989,1989-01-26,"BMS",NA,"1",NA,NA,NA
7259,1989,1989-01-27,"BMS",NA,"1",NA,NA,NA
7259,1989,1989-01-28,"BMS",NA,"1",NA,NA,NA
7259,1989,1989-01-29,"BMS",NA,"1",NA,NA,NA
7259,1989,1989-01-30,"BMS",NA,"1",NA,NA,NA
7259,1989,1989-01-31,"BMS",NA,"1",NA,NA,NA
7259,1989,1989-02-01,"BMS",NA,"1",NA,NA,NA
7259,1989,1989-02-02,"BMS",NA,"1",NA,NA,NA
7259,1989,1989-02-03,"BMS",NA,"1",NA,NA,NA
7259,1989,1989-02-04,"BMS",NA,"1",NA,NA,NA
7259,1989,1989-02-05,"BMS",NA,"1",NA,NA,NA
7259,1989,1989-02-06,"BMS",NA,"1",NA,NA,NA
7259,1989,1989-02-07,"BMS",NA,"1",NA,NA,NA
7259,1989,1989-02-08,"BMS",NA,"1",NA,NA,NA
7259,1989,1989-02-10,"BMS",NA,"1",NA,NA,NA
7259,1989,1989-02-11,"BMS",NA,"1",NA,NA,NA
7259,1989,1989-02-12,"BMS",NA,"1",NA,NA,NA
7259,1989,1989-02-13,"BMS",NA,"1",NA,NA,NA
7259,1989,1989-02-14,"BMS",NA,"1",NA,NA,NA
9187,1989,1989-01-18,"BBS",NA,"0",NA,NA,NA
9187,1989,1989-01-19,"BBS",NA,"0",NA,NA,NA
9187,1989,1989-01-20,"BBS",NA,"1",NA,NA,NA
9187,1989,1989-01-21,"BBS",NA,"1",NA,NA,NA
9187,1989,1989-01-22,"BBS",NA,"1",NA,NA,NA
9187,1989,1989-01-23,"BBS",NA,"1",NA,NA,NA
9187,1989,1989-01-24,"BBS",NA,"1",NA,NA,NA
9187,1989,1989-01-25,"BBS",NA,"1",NA,NA,NA
9187,1989,1989-01-26,"BBS",NA,"1",NA,NA,NA
9187,1989,1989-01-27,"BBS",NA,"1",NA,NA,NA
9187,1989,1989-01-28,"BBS",NA,"1",NA,NA,NA
9187,1989,1989-01-29,"BBS",NA,"1",NA,NA,NA
9187,1989,1989-01-30,"BBS",NA,"1",NA,NA,NA
9187,1989,1989-01-31,"BBS",NA,"1",NA,NA,NA
9187,1989,1989-02-01,"BBS",NA,"1",NA,NA,NA
9187,1989,1989-02-02,"BBS",NA,"1",NA,NA,NA
9187,1989,1989-02-03,"BBS",NA,"1",NA,NA,NA
9187,1989,1989-02-04,"BBS",NA,"1",NA,NA,NA
9187,1989,1989-02-05,"BBS",NA,"1",NA,NA,NA
9187,1989,1989-02-06,"BBS",NA,"1",NA,NA,NA
9187,1989,1989-02-07,"BBS",NA,"1",NA,NA,NA
9187,1989,1989-02-08,"BBS",NA,"1",NA,NA,NA
9187,1989,1989-02-09,"BBS",NA,"1",NA,NA,NA
9187,1989,1989-02-10,"BBS",NA,"1",NA,NA,NA
9187,1989,1989-02-11,"BBS",NA,"1",NA,NA,NA
8342,1989,1989-01-18,"APG2",NA,"0",NA,NA,NA
8342,1989,1989-01-19,"APG2",NA,"1",NA,NA,NA
8342,1989,1989-01-21,"APG2",NA,"1",NA,NA,NA
8342,1989,1989-01-22,"APG2",NA,"1",NA,NA,NA
8342,1989,1989-01-23,"APG2",NA,"1",NA,NA,NA
8342,1989,1989-01-24,"APG2",NA,"1",NA,NA,NA
8342,1989,1989-01-25,"APG2",NA,"1",NA,NA,NA
8342,1989,1989-01-26,"APG2",NA,"1",NA,NA,NA
8342,1989,1989-01-27,"APG2",NA,"1",NA,NA,NA
8342,1989,1989-01-28,"APG2",NA,"1",NA,NA,NA
8342,1989,1989-01-29,"APG2",NA,"1",NA,NA,NA
8342,1989,1989-01-30,"APG2",NA,"1",NA,NA,NA
8342,1989,1989-01-31,"APG2",NA,"1",NA,NA,NA
8342,1989,1989-02-01,"APG2",NA,"1",NA,NA,NA
8342,1989,1989-02-02,"APG2",NA,"1",NA,NA,NA
8342,1989,1989-02-03,"APG2",NA,"1",NA,NA,NA
8342,1989,1989-02-04,"APG2",NA,"1",NA,NA,NA
8342,1989,1989-02-05,"APG2",NA,"1",NA,NA,NA
8342,1989,1989-02-06,"APG2",NA,"1",NA,NA,NA
8342,1989,1989-02-07,"APG2",NA,"1",NA,NA,NA
8342,1989,1989-02-08,"APG2",NA,"1",NA,NA,NA
8342,1989,1989-02-09,"APG2",NA,"1",NA,NA,NA
8342,1989,1989-02-11,"APG2",NA,"1",NA,NA,NA
8342,1989,1989-02-12,"APG2",NA,"0",NA,NA,NA
18080,1989,1989-01-19,"BBS",NA,"0",NA,NA,NA
18080,1989,1989-01-20,"BBS",NA,"0",NA,NA,NA
18080,1989,1989-01-22,"APG2",NA,"1",NA,NA,NA
18080,1989,1989-01-23,"APG2",NA,"1",NA,NA,NA
18080,1989,1989-01-24,"APG2",NA,"1",NA,NA,NA
18080,1989,1989-01-25,"APG2",NA,"1",NA,NA,NA
18080,1989,1989-01-26,"APG2",NA,"1",NA,NA,NA
18080,1989,1989-01-27,"APG2",NA,"1",NA,NA,NA
18080,1989,1989-01-28,"APG2",NA,"1",NA,NA,NA
18080,1989,1989-01-29,"APG2",NA,"1",NA,NA,NA
18080,1989,1989-01-30,"APG2",NA,"1",NA,NA,NA
18080,1989,1989-01-31,"APG2",NA,"1",NA,NA,NA
18080,1989,1989-02-01,"APG2",NA,"1",NA,NA,NA
18080,1989,1989-02-02,"APG2",NA,"1",NA,NA,NA
18080,1989,1989-02-03,"APG2",NA,"1",NA,NA,NA
18080,1989,1989-02-04,"APG2",NA,"1",NA,NA,NA
18080,1989,1989-02-05,"APG2",NA,"1",NA,NA,NA
18080,1989,1989-02-06,"APG2",NA,"1",NA,NA,NA
18080,1989,1989-02-07,"APG2",NA,"1",NA,NA,NA
18080,1989,1989-02-08,"APG2",NA,"1",NA,NA,NA
18080,1989,1989-02-09,"APG2",NA,"1",NA,NA,NA
18080,1989,1989-02-10,"APG2",NA,"1",NA,NA,NA
18080,1989,1989-02-11,"APG2",NA,"1",NA,NA,NA
18080,1989,1989-02-12,"APG2",NA,"1",NA,NA,NA
18080,1989,1989-02-13,"APG2",NA,"1",NA,NA,NA
20280,1989,1989-01-20,"TS",NA,"0",NA,NA,NA
20280,1989,1989-01-21,"TS",NA,"0",NA,NA,NA
20280,1989,1989-01-23,"TS",NA,"0",NA,NA,NA
20280,1989,1989-01-24,"TS",NA,"1",NA,NA,NA
20280,1989,1989-01-25,"TS",NA,"1",NA,NA,NA
20280,1989,1989-01-28,"TS",NA,"1",NA,NA,NA
20280,1989,1989-01-30,"TS",NA,"0",NA,NA,NA
20280,1989,1989-02-01,"TS",NA,"1",NA,NA,NA
6605,1989,1989-01-21,"SBW",NA,"0",NA,NA,NA
6605,1989,1989-01-22,"SBE",NA,"0",NA,NA,NA
6605,1989,1989-01-23,"SBE",NA,"0",NA,NA,NA
6605,1989,1989-01-25,"SBE",NA,"0",NA,NA,NA
6605,1989,1989-01-27,"SBE",NA,"1",NA,NA,NA
6605,1989,1989-01-28,"SBE",NA,"1",NA,NA,NA
6605,1989,1989-01-30,"SBE",NA,"1",NA,NA,NA
6605,1989,1989-01-31,"SBE",NA,"1",NA,NA,NA
6605,1989,1989-02-01,"SBE",NA,"1",NA,NA,NA
6605,1989,1989-02-02,"SBE",NA,"1",NA,NA,NA
6605,1989,1989-02-03,"SBE",NA,"1",NA,NA,NA
6605,1989,1989-02-04,"SBE",NA,"1",NA,NA,NA
6605,1989,1989-02-05,"SBE",NA,"1",NA,NA,NA
6605,1989,1989-02-06,"SBE",NA,"1",NA,NA,NA
6605,1989,1989-02-07,"SBE",NA,"1",NA,NA,NA
6605,1989,1989-02-09,"SBE",NA,"1",NA,NA,NA
6605,1989,1989-02-10,"SBE",NA,"1",NA,NA,NA
6605,1989,1989-02-11,"SBE",NA,"1",NA,NA,NA
6605,1989,1989-02-12,"SBE",NA,"1",NA,NA,NA
6605,1989,1989-02-13,"SBE",NA,"1",NA,NA,NA
6605,1989,1989-02-14,"SBE",NA,"1",NA,NA,NA
6605,1989,1989-02-15,"SBE",NA,"1",NA,NA,NA
6605,1989,1989-02-16,"SBE",NA,"1",NA,NA,NA
6605,1989,1989-02-18,"SBE",NA,"1",NA,NA,NA
6605,1989,1989-02-19,"SBE",NA,"1",NA,NA,NA
8749,1989,1989-01-21,"MBB",NA,"0",NA,NA,NA
8749,1989,1989-01-22,"MBB",NA,"0",NA,NA,NA
8749,1989,1989-01-23,"MBB",NA,"0",NA,NA,NA
8749,1989,1989-01-24,"MBB",NA,"1",NA,NA,NA
8749,1989,1989-01-25,"MBB",NA,"1",NA,NA,NA
8749,1989,1989-01-26,"MBB",NA,"1",NA,NA,NA
8749,1989,1989-01-27,"MBB",NA,"1",NA,NA,NA
8749,1989,1989-01-28,"MBB",NA,"1",NA,NA,NA
8749,1989,1989-01-29,"MBB",NA,"1",NA,NA,NA
