YY,MM,DD,hh,WD,WSPD GST,WVHT,DPD,APD,MWD,BAR,ATMP,WTMP,DEWP,VIS
1998,6,20,6,296,4.4  7.1,2.73,9.09,7.49,307,1014.5,13.3,14.9,999,99
1998,6,20,7,305,2.9  4.6,2.82,9.09,7.57,300,1014.4,13.3,14.8,999,99
1998,6,20,8,303,3.4  6.4,2.97,10,7.75,302,1014.6,13,14.8,999,99
1998,6,20,9,269,2.3  4.4,2.85,10,7.69,305,1014.3,13.2,14.8,999,99
1998,6,20,10,240,3.0  4.8,2.69,10,7.76,308,1014.2,13.2,14.6,999,99
1998,6,20,11,256,3.3  4.6,2.64,9.09,7.51,311,1014.2,13.3,14.8,999,99
1998,6,20,12,261,3.1  4.3,2.87,10,8.09,309,1014.1,13.3,14.8,999,99
1998,6,20,13,233,3.6  4.8,2.84,9.09,7.87,307,1014.1,13.3,14.5,999,99
1998,6,20,14,211,2.7  3.6,2.68,10,7.94,306,1014.2,13.3,14.5,999,99
1998,6,20,15,214,3.3  4.8,2.29,10,7.6,304,1014.6,13.4,14.5,999,99
1998,6,20,16,220,2.5  3.3,2.81,9.09,7.84,308,1014.9,13.6,14.5,999,99
1998,6,20,17,175,3.5  5.7,2.9,10,8.26,301,1015,13.6,14.5,999,99
1998,6,20,18,197,2.7  3.8,2.72,10,8.07,302,1015.2,13.9,14.5,999,99
1998,6,20,19,217,3.7  4.4,2.62,10,7.79,298,1015.6,13.6,14.5,999,99
1998,6,20,20,185,2.7  3.7,2.74,9.09,7.66,306,1015.6,14.1,14.5,999,99
1998,6,20,21,191,3.7  4.8,2.58,10,7.62,299,1015.3,14.1,14.5,999,99
1998,6,20,22,206,4.3  5.0,2.83,10,8.18,306,1015.2,14.1,14.8,999,99
1998,6,20,23,212,4.0  4.7,2.42,10,7.69,310,1014.8,14.1,14.9,999,99
1998,6,21,0,206,4.0  4.8,2.3,10,7.78,303,1014.4,14.2,14.9,999,99
1998,6,21,1,217,4.2  5.1,2.52,10,7.93,313,1014.2,14.1,14.9,999,99
1998,6,21,2,222,4.2  5.0,2.63,9.09,8.13,305,1014.1,14.1,14.8,999,99
1998,6,21,3,227,3.5  4.6,2.4,10,8.08,313,1014.2,14.1,14.8,999,99
1998,6,21,4,225,2.4  3.8,2.5,10,8.1,308,1014.2,14,14.9,999,99
1998,6,21,5,225,1.9  2.9,2.26,10,7.95,314,1014.6,14.1,14.9,999,99
1998,6,21,6,229,3.3  4.6,2.15,10,7.62,315,1014.8,14.1,14.8,999,99
1998,6,21,7,225,.4  1.3,2.35,10,7.86,308,1015,13.9,14.5,999,99
1998,6,21,8,202,2.0  3.4,2.27,10,7.65,309,1014.9,13.7,14.5,999,99
1998,6,21,9,229,2.7  4.0,2.35,10,7.9,304,1014.9,13.7,14.5,999,99
1998,6,21,10,187,2.8  3.9,2.29,10,7.8,316,1014.8,13.7,14.5,999,99
1998,6,21,11,173,2.4  4.3,1.99,10,7.44,313,1014.8,13.6,14.5,999,99
1998,6,21,12,187,3.5  4.3,1.92,10,7.49,310,1014.5,13.6,14.5,999,99
1998,6,21,13,203,3.9  4.8,1.89,9.09,7.38,309,1014.8,13.3,14.4,999,99
1998,6,21,14,999,99.0 99.0,99,99,99,999,9999,999,999,999,99
1998,6,21,15,190,2.8  3.6,1.77,9.09,7.45,308,1015.5,12.9,14.4,999,99
1998,6,21,16,172,2.4  3.5,1.97,9.09,7.41,308,1015.8,12.8,14.4,999,99
1998,6,21,17,214,1.9  2.8,1.72,9.09,7.41,311,1016.2,12.8,14.4,999,99
1998,6,21,18,237,.6  1.2,1.65,8.33,7.3,308,1016.4,12.8,14.5,999,99
1998,6,21,19,180,.0   .4,1.65,9.09,7.23,307,1016.5,13.4,14.9,999,99
1998,6,21,20,272,.3   .7,99,99,99,999,1016.8,14.1,15.3,999,99
1998,6,21,21,223,.9  1.8,1.54,8.33,7.2,303,1016.7,14.9,15.7,999,99
1998,6,21,22,255,1.2  2.0,1.47,9.09,6.95,308,1016.5,14.8,16.8,999,99
1998,6,21,23,253,1.8  2.7,1.6,9.09,7.16,307,1016.3,15,16.4,999,99
1998,6,22,0,267,2.3  3.1,1.63,8.33,7.15,304,1015.8,14.5,16.4,999,99
1998,6,22,1,229,3.7  4.6,1.62,9.09,7.17,310,1015.6,14.4,16,999,99
1998,6,22,2,232,3.0  4.6,1.57,8.33,7.23,309,1015.7,14.4,16.4,999,99
1998,6,22,3,221,3.0  4.7,1.53,8.33,7.24,307,1015.7,14.1,16,999,99
1998,6,22,4,266,2.8  4.8,1.56,8.33,7.37,314,1015.8,13.7,15.7,999,99
1998,6,22,5,261,3.8  5.3,1.49,8.33,7.22,310,1016.4,13.7,15.2,999,99
1998,6,22,6,235,2.5  3.3,1.48,8.33,7.31,314,1017.1,13.4,14.9,999,99
1998,6,22,7,277,2.8  4.3,1.4,8.33,6.64,311,1017.2,13.4,14.9,999,99
1998,6,22,8,263,3.5  5.9,1.41,8.33,6.76,307,1017,13.5,14.9,999,99
1998,6,22,9,257,3.9  5.3,1.35,8.33,6.58,305,1016.6,12.9,14.8,999,99
1998,6,22,10,265,2.4  3.2,1.42,8.33,6.56,307,1016.4,12.9,14.5,999,99
1998,6,22,11,280,2.9  3.8,1.49,8.33,6.72,310,1016.4,12.8,14.5,999,99
1998,6,22,12,317,1.7  2.4,1.36,8.33,6.87,313,1015.8,12.9,14.5,999,99
1998,6,22,13,289,3.3  4.5,1.37,8.33,6.8,306,1016.2,12.8,14.5,999,99
1998,6,22,14,277,3.7  5.4,1.52,8.33,7.05,310,1016.4,12.9,15.2,999,99
1998,6,22,15,302,4.0  5.4,1.46,16.67,6.94,190,1016.5,12.9,15.3,999,99
1998,6,22,16,288,3.9  5.4,1.43,8.33,6.89,312,1017.2,13.3,15.2,999,99
1998,6,22,17,329,3.1  4.1,1.4,8.33,6.72,316,1017.2,12.9,15.2,999,99
1998,6,22,18,330,1.8  2.5,1.42,16.67,7.11,193,1017.7,12.9,15.2,999,99
1998,6,22,19,303,.7  1.3,1.45,8.33,6.69,309,1018.1,12.9,15.2,999,99
1998,6,22,20,16,1.0  1.7,1.51,7.69,6.51,305,1018.1,13.1,15.2,999,99
1998,6,22,21,352,1.1  1.7,1.66,16.67,7.05,187,1018.1,13.3,15.2,999,99
1998,6,22,22,281,3.1  3.8,1.58,8.33,6.51,302,1017.9,13.4,15.2,999,99
1998,6,22,23,281,5.6  7.0,1.7,8.33,6.49,309,1017.5,13.6,15.1,999,99
1998,6,23,0,285,6.4  7.8,1.63,8.33,6.26,309,1017.3,14.1,14.9,999,99
1998,6,23,1,308,7.2  8.6,1.77,16.67,6.66,186,1017.1,13.8,14.9,999,99
1998,6,23,2,308,7.4  9.3,1.62,7.14,6.14,317,1016.6,14.1,15.2,999,99
1998,6,23,3,305,7.3  9.0,1.66,16.67,6.07,187,1016.5,14.1,15.2,999,99
1998,6,23,4,306,8.1  9.7,1.7,16.67,6.23,194,1016.5,13.7,15.2,999,99
1998,6,23,5,309,8.6 10.9,1.78,16.67,6.36,180,1016.8,13.6,15.2,999,99
1998,6,23,6,320,8.4 10.8,1.87,16.67,6.63,191,1017.1,13.4,15.2,999,99
1998,6,23,7,322,7.2  8.8,1.8,16.67,6,187,1017.1,13.4,15.2,999,99
1998,6,23,8,315,7.7  9.8,1.9,16.67,6.57,183,1016.6,13.3,15.2,999,99
1998,6,23,9,309,7.7  9.1,1.87,16.67,6.15,177,1016.3,13,14.9,999,99
1998,6,23,10,316,6.7  8.4,1.83,16.67,6.08,180,1015.9,12.9,14.5,999,99
1998,6,23,11,312,7.0  8.9,1.84,16.67,5.97,205,1015.7,12.8,14.4,999,99
1998,6,23,12,315,7.3  9.3,2.06,16.67,6.32,191,1015.7,12.9,14.4,999,99
1998,6,23,13,308,6.4  8.1,1.99,7.69,6.13,319,1015.6,12.9,14.4,999,99
1998,6,23,14,297,6.6  8.3,2.12,16.67,6.82,193,1015.7,12.9,14.4,999,99
1998,6,23,15,302,6.6  8.1,2.06,16.67,6.63,183,1015.7,13.1,14.5,999,99
1998,6,23,16,318,6.3  7.5,1.88,7.14,6.45,320,1015.8,13.4,14.8,999,99
1998,6,23,17,302,6.2  7.3,1.91,7.69,6.46,314,1015.7,13.7,14.9,999,99
1998,6,23,18,302,5.6  7.2,2.05,7.69,6.84,313,1015.8,14.1,14.5,999,99
1998,6,23,19,309,5.8  7.0,1.88,7.69,6.58,316,1015.8,13.9,14.4,999,99
1998,6,23,20,315,6.1  7.6,1.91,7.69,6.35,313,1015.9,13.7,14.1,999,99
1998,6,23,21,306,5.9  7.5,2.05,7.69,6.55,310,1015.3,14,14.1,999,99
1998,6,23,22,309,6.2  7.7,1.93,6.67,6.25,313,1015.4,13.9,14.1,999,99
1998,6,23,23,308,6.5  7.7,2,16.67,6.5,179,1015,13.7,14.1,999,99
1998,6,24,0,294,6.2  7.6,1.89,7.69,6.09,313,1014.8,14.1,14.1,999,99
1998,6,24,1,297,7.5  9.5,2.1,8.33,6.45,312,1014.1,14.1,14.1,999,99
1998,6,24,2,304,7.8 10.6,1.86,7.69,6.14,318,1014,14.1,14.1,999,99
1998,6,24,3,318,7.7  9.4,1.76,7.69,5.97,325,1014.1,14.1,14.2,999,99
1998,6,24,4,319,6.8  8.1,1.85,7.69,5.99,322,1014.1,14.1,14.9,999,99
1998,6,24,5,311,7.6  9.0,1.81,7.69,6.44,326,1014.2,14.1,14.9,999,99
1998,6,24,6,309,7.6  8.9,1.9,7.69,6.5,319,1014.1,13.7,14.9,999,99
1998,6,24,7,304,7.2  8.3,1.77,7.69,6.02,322,1014.2,13.6,14.8,999,99
1998,6,24,8,311,6.4  7.8,1.8,7.69,6.29,313,1014.3,13.5,14.5,999,99
1998,6,24,9,320,6.1  7.3,1.97,7.69,6.19,314,1014.1,13.4,14.8,999,99
1998,6,24,10,318,5.9  7.2,1.97,8.33,6.21,313,1013.7,13.3,14.8,999,99
1998,6,24,11,318,4.8  6.4,2.18,7.69,6.57,316,1013.7,13.4,14.8,999,99
1998,6,24,12,302,5.8  7.5,2.18,7.69,6.58,315,1013.8,13.7,14.5,999,99
1998,6,24,13,294,5.6  6.8,2.12,7.69,6.39,313,1014.1,13.4,14.5,999,99
1998,6,24,14,302,5.1  6.4,2.01,7.14,6.31,314,1014.2,13.5,14.5,999,99
1998,6,24,15,318,5.7  7.1,2.01,8.33,6.31,323,1014.5,13.4,14.5,999,99
1998,6,24,16,308,4.2  5.1,1.93,7.69,6.22,311,1014.9,13.6,14.5,999,99
1998,6,24,17,305,4.0  5.0,1.91,7.69,6.72,311,1015.1,13.7,14.5,999,99
1998,6,24,18,300,5.2  6.6,1.88,7.69,6.66,312,1015.6,14.1,14.4,999,99
1998,6,24,19,305,5.4  6.2,1.84,8.33,6.7,315,1015.6,13.7,14.4,999,99
1998,6,24,20,297,4.9  5.7,1.86,7.69,6.62,311,1015.6,13.8,14.4,999,99
1998,6,24,21,299,4.5  5.3,1.86,7.69,6.57,316,1015.3,14.1,14.5,999,99
1998,6,24,22,291,4.6  5.7,1.89,7.69,6.66,310,1014.9,14.2,14.8,999,99
1998,6,24,23,289,5.0  5.9,1.83,7.14,6.59,313,1014.6,14.1,14.9,999,99
1998,6,25,0,276,4.7  5.4,1.73,7.14,6.76,314,1014.3,14.1,14.9,999,99
1998,6,25,1,273,5.1  6.2,1.9,7.69,7.11,311,1014.2,14.1,14.9,999,99
1998,6,25,2,298,5.3  6.2,1.64,16.67,6.76,190,1014,14.1,14.9,999,99
1998,6,25,3,298,5.2  6.2,1.7,16.67,7.13,182,1013.9,14.1,14.9,999,99
1998,6,25,4,999,99.0 99.0,99,99,99,999,9999,999,999,999,99
1998,6,25,5,305,4.2  5.2,1.36,16.67,6.37,180,1014,14.1,14.8,999,99
1998,6,25,6,301,4.3  5.0,1.54,16.67,7.11,176,1014.1,14.1,14.5,999,99
1998,6,25,7,307,5.1  6.1,1.45,16.67,6.61,166,1013.5,14.2,14.5,999,99
1998,6,25,8,307,4.9  6.6,1.52,16.67,7.43,165,1013.4,14.1,14.5,999,99
1998,6,25,9,305,5.0  5.9,1.48,16.67,6.55,175,1013.3,14.2,14.5,999,99
1998,6,25,10,304,4.7  5.9,1.49,16.67,6.22,163,1012.8,14.2,14.5,999,99
1998,6,25,11,307,5.0  6.3,1.56,16.67,6.54,170,1013.2,14.1,14.5,999,99
1998,6,25,12,320,4.9  5.8,1.47,16.67,6.85,169,1013.3,14.1,14.4,999,99
1998,6,25,13,308,5.4  6.6,1.49,16.67,6.78,184,1013.5,14.1,14.4,999,99
1998,6,25,14,315,5.1  6.0,1.43,16.67,6.35,182,1014.1,13.7,14.4,999,99
1998,6,25,15,304,6.0  7.2,1.4,16.67,6.35,182,1014.8,13.6,14.4,999,99
1998,6,25,16,306,5.8  7.1,1.53,16.67,6.76,181,1015.6,13.6,14.4,999,99
1998,6,25,17,302,6.9  8.1,1.35,16.67,6.06,170,1015.7,13.7,14.5,999,99
1998,6,25,18,312,6.4  7.7,1.56,16.67,6.05,167,1016.3,13.9,14.5,999,99
1998,6,25,19,322,6.8  8.4,1.57,16.67,6.1,180,1016.5,13.8,14.5,999,99
1998,6,25,20,315,7.3  8.7,1.5,16.67,5.74,176,1016.5,13.6,14.5,999,99
1998,6,25,21,310,7.8  9.0,1.58,16.67,5.8,188,1016.6,13.7,14.8,999,99
1998,6,25,22,308,7.8  9.3,1.6,16.67,5.74,176,1016.5,14.1,14.8,999,99
1998,6,25,23,307,8.8 10.2,1.74,16.67,5.9,186,1015.9,14.2,14.8,999,99
1998,6,26,0,310,8.9 10.7,1.68,16.67,5.73,172,1016,14.4,14.8,999,99
1998,6,26,1,311,10.0 11.8,1.77,16.67,5.66,176,1015.7,14.4,14.8,999,99
1998,6,26,2,310,9.5 11.6,1.92,16.67,5.52,177,1015.7,14.5,14.8,999,99
1998,6,26,3,314,11.0 12.9,1.88,16.67,5.54,163,1015.8,14.2,14.8,999,99
1998,6,26,4,320,10.6 12.5,1.91,5.26,5.51,304,1015.8,14.1,14.8,999,99
1998,6,26,5,324,10.7 12.4,1.98,8.33,5.57,309,1016.2,14.1,14.6,999,99
1998,6,26,6,318,10.0 11.5,2.08,8.33,5.74,313,1016.6,13.7,14.5,999,99
1998,6,26,7,322,8.3 10.3,2.09,8.33,6.24,309,1017.1,13.7,14.3,999,99
1998,6,26,8,317,8.4 10.2,2.21,8.33,6.09,311,1017.3,13.8,14.2,999,99
1998,6,26,9,318,8.2 10.4,2.2,9.09,6.12,313,1017.3,13.7,14.1,999,99
1998,6,26,10,318,7.8  9.5,2.21,9.09,6.13,312,1017.2,13.7,14,999,99
1998,6,26,11,320,7.6  9.2,2.27,8.33,6.25,306,1017.3,13.7,13.7,999,99
1998,6,26,12,321,7.3  8.8,2.47,9.09,6.34,313,1017.5,13.7,13.7,999,99
1998,6,26,13,325,8.3  9.9,2.36,7.14,6.48,311,1017.3,13.7,13.7,999,99
1998,6,26,14,330,6.7  8.2,2.5,7.14,6.43,310,1017.8,13.6,13.6,999,99
1998,6,26,15,334,7.0  8.6,2.26,10,6.5,314,1018,13.6,13.7,999,99
1998,6,26,16,331,7.5  9.0,2.36,10,6.63,307,1018.1,13.6,13.7,999,99
1998,6,26,17,327,7.2  8.7,2.31,10,6.63,305,1018.1,13.6,13.7,999,99
1998,6,26,18,325,7.3  8.4,2.36,10,6.68,309,1018.4,13.6,13.7,999,99
1998,6,26,19,310,7.6  9.3,2.56,11.11,7.04,306,1018,13.6,13.7,999,99
1998,6,26,20,305,9.1 11.1,2.56,10,6.91,310,1017.4,13.7,14.1,999,99
1998,6,26,21,310,8.4 10.2,2.43,10,6.71,308,1017.2,13.7,14.1,999,99
1998,6,26,22,308,9.7 11.9,2.81,10,6.71,312,1016.5,14.1,14.1,999,99
1998,6,26,23,305,10.8 13.2,2.85,11.11,6.54,311,1015.8,14.1,14.1,999,99
1998,6,27,0,304,10.6 12.8,2.88,11.11,6.5,314,1015.5,14.1,14.1,999,99
1998,6,27,1,309,11.1 13.0,2.78,7.69,6.15,314,1014.9,14.1,14.1,999,99
1998,6,27,2,306,10.4 12.7,2.92,11.11,6.32,316,1014.9,14.1,14.1,999,99
1998,6,27,3,313,11.3 13.4,3.19,8.33,6.63,312,1014.3,13.9,14.1,999,99
1998,6,27,4,316,11.0 12.9,2.73,10,6.28,310,1014.5,13.7,13.7,999,99
1998,6,27,5,318,9.8 12.0,2.83,8.33,6.43,312,1014.8,13.7,13.7,999,99
1998,6,27,6,317,9.3 11.2,2.98,11.11,6.61,305,1014.9,13.6,13.7,999,99
1998,6,27,7,312,8.3 10.6,2.93,9.09,7.05,306,1014.9,13.7,13.6,999,99
1998,6,27,8,322,8.5 10.3,2.84,10,7.01,312,1014.7,13.6,13.7,999,99
1998,6,27,9,327,8.4 10.4,2.73,10,6.98,305,1014.2,13.5,13.6,999,99
1998,6,27,10,330,8.0  9.9,2.81,9.09,6.81,316,1014.1,13.4,13.4,999,99
1998,6,27,11,329,7.5  9.6,3.01,10,7.16,308,1013.7,12.9,13.4,999,99
1998,6,27,12,999,99.0 99.0,99,99,99,999,9999,999,999,999,99
1998,6,27,13,327,6.4  7.7,3,10,7.28,312,1013.9,12.9,13.3,999,99
1998,6,27,14,317,5.8  7.3,2.75,10,7.03,311,1014.2,13,13.3,999,99
1998,6,27,15,320,6.3  7.7,2.68,10,6.83,311,1014.7,13.3,13.3,999,99
1998,6,27,16,323,6.8  8.2,2.39,8.33,6.77,308,1015,13.1,13.3,999,99
1998,6,27,17,320,6.2  8.0,2.26,9.09,6.73,306,1015.1,13.2,13.3,999,99
1998,6,27,18,315,6.7  8.8,2.35,9.09,6.75,316,1015.1,13.3,13.4,999,99
1998,6,27,19,307,7.0  8.7,2.24,9.09,6.78,316,1015.1,13.4,13.4,999,99
1998,6,27,20,307,6.9  8.7,2.24,10,6.6,311,1015,13.4,13.4,999,99
1998,6,27,21,314,8.0  9.8,2.24,10,6.63,314,1014.8,13.4,13.6,999,99
1998,6,27,22,306,8.1  9.9,2.03,9.09,6.16,315,1014.4,13.4,13.6,999,99
1998,6,27,23,307,8.6 10.4,2.33,9.09,6.49,313,1014.2,13.4,13.7,999,99
1998,6,28,0,302,8.3 10.0,2.41,8.33,6.41,311,1014.2,13.4,13.7,999,99
1998,6,28,1,302,8.4 10.1,2.36,9.09,6.46,314,1013.6,13.4,13.7,999,99
1998,6,28,2,301,8.2  9.5,2.28,9.09,6.24,307,1013.5,13.4,13.6,999,99
1998,6,28,3,303,7.6  9.4,2.33,9.09,6.4,316,1013.6,13.3,13.6,999,99
1998,6,28,4,298,7.1  8.4,2.36,9.09,6.32,307,1014,13.2,13.6,999,99
1998,6,28,5,293,6.4  8.3,2.13,8.33,6.44,309,1014.4,12.9,13.6,999,99
1998,6,28,6,317,6.2  7.9,2.17,9.09,6.55,311,1014.8,13,13.6,999,99
1998,6,28,7,307,5.4  6.7,2.1,9.09,6.62,314,1014.7,12.9,13.6,999,99
1998,6,28,8,311,5.6  7.5,1.99,9.09,6.65,313,1014.4,12.8,13.6,999,99
1998,6,28,9,306,5.6  7.0,1.97,9.09,6.64,313,1014.5,12.8,13.6,999,99
1998,6,28,10,317,5.2  6.6,1.99,9.09,6.66,308,1014.3,12.9,13.5,999,99
1998,6,28,11,295,5.4  6.7,2.37,9.09,7.04,312,1014.3,12.9,13.5,999,99
1998,6,28,12,304,4.9  6.9,1.96,9.09,6.64,314,1014.6,12.9,13.4,999,99
1998,6,28,13,317,4.2  6.0,1.95,9.09,6.65,304,1014.9,12.9,13.4,999,99
1998,6,28,14,319,5.3  7.0,2.13,9.09,6.96,317,1015.6,12.9,13.4,999,99
1998,6,28,15,317,5.3  7.5,1.8,9.09,6.22,315,1016.2,12.9,13.4,999,99
1998,6,28,16,325,5.6  6.9,2,9.09,6.62,314,1016.4,12.9,13.4,999,99
1998,6,28,17,322,4.0  5.0,1.96,9.09,6.79,316,1016.5,13.3,13.4,999,99
1998,6,28,18,313,4.9  5.6,1.82,9.09,6.31,313,1017.1,13.4,13.4,999,99
1998,6,28,19,313,6.1  7.2,1.91,9.09,6.55,318,1017.1,13.3,13.4,999,99
1998,6,28,20,320,6.6  8.0,2.01,9.09,6.65,319,1016.7,13.6,13.4,999,99
1998,6,28,21,318,6.5  8.0,2.06,9.09,6.78,322,1016.7,13.7,13.6,999,99
1998,6,28,22,311,7.4  9.4,1.82,9.09,6.24,321,1016.5,14.1,13.7,999,99
1998,6,28,23,310,6.9  8.4,1.96,8.33,6.23,317,1016.3,14.1,13.7,999,99
1998,6,29,0,309,8.4 10.0,2.03,8.33,6.22,316,1015.8,14.1,13.7,999,99
1998,6,29,1,311,9.5 11.7,1.93,9.09,5.88,323,1015.3,14.1,13.7,999,99
1998,6,29,2,312,10.1 12.1,2.05,9.09,5.85,314,1015.6,14.1,13.7,999,99
1998,6,29,3,316,10.1 11.6,2.02,9.09,5.82,320,1015.6,13.7,13.7,999,99
1998,6,29,4,311,9.6 11.7,2.02,8.33,5.57,316,1015.7,13.6,13.6,999,99
1998,6,29,5,316,9.9 11.7,2.03,9.09,5.9,319,1016,13.4,13.6,999,99
1998,6,29,6,321,10.2 12.5,1.96,9.09,5.61,310,1016,13.4,13.6,999,99
1998,6,29,7,329,8.8 10.4,2.09,8.33,5.59,316,1016.4,13.3,13.6,999,99
1998,6,29,8,330,9.3 11.1,1.91,7.69,5.5,313,1016.2,13.1,13.6,999,99
1998,6,29,9,320,8.8 11.0,1.84,9.09,5.51,319,1016.3,13.1,13.6,999,99
1998,6,29,10,322,8.5 10.4,1.97,8.33,5.68,315,1016.3,13.1,13.6,999,99
1998,6,29,11,325,7.9 10.3,2.15,8.33,6.14,317,1016.5,12.9,13.5,999,99
1998,6,29,12,330,7.9 10.1,2.05,8.33,6.02,320,1016.4,12.9,13.4,999,99
1998,6,29,13,327,7.8 10.0,2.05,7.14,5.82,322,1017.1,12.9,13.4,999,99
1998,6,29,14,324,7.2  9.5,1.94,7.14,6.04,321,1017.3,13.3,13.4,999,99
1998,6,29,15,321,6.5  8.3,2.07,6.67,5.93,319,1017.8,13.4,13.4,999,99
1998,6,29,16,324,7.6  9.2,2.02,8.33,6.03,312,1018,13.4,13.4,999,99
1998,6,29,17,326,7.4  8.9,1.84,8.33,5.74,309,1018.1,13.4,13.4,999,99
1998,6,29,18,330,7.1  8.5,1.88,8.33,5.77,320,1018.4,13.4,13.4,999,99
1998,6,29,19,328,7.1  8.3,1.79,16.67,5.83,189,1018.7,13.6,13.4,999,99
1998,6,29,20,321,8.0  9.6,1.84,7.69,5.74,314,1018.5,13.7,13.4,999,99
1998,6,29,21,321,8.4 10.0,1.96,7.69,5.79,321,1018,13.7,13.4,999,99
1998,6,29,22,320,10.0 12.1,1.87,16.67,5.74,178,1017.7,14.1,13.4,999,99
1998,6,29,23,317,8.8 10.4,2.04,16.67,5.77,180,1017.5,14.2,13.6,999,99
1998,6,30,0,999,99.0 99.0,99,99,99,999,9999,999,999,999,99
1998,6,30,1,999,99.0 99.0,99,99,99,999,9999,999,999,999,99
1998,6,30,2,999,99.0 99.0,99,99,99,999,9999,999,999,999,99
1998,6,30,3,999,99.0 99.0,99,99,99,999,9999,999,999,999,99
1998,6,30,4,999,99.0 99.0,99,99,99,999,9999,999,999,999,99
1998,6,30,5,999,99.0 99.0,99,99,99,999,9999,999,999,999,99
1998,6,30,6,999,99.0 99.0,99,99,99,999,9999,999,999,999,99
1998,6,30,7,999,99.0 99.0,99,99,99,999,9999,999,999,999,99
1998,6,30,8,999,99.0 99.0,99,99,99,999,9999,999,999,999,99
1998,6,30,9,999,99.0 99.0,99,99,99,999,9999,999,999,999,99
1998,6,30,10,999,99.0 99.0,99,99,99,999,9999,999,999,999,99
1998,6,30,11,999,99.0 99.0,99,99,99,999,9999,999,999,999,99
1998,6,30,12,999,99.0 99.0,99,99,99,999,9999,999,999,999,99
1998,6,30,13,999,99.0 99.0,99,99,99,999,9999,999,999,999,99
1998,6,30,14,999,99.0 99.0,99,99,99,999,9999,999,999,999,99
1998,6,30,15,999,99.0 99.0,99,99,99,999,9999,999,999,999,99
1998,6,30,16,999,99.0 99.0,99,99,99,999,9999,999,999,999,99
1998,6,30,17,999,99.0 99.0,99,99,99,999,9999,999,999,999,99
1998,6,30,18,999,99.0 99.0,99,99,99,999,9999,999,999,999,99
1998,6,30,19,999,99.0 99.0,99,99,99,999,9999,999,999,999,99
1998,6,30,20,999,99.0 99.0,99,99,99,999,9999,999,999,999,99
1998,6,30,21,999,99.0 99.0,99,99,99,999,9999,999,999,999,99
1998,6,30,22,999,99.0 99.0,99,99,99,999,9999,999,999,999,99
