YY,MM,DD,hh,mm,WDIR WSPD GST,WVHT,DPD,APD,MWD,PRES,ATMP,WTMP,DEWP,VIS,TIDE
2008,4,1,13,50,331  1.5  1.9,0.85,13.79,6.39,177,1018.4,9.7,10.2,999,99,99
2008,4,1,14,50,81  1.8  2.9,0.84,16,6.25,200,1018.4,9.3,10.2,999,99,99
2008,4,1,15,50,112  1.0  1.5,0.87,16,6.86,225,1019.2,9.5,10.2,999,99,99
2008,4,1,16,50,94  2.5  3.2,0.9,16,6.83,222,1019.2,9.7,10.4,999,99,99
2008,4,1,17,50,102  2.4  2.9,0.93,16,6.82,223,1019.5,9.8,10.5,999,99,99
2008,4,1,18,50,116  2.2  2.8,0.9,12.9,7.16,195,1019.5,10.1,10.6,999,99,99
2008,4,1,19,50,167  1.5  2.2,0.91,12.9,7.2,189,1019.2,10.5,11.1,999,99,99
2008,4,1,20,50,219  2.5  3.4,0.87,16,7.15,224,1018.9,10.7,11.3,999,99,99
2008,4,1,21,50,244  3.2  4.1,0.86,16,6.71,225,1018.5,10.9,11.4,999,99,99
2008,4,1,22,50,275  2.6  3.3,0.89,16,6.78,218,1018.1,11,11.4,999,99,99
2008,4,1,23,50,271  2.4  2.8,0.87,12.12,6.66,204,1017.6,11.1,11.6,999,99,99
2008,4,2,0,50,263  2.8  3.3,0.84,16,6.66,227,1017.6,11.2,11.6,999,99,99
2008,4,2,1,50,274  2.3  2.8,0.83,16,6.81,202,1017.7,11,11.3,999,99,99
2008,4,2,2,50,305  1.5  2.0,0.82,16,6.96,206,1017.6,10.7,11,999,99,99
2008,4,2,3,50,180  0.0  0.1,0.78,16,7.33,202,1018,10.4,11,999,99,99
2008,4,2,4,50,60  0.5  0.7,0.78,16,7.46,209,1018.3,10.4,10.9,999,99,99
2008,4,2,5,50,62  0.6  1.0,0.74,12.9,7.33,194,1018.2,10.3,10.6,999,99,99
2008,4,2,6,50,105  0.6  0.8,0.77,16,7.91,221,1018,10.1,10.6,999,99,99
2008,4,2,7,50,165  0.4  0.7,0.71,14.81,7.48,205,1018,10.1,10.6,999,99,99
2008,4,2,8,50,130  1.1  1.6,0.67,12.9,7.79,197,1017.7,10.3,10.5,999,99,99
2008,4,2,9,50,136  0.9  1.2,0.71,12.9,7.88,205,1017.1,10.2,10.6,999,99,99
2008,4,2,10,50,122  1.0  1.4,0.7,12.9,7.96,195,1016.6,10.2,10.5,999,99,99
2008,4,2,11,50,116  1.6  2.0,0.72,17.39,8.8,271,1016.3,10.2,10.5,999,99,99
2008,4,2,12,50,131  3.2  3.8,0.74,17.39,8.71,283,1016.1,10.1,10.4,999,99,99
2008,4,2,13,50,130  3.2  4.0,0.76,17.39,8.02,287,1016.3,9.9,10.3,999,99,99
2008,4,2,14,50,110  3.6  4.2,0.76,17.39,7.91,278,1016.6,9.8,10.2,999,99,99
2008,4,2,15,50,102  4.7  5.5,0.8,17.39,7.64,282,1016.8,10,10.2,999,99,99
2008,4,2,16,50,118  4.2  4.9,0.79,17.39,6.07,279,1017.3,9.9,10.2,999,99,99
2008,4,2,17,50,127  4.4  5.2,0.89,16,6.79,288,1017.6,10.2,10.5,999,99,99
2008,4,2,18,50,140  4.6  5.7,0.82,17.39,6.55,277,1018,10.2,10.6,999,99,99
2008,4,2,19,50,137  4.4  5.2,0.88,16,6.07,287,1017.9,9.9,11,999,99,99
2008,4,2,20,50,104  3.2  4.1,0.88,17.39,5.62,288,1017.5,9.7,11.1,999,99,99
2008,4,2,21,50,95  2.3  3.0,0.95,17.39,5.22,262,1017.5,9.8,11,999,99,99
2008,4,2,22,50,74  2.3  2.9,0.99,16,5.55,295,1017.4,9.9,11.2,999,99,99
2008,4,2,23,50,64  2.9  3.4,99,99,99,999,1017.1,10.2,11.3,999,99,99
2008,4,3,0,50,79  3.1 99.0,99,99,99,999,9999,10.2,999,999,99,99
2008,4,3,1,50,90  3.1  3.7,1.22,16,6.08,289,1017.3,10.6,11.2,999,99,99
2008,4,3,2,50,103  3.8  4.9,1.37,16,6.14,296,1017.4,10,11.1,999,99,99
2008,4,3,3,50,114  2.4  2.9,1.47,16,6.05,295,1017.9,10.6,11.1,999,99,99
2008,4,3,4,50,140  3.9  4.6,1.47,16,6.6,295,1018.4,11.3,10.6,999,99,99
2008,4,3,5,50,123  3.1  3.7,1.51,16,6.88,277,1019.3,11.5,10.7,999,99,99
2008,4,3,6,50,16  3.1  4.4,1.51,16,6.72,268,1019.6,10.7,11.5,999,99,99
2008,4,3,7,50,7  2.9  3.8,1.4,14.81,6.69,269,1020.1,10.5,11.5,999,99,99
2008,4,3,8,50,11  3.1  3.7,99,99,99,999,1020.4,10.2,11.4,999,99,99
2008,4,3,9,50,349  3.0  3.8,99,99,99,999,1020.7,10.7,11.4,999,99,99
2008,4,3,10,50,14  2.2  3.1,1.54,14.81,6.99,284,1020.6,10.8,11.4,999,99,99
2008,4,3,11,50,22  1.6  2.2,1.48,14.81,7.08,280,1020.6,10.9,11.2,999,99,99
2008,4,3,12,50,145  0.3  0.7,1.48,14.81,7.11,280,1020.9,10.9,10.8,999,99,99
2008,4,3,13,50,316  0.9  1.4,1.54,14.81,7.36,268,1021.3,10.8,10.6,999,99,99
2008,4,3,14,50,338  1.7  2.2,1.53,14.81,7.26,271,1022.2,10.8,10.3,999,99,99
2008,4,3,15,50,348  2.5  3.1,1.5,14.81,7.71,271,1023,10.7,10.4,999,99,99
2008,4,3,16,50,341  2.9  3.5,1.4,14.81,7.42,273,1023.7,10.8,10.6,999,99,99
2008,4,3,17,50,347  3.0  3.8,1.47,14.81,7.57,240,1024.2,11,10.7,999,99,99
2008,4,3,18,50,332  4.6  5.7,1.43,14.81,8.3,213,1024.5,11.1,10.9,999,99,99
2008,4,3,19,50,336  4.1  5.1,99,99,99,999,1024.4,11.1,10.8,999,99,99
2008,4,3,20,50,297  5.1  6.5,1.38,14.81,7.9,233,1024.1,11,11,999,99,99
2008,4,3,21,50,296  6.7  7.7,1.46,13.79,7.83,282,1023.6,11,11.1,999,99,99
2008,4,3,22,50,303  6.3  7.5,1.57,13.79,6.91,291,1023.3,11.1,11.1,999,99,99
2008,4,3,23,50,321  6.4  7.5,1.61,13.79,6.78,281,1023,11.2,10.9,999,99,99
2008,4,4,0,50,317  7.1  8.6,99,99,99,999,1022.5,11.3,10.8,999,99,99
2008,4,4,1,50,316  6.9  8.1,1.65,16,6.46,205,1022.7,11.1,10.9,999,99,99
2008,4,4,2,50,327  8.1  9.3,99,99,99,999,1022.4,10.6,10.7,999,99,99
2008,4,4,3,50,343  8.5 10.1,1.72,14.81,6.08,194,1022.5,10.4,10.8,999,99,99
2008,4,4,4,50,346  6.5  7.8,1.76,16,6.39,198,1023,10.3,10.6,999,99,99
2008,4,4,5,50,342  5.7  6.8,1.69,17.39,6.21,199,1023.4,10.3,10.6,999,99,99
2008,4,4,6,50,329  6.5  8.0,1.51,16,6.46,194,1023.5,10,10.6,999,99,99
2008,4,4,7,50,334  3.8 99.0,99,99,99,999,9999,9.6,999,999,99,99
2008,4,4,8,50,313  4.4  5.7,1.4,14.81,6.82,199,1023.3,9.6,10.7,999,99,99
2008,4,4,9,50,326  8.3  9.6,1.45,16,7.22,202,1023.6,9.5,10.7,999,99,99
2008,4,4,10,50,347  7.8  9.9,1.46,12.9,6.09,283,1022.9,9.3,10.8,999,99,99
2008,4,4,11,50,326  9.5 11.3,1.43,14.81,5.84,190,1022.9,9.1,10.7,999,99,99
2008,4,4,12,50,337  7.5  8.9,1.53,14.81,5.49,200,1022.8,9.1,10.8,999,99,99
2008,4,4,13,50,344  6.1  7.5,99,99,99,999,1022.9,9.2,10.7,999,99,99
2008,4,4,14,50,350  4.6  5.7,99,99,99,999,1023.2,9.4,10.6,999,99,99
2008,4,4,15,50,360  3.4  4.1,1.53,16,7.06,193,1023.4,9.8,10.6,999,99,99
2008,4,4,16,50,324  8.4  9.9,1.43,16,7.35,227,1024.3,9.7,10.6,999,99,99
2008,4,4,17,50,329  7.7  9.1,1.52,16,6.64,213,1024.4,9.7,10.6,999,99,99
2008,4,4,18,50,328  7.1  8.7,1.47,16,5.92,236,1024.1,10,10.7,999,99,99
2008,4,4,19,50,324  7.8  8.9,99,99,99,999,1023.2,10,10.7,999,99,99
2008,4,4,20,50,321  8.1  9.7,99,99,99,999,1022.8,10.1,10.9,999,99,99
2008,4,4,21,50,325  9.4 11.2,99,99,99,999,1022.2,10,11,999,99,99
2008,4,4,22,50,326 10.1 12.1,99,99,99,999,1021.6,10.2,11,999,99,99
2008,4,4,23,50,325  9.2 11.0,1.65,16,5.19,266,1021,10.3,10.9,999,99,99
2008,4,5,0,50,319  9.7 12.0,1.63,14.81,5.24,243,1020.4,10.3,10.9,999,99,99
2008,4,5,1,50,322  9.9 11.7,1.64,14.81,5.23,226,1020.2,10.3,10.8,999,99,99
2008,4,5,2,50,324  9.7 11.3,99,99,99,999,1019.9,10.2,10.6,999,99,99
2008,4,5,3,50,322  9.0 10.6,99,99,99,999,1019.7,10.2,10.6,999,99,99
2008,4,5,4,50,322  8.8 10.4,1.59,16,4.8,206,1020.1,10.1,10.6,999,99,99
2008,4,5,5,50,321  9.4 11.4,1.85,16,5.32,227,1020,10.1,10.5,999,99,99
2008,4,5,6,50,327  9.1 10.8,1.86,14.81,5.59,247,1020.1,10.2,10.5,999,99,99
2008,4,5,7,50,329  8.1  9.8,1.79,14.81,5.37,218,1019.9,10.1,10.5,999,99,99
2008,4,5,8,50,325  9.0 10.6,1.7,14.81,5.27,261,1019.5,10.2,10.5,999,99,99
2008,4,5,9,50,331  8.2 10.2,1.83,14.81,5.54,278,1019.3,10.2,10.6,999,99,99
2008,4,5,10,50,323  9.3 10.9,1.82,16,5.3,209,1018.6,10.1,10.6,999,99,99
2008,4,5,11,50,326  8.7 10.4,99,99,99,999,1018.6,10,10.5,999,99,99
2008,4,5,12,50,315  9.2 99.0,99,99,99,999,1018.4,9.9,999,999,99,99
2008,4,5,13,50,318  9.0 10.6,2.06,14.81,5.8,251,1018.4,9.8,10.6,999,99,99
2008,4,5,14,50,333  9.0 10.8,2.1,14.81,5.65,273,1018.6,9.6,10.6,999,99,99
2008,4,5,15,50,334  8.4 10.1,99,99,99,999,1018.9,9.5,10.6,999,99,99
2008,4,5,16,50,333  9.0 10.8,99,99,99,999,1019,9.6,10.5,999,99,99
2008,4,5,17,50,332  9.5 11.7,2.19,14.81,5.69,276,1019.2,9.8,10.6,999,99,99
2008,4,5,18,50,325  8.9 10.8,2.18,14.81,5.7,241,1019.5,9.8,10.6,999,99,99
2008,4,5,19,50,325  8.2 10.2,99,99,99,999,1019.2,9.9,10.7,999,99,99
2008,4,5,20,50,324  9.0 10.8,99,99,99,999,1018.7,10,10.8,999,99,99
2008,4,5,21,50,321  9.8 11.5,2.05,14.81,5.58,252,1018.4,10,10.9,999,99,99
2008,4,5,22,50,321 10.9 13.1,2.06,13.79,5.55,274,1017.9,10,10.9,999,99,99
2008,4,5,23,50,318 10.0 11.4,99,99,99,999,1017.9,9.9,10.8,999,99,99
2008,4,6,0,50,324  9.4 11.7,99,99,99,999,1017.5,10,10.8,999,99,99
2008,4,6,1,50,324  9.1 10.9,2,12.9,5.37,286,1017.3,10.1,10.7,999,99,99
2008,4,6,2,50,328  9.6 11.7,2.03,12.9,5.38,269,1017.2,10.1,10.7,999,99,99
2008,4,6,3,50,324  9.0 99.0,99,99,99,999,9999,10.1,999,999,99,99
2008,4,6,4,50,322  9.0 10.8,99,99,99,999,1018,10.1,10.8,999,99,99
2008,4,6,5,50,324  8.7 10.3,99,99,99,999,1018.3,10.1,10.8,999,99,99
2008,4,6,6,50,316  9.2 10.5,99,99,99,999,1018.2,10.1,10.8,999,99,99
2008,4,6,7,50,318  8.5 10.2,1.98,12.9,5.62,282,1018.4,10.2,10.8,999,99,99
2008,4,6,8,50,321  8.3  9.9,1.89,11.43,5.57,286,1018.8,10.2,10.8,999,99,99
2008,4,6,9,50,323  6.6  7.9,1.75,12.9,5.57,271,1019.2,10.2,10.8,999,99,99
2008,4,6,10,50,331  6.0  7.0,99,99,99,999,1019,10.2,10.8,999,99,99
2008,4,6,11,50,326  5.0  6.1,99,99,99,999,1019.5,10.3,10.9,999,99,99
2008,4,6,12,50,340  4.7  5.6,1.74,12.9,6.17,286,1019.1,10.3,10.9,999,99,99
2008,4,6,13,50,360  3.8  4.5,1.58,12.9,5.95,294,1019.2,10.3,10.9,999,99,99
2008,4,6,14,50,23  3.5  4.3,1.58,12.9,6.41,277,1019.5,9.9,10.9,999,99,99
2008,4,6,15,50,32  3.5  4.3,1.43,12.12,6.26,295,1020.1,9.9,10.9,999,99,99
2008,4,6,16,50,104  0.4  0.9,1.42,12.12,6.34,291,1020.5,10.3,11,999,99,99
2008,4,6,17,50,292  1.7  2.4,1.45,12.12,6.51,292,1021.1,10.7,11.2,999,99,99
2008,4,6,18,50,248  0.8  1.8,1.35,11.43,6.43,299,1021.6,10.6,11.7,999,99,99
2008,4,6,19,50,294  1.5  2.2,1.32,12.12,6.98,288,1021.6,10.9,12.1,999,99,99
2008,4,6,20,50,272  4.5  5.9,1.24,12.12,7.09,286,1021.8,11.2,11.5,999,99,99
2008,4,6,21,50,318  5.7  7.1,99,99,99,999,1021.6,11.3,11.3,999,99,99
2008,4,6,22,50,327  7.5  8.6,99,99,99,999,1021.4,11.1,11,999,99,99
2008,4,6,23,50,335  6.3  7.8,1.28,12.12,5.64,285,1021.1,11.1,10.8,999,99,99
2008,4,7,1,50,327  7.2  8.7,99,99,99,999,1021,10.9,10.9,999,99,99
2008,4,7,2,50,323  7.5  9.1,99,99,99,999,1020.9,10.8,10.8,999,99,99
2008,4,7,3,50,324  8.2  9.6,1.21,10.81,4.93,290,1021.5,10.8,10.7,999,99,99
2008,4,7,4,50,321  8.0  9.9,99,99,99,999,1022.1,10.7,10.7,999,99,99
2008,4,7,5,50,318  8.7 10.6,99,99,99,999,1022.5,10.5,10.6,999,99,99
2008,4,7,6,50,327  8.5 10.4,99,99,99,999,1022.3,10.3,10.6,999,99,99
2008,4,7,7,50,321  9.0 10.8,1.39,9.09,4.86,291,1022.3,10.2,10.5,999,99,99
2008,4,7,8,50,331  9.0 11.3,99,99,99,999,1022.6,10.1,10.5,999,99,99
2008,4,7,9,50,320  9.9 11.4,99,99,99,999,1022.2,10.1,10.5,999,99,99
2008,4,7,10,50,321  9.2 11.0,99,99,99,999,1022.1,10,10.5,999,99,99
2008,4,7,11,50,334  8.6 10.4,99,99,99,999,1022.1,10.1,10.4,999,99,99
2008,4,7,12,50,328  9.2 11.0,2.13,6.25,5.38,311,1022,10,10.7,999,99,99
2008,4,7,13,50,333  9.7 12.1,99,99,99,999,1022.4,10,10.7,999,99,99
2008,4,7,14,50,335 10.3 12.4,99,99,99,999,1022.8,10,10.6,999,99,99
2008,4,7,15,50,338 10.6 12.3,2.36,6.25,5.46,307,1023.1,9.9,10.6,999,99,99
2008,4,7,16,50,331 11.3 13.2,2.46,6.25,5.53,308,1023,9.8,10.6,999,99,99
2008,4,7,17,50,330 10.6 12.8,2.5,10.81,5.86,310,1023.4,9.8,10.6,999,99,99
2008,4,7,18,50,326 11.1 12.7,2.65,10.81,5.98,307,1023.4,9.8,10.6,999,99,99
2008,4,7,19,50,327 10.9 12.9,99,99,99,999,1022.7,9.8,10.7,999,99,99
2008,4,7,20,50,325 11.1 13.0,2.67,7.14,6.11,314,1022.2,9.8,10.7,999,99,99
2008,4,7,21,50,321 11.4 13.8,2.74,10.81,6.11,310,1021.9,9.9,10.7,999,99,99
2008,4,7,22,50,323 11.5 13.5,99,99,99,999,1021.5,10,10.7,999,99,99
2008,4,7,23,50,321 11.8 13.9,99,99,99,999,1021,10,10.7,999,99,99
2008,4,8,0,50,316 12.4 14.8,3.22,12.9,6.81,312,1020.6,10,10.7,999,99,99
2008,4,8,1,50,320 13.0 15.7,3.07,12.12,6.4,315,1020.5,9.8,10.8,999,99,99
2008,4,8,2,50,325 11.8 13.7,99,99,99,999,1020.5,9.6,10.5,999,99,99
2008,4,8,3,50,326 11.6 13.4,99,99,99,999,1020.8,9.6,10.5,999,99,99
2008,4,8,4,50,317 10.2 12.1,3.15,12.12,6.77,310,1021.6,9.5,10.5,999,99,99
2008,4,8,5,50,316  9.7 12.6,2.93,11.43,6.46,298,1021.6,9.6,10.6,999,99,99
2008,4,8,6,50,318 10.0 11.7,99,99,99,999,1021.3,9.6,10.6,999,99,99
2008,4,8,7,50,323 10.2 11.9,99,99,99,999,1021.2,9.8,10.6,999,99,99
2008,4,8,8,50,319  9.5 11.6,3.14,11.43,6.71,310,1021.1,9.8,10.6,999,99,99
2008,4,8,9,50,328  8.4 10.3,3.23,10.81,7.1,315,1020,9.7,10.6,999,99,99
2008,4,8,10,50,330  8.3 10.1,3.26,11.43,7.25,298,1019.5,9.5,10.6,999,99,99
2008,4,8,11,50,317  8.5 10.3,99,99,99,999,1019.5,9.7,10.6,999,99,99
2008,4,8,12,50,312  8.5 10.2,3.01,16,7,281,1019.1,9.7,10.5,999,99,99
2008,4,8,13,50,315  9.0 10.8,2.98,12.12,6.98,309,1018.9,9.7,10.5,999,99,99
2008,4,8,14,50,316  9.7 11.5,2.71,12.12,6.6,306,1019.1,9.8,10.5,999,99,99
2008,4,8,15,50,321  9.4 11.6,2.76,12.12,6.53,301,1019.3,9.8,10.5,999,99,99
2008,4,8,16,50,322  8.4 10.2,99,99,99,999,1019.2,9.8,10.5,999,99,99
2008,4,8,17,50,324  8.0 10.0,99,99,99,999,1019.3,9.9,10.5,999,99,99
2008,4,8,18,50,326  9.5 11.4,2.77,12.12,6.79,310,1019.2,10,10.5,999,99,99
2008,4,8,19,50,324  8.6  9.9,99,99,99,999,1018.5,9.9,10.5,999,99,99
2008,4,8,20,50,314  8.2  9.9,2.63,16,6.87,296,1018.2,10,10.5,999,99,99
2008,4,8,21,50,308  8.7 99.0,99,99,99,999,1018,10,999,999,99,99
2008,4,8,22,50,304  9.1 99.0,99,99,99,999,9999,10.1,999,999,99,99
2008,4,8,23,50,307  7.5  9.0,99,99,99,999,1017.7,10.2,10.6,999,99,99
2008,4,9,0,50,306  7.0 99.0,99,99,99,999,9999,10.4,999,999,99,99
2008,4,9,1,50,302  7.5  9.3,2.61,12.12,7.16,316,1017.3,10.4,10.6,999,99,99
2008,4,9,2,50,300  6.9  8.5,2.66,12.12,7.05,315,1017.3,10.2,10.6,999,99,99
2008,4,9,3,50,303  6.7  8.0,2.54,14.81,7.31,286,1017.7,10.3,10.6,999,99,99
2008,4,9,4,50,308  5.5  7.0,2.16,14.81,6.92,279,1018,10.5,10.6,999,99,99
2008,4,9,5,50,305  4.4  6.0,2.22,12.12,7.19,311,1017.9,10.5,10.6,999,99,99
2008,4,9,6,50,294  5.0  5.9,2.11,12.12,7.31,310,1017.6,10.7,10.6,999,99,99
2008,4,9,7,50,287  4.6  6.1,2.12,14.81,7.85,289,1017.6,10.7,10.5,999,99,99
2008,4,9,8,50,305  4.4  5.5,2.08,14.81,7.9,287,1017.5,10.5,10.5,999,99,99
2008,4,9,9,50,305  3.6  4.7,99,99,99,999,1017.2,10.5,10.5,999,99,99
2008,4,9,10,50,313  3.3  4.1,2.1,13.79,7.88,292,1017.1,10.5,10.5,999,99,99
2008,4,9,11,50,302  2.8  3.6,2.06,11.43,8.04,315,1017.1,10.5,10.5,999,99,99
2008,4,9,12,50,309  2.8  3.5,99,99,99,999,1017.4,10.6,10.4,999,99,99
2008,4,9,13,50,321  3.1  3.8,1.79,13.79,7.64,297,1017.6,10.7,10.4,999,99,99
2008,4,9,14,50,325  3.3  4.4,1.82,13.79,8.16,271,1018.4,10.8,10.3,999,99,99
2008,4,9,15,50,320  3.2  3.8,1.8,14.81,7.94,278,1019,10.9,10.3,999,99,99
2008,4,9,16,50,359  3.3  4.2,1.66,13.79,7.91,281,1019.4,10.8,10.6,999,99,99
2008,4,9,17,50,347  5.1  5.9,1.64,13.79,8.12,284,1019.7,10.4,10.8,999,99,99
2008,4,9,18,50,330  6.2  7.2,1.75,13.79,7.92,284,1019.6,10.5,10.9,999,99,99
2008,4,9,19,50,326  7.5  8.8,1.51,13.79,6.86,290,1019.6,10.6,10.8,999,99,99
2008,4,9,20,50,315  7.2  8.6,99,99,99,999,1019.4,10.8,10.9,999,99,99
2008,4,9,21,50,321  8.7 10.3,1.61,13.79,6.32,288,1019.5,10.7,10.8,999,99,99
2008,4,9,22,50,317  8.2 10.1,99,99,99,999,1019.3,10.8,10.8,999,99,99
2008,4,9,23,50,327  8.6 10.2,99,99,99,999,1019.4,10.9,10.8,999,99,99
2008,4,10,0,50,319  9.2 11.3,99,99,99,999,1019.2,10.9,10.8,999,99,99
2008,4,10,1,50,328  9.2 11.0,1.57,14.81,5.32,274,1019.3,10.8,10.8,999,99,99
2008,4,10,2,50,333  9.8 11.3,1.83,13.79,5.48,286,1019.6,10.6,10.8,999,99,99
2008,4,10,3,50,325  9.5 11.1,2.08,12.12,5.39,280,1019.8,10.4,10.8,999,99,99
2008,4,10,4,50,324 10.7 12.7,99,99,99,999,1020.3,10.4,10.8,999,99,99
2008,4,10,5,50,327 11.1 12.5,2.22,13.79,5.62,294,1020.4,10.4,10.7,999,99,99
2008,4,10,6,50,323 10.5 12.4,2.39,7.69,5.63,286,1020.3,10.3,10.6,999,99,99
2008,4,10,7,50,325  9.5 11.5,99,99,99,999,1020.4,10.3,10.6,999,99,99
2008,4,10,8,50,327 10.4 12.7,99,99,99,999,1020.4,10.2,10.6,999,99,99
2008,4,10,9,50,333  9.4 11.5,99,99,99,999,1020.3,10.1,10.6,999,99,99
2008,4,10,10,50,332  9.6 12.0,2.59,7.69,6.02,287,1020.4,10.1,10.6,999,99,99
2008,4,10,11,50,333  9.2 11.5,2.81,7.69,6.22,303,1020.7,10.1,10.6,999,99,99
2008,4,10,12,50,331  9.1 11.1,2.88,8.33,6.3,304,1020.6,10,10.5,999,99,99
2008,4,10,13,50,336  9.5 11.3,99,99,99,999,1021,9.9,10.6,999,99,99
2008,4,10,14,50,337  8.3 10.1,2.75,7.69,6.31,291,1021.6,9.9,10.6,999,99,99
2008,4,10,15,50,339  8.6 10.2,99,99,99,999,1022.1,9.9,10.6,999,99,99
2008,4,10,16,50,339  7.2  8.8,2.73,8.33,6.38,296,1022.3,9.9,10.6,999,99,99
2008,4,10,17,50,335  6.6  7.9,99,99,99,999,1022.4,10,10.6,999,99,99
2008,4,10,18,50,335  7.2  8.6,2.65,8.33,6.74,300,1022.3,10.1,10.6,999,99,99
2008,4,10,19,50,332  7.2  8.8,2.47,9.09,6.36,301,1022,10.2,10.7,999,99,99
2008,4,10,20,50,332  7.9  9.6,2.9,9.09,6.88,303,1021.7,10.5,10.7,999,99,99
2008,4,10,21,50,323  8.8 10.5,99,99,99,999,1021.4,10.6,10.8,999,99,99
2008,4,10,22,50,319 10.3 12.9,2.67,8.33,6.26,310,1020.5,10.7,10.8,999,99,99
2008,4,10,23,50,321 10.2 12.7,2.64,8.33,5.99,305,1020.1,10.7,10.8,999,99,99
2008,4,11,0,50,323  9.8 12.7,99,99,99,999,1019.9,10.7,10.7,999,99,99
2008,4,11,1,50,321 10.8 12.9,99,99,99,999,1019.7,10.6,10.7,999,99,99
2008,4,11,2,50,325 11.1 13.8,2.49,8.33,5.67,308,1019.6,10.6,10.7,999,99,99
2008,4,11,3,50,331 10.2 11.9,99,99,99,999,1019.7,10.5,10.7,999,99,99
2008,4,11,4,50,341  8.8 10.5,99,99,99,999,1020.5,10.5,10.6,999,99,99
2008,4,11,5,50,342  7.2  8.6,2.23,8.33,5.72,309,1020.9,10.5,10.7,999,99,99
2008,4,11,6,50,342  5.9  7.0,99,99,99,999,1020.8,10.5,10.7,999,99,99
2008,4,11,7,50,337  5.3  6.4,2.06,9.09,6,306,1020.6,10.5,10.7,999,99,99
2008,4,11,8,50,335  5.3  6.7,2.03,7.69,6.42,311,1020.6,10.5,10.7,999,99,99
2008,4,11,9,50,343  4.5  5.5,2.09,9.09,6.37,310,1020.4,10.4,10.7,999,99,99
2008,4,11,10,50,343  4.2  5.0,99,99,99,999,1020.1,10.4,10.7,999,99,99
2008,4,11,11,50,352  4.4  5.5,2.13,9.09,6.57,309,1020,10.4,10.7,999,99,99
2008,4,11,12,50,355  3.2  4.0,2.18,8.33,6.77,312,1020,10.3,10.7,999,99,99
2008,4,11,13,50,359  3.4  4.3,2.38,8.33,6.85,306,1020.2,10.4,10.7,999,99,99
2008,4,11,14,50,12  3.0  3.5,2.43,9.09,7.01,313,1020.6,11,10.7,999,99,99
2008,4,11,15,50,40  3.0  3.9,2.39,8.33,7.05,309,1020.9,11.4,10.7,999,99,99
2008,4,11,16,50,42  3.9  4.5,2.11,8.33,6.79,311,1020.9,11.6,10.8,999,99,99
2008,4,11,17,50,6  3.3  4.1,2.26,9.09,7,308,1021.2,11.4,10.9,999,99,99
2008,4,11,18,50,357  2.8  3.3,2.11,9.09,6.75,313,1021,11.6,11.1,999,99,99
2008,4,11,19,50,336  2.2  2.8,2.19,9.09,6.93,310,1020.7,12.1,11.4,999,99,99
2008,4,11,20,50,319  3.5  4.2,1.86,9.09,6.66,304,1020.5,12.2,11.5,999,99,99
2008,4,11,21,50,317  3.8  4.5,1.81,9.09,6.64,304,1020.3,12.6,11.3,999,99,99
2008,4,11,22,50,297  2.9  3.6,1.94,8.33,6.73,307,1019.7,12.9,11.7,999,99,99
2008,4,11,23,50,262  1.7  2.1,1.74,8.33,6.81,309,1019.6,13,11.8,999,99,99
2008,4,12,0,50,296  2.6  3.1,1.77,8.33,6.9,303,1019.2,12.9,11.8,999,99,99
2008,4,12,1,50,316  3.8  4.6,99,99,99,999,1019,13,11.6,999,99,99
2008,4,12,2,50,330  3.1  4.0,1.79,9.09,7.13,306,1019,12.7,11.3,999,99,99
2008,4,12,3,50,338  3.2  4.0,1.68,7.69,6.78,303,1019.4,13.1,11.2,999,99,99
2008,4,12,4,50,343  3.2  3.6,1.46,7.69,6.66,305,1019.6,13.5,11.4,999,99,99
2008,4,12,5,50,26  3.6  4.2,1.63,8.33,6.7,306,1019.7,13.5,11.4,999,99,99
2008,4,12,6,50,6  2.7  3.1,1.57,9.09,6.72,300,1019.6,13.2,11.4,999,99,99
2008,4,12,7,50,41  2.0  2.5,1.47,7.69,6.7,304,1019.4,12.1,11.3,999,99,99
2008,4,12,8,50,94  2.3  2.9,1.27,7.69,6.61,309,1019.4,12.5,11.4,999,99,99
2008,4,12,9,50,84  2.7  3.1,99,99,99,999,1019.1,12.9,11.6,999,99,99
2008,4,12,10,50,67  3.8  4.4,1.47,8.33,6.94,310,1018.6,13,11.7,999,99,99
2008,4,12,11,50,88  5.3  6.2,1.41,8.33,6.55,322,1018.8,13.3,11.5,999,99,99
2008,4,12,12,50,83  4.5  5.3,1.43,7.69,6,312,1019.1,13.2,11.3,999,99,99
2008,4,12,13,50,60  4.6  5.1,1.39,7.69,6.34,315,1019.6,12.6,11.2,999,99,99
2008,4,12,14,50,63  4.7  5.6,1.36,7.14,6.25,315,1020.1,12.9,11.2,999,99,99
2008,4,12,15,50,52  4.4  5.1,1.28,11.43,6.39,315,1020.6,13.2,11.2,999,99,99
2008,4,12,16,50,57  3.2  3.7,1.19,14.81,6.69,181,1020.8,13.3,11.2,999,99,99
2008,4,12,17,50,358  2.9  3.3,1.23,11.43,6.82,310,1021.2,12.6,11.5,999,99,99
2008,4,12,18,50,339  3.4  3.9,1.18,14.81,7.07,169,1021.2,12.9,11.7,999,99,99
2008,4,12,19,50,328  3.3  3.8,1.24,10.81,7.16,306,1020.8,13,11.9,999,99,99
2008,4,12,20,50,313  3.4  4.0,1.2,10.81,7.41,303,1020.4,13.4,12.2,999,99,99
