YY,MM,DD,hh,mm,WDIR WSPD GST,WVHT,DPD,APD,MWD,PRES,ATMP,WTMP,DEWP,VIS,TIDE
2008,1,7,17,0,347  6.8  8.3,2.8,13.79,8.78,285,1018.1,10.5,11.6,999,99,99
2008,1,7,18,0,352  5.2  7.6,2.79,13.79,9.12,290,1019.5,10.6,11.6,999,99,99
2008,1,7,19,0,333  5.2  6.6,2.83,13.79,9.02,294,1020.1,10.8,11.6,999,99,99
2008,1,7,20,0,317  4.3  5.6,2.69,13.79,9,293,1020,10.7,11.8,999,99,99
2008,1,7,21,0,343  3.8  5.0,2.61,13.79,9.01,292,1020,10.7,11.9,999,99,99
2008,1,7,22,0,353  4.4  5.8,3.15,12.9,9.42,290,1020.7,10.5,12,999,99,99
2008,1,7,23,0,340  4.2  5.3,2.69,12.9,8.91,291,1020.9,10.5,12,999,99,99
2008,1,8,0,0,336  3.7  5.1,2.66,12.9,8.67,292,1020.8,10.5,12,999,99,99
2008,1,8,1,0,330  5.1  6.4,2.94,12.12,8.82,292,1021.5,10.4,12,999,99,99
2008,1,8,2,0,330  4.3  5.5,3.19,12.12,8.89,293,1021.7,10.3,12.1,999,99,99
2008,1,8,3,0,324  3.3  4.6,3.08,12.9,8.9,295,1021.8,10.3,12.1,999,99,99
2008,1,8,4,0,330  2.8  4.2,3.13,11.43,9.07,290,1021.6,10.2,12,999,99,99
2008,1,8,5,0,313  2.5  3.8,3.32,12.12,9.16,299,1022,10.2,12,999,99,99
2008,1,8,6,0,335  2.0  3.1,3.27,11.43,9.28,293,1022.2,10.2,12,999,99,99
2008,1,8,7,0,28  1.3  2.3,3.54,12.9,9.59,295,1021.8,10.2,12,999,99,99
2008,1,8,8,0,235  0.5  1.8,3.17,11.43,9.22,294,1021.8,10.2,12,999,99,99
2008,1,8,9,0,168  0.4  2.0,3.12,12.9,9.13,293,1021.6,10.2,12,999,99,99
2008,1,8,10,0,248  2.2  4.0,3.29,13.79,9.54,298,1022.1,10.3,12,999,99,99
2008,1,8,11,0,216  2.4  3.6,2.94,12.12,9.51,290,1021.7,10.4,12,999,99,99
2008,1,8,12,0,205  2.8  3.7,3.13,13.79,9.52,292,1021.8,10.4,12,999,99,99
2008,1,8,13,0,193  4.5  5.5,2.73,12.9,9.27,300,1021.4,10.4,12,999,99,99
2008,1,8,14,0,181  5.5  7.1,3,13.79,9.3,291,1020.9,10.6,12,999,99,99
2008,1,8,15,0,177  5.7  6.7,2.82,12.9,9.09,291,1020.9,10.6,12,999,99,99
2008,1,8,16,0,171  6.0  7.4,2.65,12.9,8.82,292,1021.5,10.8,12,999,99,99
2008,1,8,17,0,162  8.5 10.3,2.53,13.79,8.31,299,1020.9,10.9,12,999,99,99
2008,1,8,18,0,164  9.9 11.9,2.36,12.9,7.25,297,1020.8,11,12,999,99,99
2008,1,8,19,0,166 10.6 12.8,2.31,12.9,6.69,298,1020.7,11,11.6,999,99,99
2008,1,8,20,0,167 10.9 13.8,99,99,99,999,1020.1,10.7,11.6,999,99,99
2008,1,8,21,0,164 11.8 14.3,2.43,12.12,6.03,289,1018.5,10.7,11.6,999,99,99
2008,1,8,22,0,173 13.1 17.2,2.71,12.12,5.79,298,1017.2,10.7,11.7,999,99,99
2008,1,8,23,0,171 14.3 18.2,3.05,12.12,6.08,297,1016.5,10.5,11.7,999,99,99
2008,1,9,0,0,174 13.1 15.7,99,99,99,999,1016.9,10.6,11.7,999,99,99
2008,1,9,1,0,177 11.8 14.6,3,12.12,6.03,285,1017.6,10.8,11.7,999,99,99
2008,1,9,2,0,173 10.4 13.3,3.07,12.12,6.12,283,1017.7,11.1,11.7,999,99,99
2008,1,9,3,0,166  8.6 11.7,99,99,99,999,1018.8,11.3,11.7,999,99,99
2008,1,9,4,0,174  6.2  8.5,2.91,12.9,6.58,294,1019.8,11.4,11.6,999,99,99
2008,1,9,5,0,195  3.7  5.9,2.7,13.79,6.83,297,1020.8,11.8,11.6,999,99,99
2008,1,9,6,0,308  1.4  2.4,2.86,12.9,6.93,286,1021.3,12,11.6,999,99,99
2008,1,9,7,0,283  3.5  4.6,2.66,12.9,7.52,288,1022.3,11.7,11.6,999,99,99
2008,1,9,8,0,311  2.2  3.2,2.51,12.12,7.47,288,1022.4,11.5,11.6,999,99,99
2008,1,9,9,0,327  3.0  3.9,2.24,13.79,7.58,292,1022.2,11.4,11.6,999,99,99
2008,1,9,10,0,53  3.1  4.1,2.38,10.81,7.81,288,1022.7,11.3,11.6,999,99,99
2008,1,9,11,0,55  3.7  4.5,2.44,12.9,8.18,299,1023.2,11,11.6,999,99,99
2008,1,9,12,0,66  3.1  4.0,2.62,12.9,8.55,307,1023.3,11,11.6,999,99,99
2008,1,9,13,0,57  2.2  3.1,2.31,12.12,8.29,294,1023.3,11,11.6,999,99,99
2008,1,9,14,0,354  2.2  3.2,2.51,12.12,8.45,297,1022.9,11.1,11.6,999,99,99
2008,1,9,15,0,328  3.6  4.4,2.52,12.12,8.4,303,1023,11.1,11.6,999,99,99
2008,1,9,16,0,340  3.4  4.8,2.43,11.43,8.39,303,1023.6,11.3,11.6,999,99,99
2008,1,9,17,0,348  3.0  3.9,2.67,11.43,8.63,304,1024.1,11.2,11.6,999,99,99
2008,1,9,18,0,65  2.7  3.6,2.54,11.43,8.58,306,1024.8,10.7,11.6,999,99,99
2008,1,9,19,0,32  1.7  2.3,3.02,11.43,8.93,303,1025,10.7,11.7,999,99,99
2008,1,9,20,0,339  2.8  3.7,2.76,11.43,8.36,296,1024.8,10.8,11.7,999,99,99
2008,1,9,21,0,333  5.3  6.9,2.79,21.05,8.91,286,1024.1,11.2,11.7,999,99,99
2008,1,9,22,0,347  5.4  6.5,3.11,10.81,8.74,303,1023.5,11.1,11.7,999,99,99
2008,1,9,23,0,324  4.3  5.4,3.02,10.81,8.97,294,1023.6,11.2,11.7,999,99,99
2008,1,10,0,0,318  5.4  6.4,3.08,19.05,9.09,283,1023.9,11.2,11.7,999,99,99
2008,1,10,1,0,322  5.1  6.2,3.05,19.05,9.75,287,1023.6,11,11.7,999,99,99
2008,1,10,2,0,332  5.0  6.6,3.03,19.05,9.99,284,1023.5,11,11.7,999,99,99
2008,1,10,3,0,330  5.8  7.4,3.15,19.05,10.52,292,1023.6,11,11.7,999,99,99
2008,1,10,4,0,332  4.8  6.0,3.28,17.39,10.52,292,1023.6,11,11.7,999,99,99
2008,1,10,5,0,340  5.0  6.2,3.53,19.05,11.26,295,1023.6,11.1,11.7,999,99,99
2008,1,10,6,0,358  2.8  3.6,3.91,17.39,11.81,294,1023.4,11.1,11.7,999,99,99
2008,1,10,7,0,48  2.0  3.5,3.52,17.39,11.79,296,1023.4,11.2,11.7,999,99,99
2008,1,10,8,0,315  3.8  5.0,3.88,17.39,11.95,289,1024.1,11.3,11.7,999,99,99
2008,1,10,9,0,336  2.9  4.0,4.25,17.39,12.15,290,1024,11.2,11.7,999,99,99
2008,1,10,10,0,21  1.3  2.5,4.22,17.39,12.05,292,1023.6,11.2,11.7,999,99,99
2008,1,10,11,0,88  3.5  5.6,4.14,16,11.69,286,1023.6,11.4,11.6,999,99,99
2008,1,10,12,0,98  4.2  6.1,4.04,17.39,11.7,290,1023.6,11.3,11.7,999,99,99
2008,1,10,13,0,127  2.5  5.0,4.12,14.81,11.44,292,1022.8,11.1,11.6,999,99,99
2008,1,10,14,0,158  0.9  2.3,4.22,16,11.25,286,1022.9,11.1,11.6,999,99,99
2008,1,10,15,0,101  2.4  4.0,4.27,16,10.91,293,1023.1,11.2,11.7,999,99,99
2008,1,10,16,0,106  3.5  4.9,3.82,14.81,10.8,295,1023.4,11.1,11.7,999,99,99
2008,1,10,17,0,104  2.7  4.3,3.52,16,10.52,291,1024.1,10.9,11.7,999,99,99
2008,1,10,18,0,94  2.3  4.1,3.33,16,10.69,288,1024.4,11,11.6,999,99,99
2008,1,10,19,0,122  2.7  4.0,3.09,14.81,10.82,286,1024.3,11.3,11.6,999,99,99
2008,1,10,20,0,140  2.3  3.8,2.92,14.81,10.44,289,1023.7,11.1,11.7,999,99,99
2008,1,10,21,0,108  3.4  5.2,2.93,16,10.87,292,1023,10.4,11.7,999,99,99
2008,1,10,22,0,112  3.8  5.3,3,14.81,11.03,298,1022.2,10.4,11.8,999,99,99
2008,1,10,23,0,127  6.4  8.5,2.53,16,10.07,284,1020.8,10.7,11.8,999,99,99
2008,1,11,0,0,105  3.5  4.8,2.76,14.81,10.84,294,1022.2,11.1,11.8,999,99,99
2008,1,11,1,0,119  3.0  4.9,2.7,14.81,10.59,296,1022.1,11.3,11.9,999,99,99
2008,1,11,2,0,125  2.5  3.9,2.7,13.79,10.48,297,1022.1,11.4,11.8,999,99,99
2008,1,11,3,0,119  2.0  3.2,2.72,14.81,10.51,288,1022.1,11.5,11.8,999,99,99
2008,1,11,4,0,123  1.4  3.0,2.59,13.79,10.28,302,1022.1,11.9,11.8,999,99,99
2008,1,11,5,0,174  1.1  2.3,2.72,14.81,10.3,279,1022.4,11.8,11.8,999,99,99
2008,1,11,6,0,260  1.2  2.0,2.91,11.43,10.48,288,1022.5,11.7,11.8,999,99,99
2008,1,11,7,0,280  1.5  2.9,2.7,13.79,10.38,283,1022.6,11.6,11.9,999,99,99
2008,1,11,8,0,293  2.2  3.1,2.79,13.79,10.18,280,1022.8,11.5,11.9,999,99,99
2008,1,11,9,0,315  2.2  3.2,2.8,12.9,10.25,289,1022.7,11.5,11.9,999,99,99
2008,1,11,10,0,347  4.1  5.0,2.77,12.9,9.92,287,1022.7,10.8,11.9,999,99,99
2008,1,11,11,0,359  3.1  4.5,2.64,11.43,9.49,288,1022.4,10.5,11.8,999,99,99
2008,1,11,12,0,348  3.5  4.8,2.68,12.12,9.84,283,1022.4,10.6,11.8,999,99,99
2008,1,11,13,0,351  4.1  5.2,2.62,12.9,9.48,294,1022.4,10.4,11.8,999,99,99
2008,1,11,14,0,358  3.6  4.7,2.66,13.79,9.31,281,1022.6,10.2,11.8,999,99,99
2008,1,11,15,0,11  3.9  4.8,2.55,12.9,9.35,301,1022.7,9.8,11.9,999,99,99
2008,1,11,16,0,14  2.6  3.5,2.48,21.05,9.31,274,1023.1,9.7,12,999,99,99
2008,1,11,17,0,336  2.3  3.1,2.49,21.05,9.28,272,1023.4,10,12.1,999,99,99
2008,1,11,18,0,66  1.8  2.9,2.46,21.05,9.71,275,1023.9,10.5,12.1,999,99,99
2008,1,11,19,0,10  0.3  1.4,2.45,11.43,9.48,291,1023.8,10.8,12.1,999,99,99
2008,1,11,20,0,287  2.4  3.7,2.26,21.05,9.44,279,1022.7,11.2,12.3,999,99,99
2008,1,11,21,0,314  2.7  3.6,2.34,21.05,9.41,270,1022,10.3,12.4,999,99,99
