YY,MM,DD,hh,mm,WDIR WSPD GST,WVHT,DPD,APD,MWD   PRES,ATMP,WTMP,DEWP,VIS,TIDE
2013,1,7,0,50,340  8.4 10.3,4.05,14.81,8.88,302 1020.8,11,12.4,999,99,99
2013,1,7,1,50,346  8.0  9.8,3.65,12.12,8.29,292 1021.0,11.1,12.4,999,99,99
2013,1,7,2,50,344  7.4  9.0,4.45,14.81,9.2,305 1021.0,11.3,12.4,999,99,99
2013,1,7,3,50,336  8.0  9.5,4.37,13.79,8.87,299 1021.4,11.6,12.4,999,99,99
2013,1,7,4,50,331  8.7 11.1,4.15,13.79,8.87,293 1021.6,11.6,12.3,999,99,99
2013,1,7,5,50,324  9.3 11.2,4.18,13.79,8.72,299 1021.9,11.5,12.3,999,99,99
2013,1,7,6,50,324  8.2 10.6,3.95,14.81,8.69,297 1021.5,11.5,12.3,999,99,99
2013,1,7,7,50,335  9.4 11.2,3.47,12.9,8.14,289 1021.5,11.5,12.3,999,99,99
2013,1,7,8,50,336  8.9 10.3,3.23,13.79,7.93,303 1021.2,11.4,12.3,999,99,99
2013,1,7,9,50,333 10.1 12.2,99,99,99,999 1021.1,11.4,12.3,999,99,99
2013,1,7,10,50,337  9.0 11.4,3.27,13.79,7.42,310 1021.4,11.4,12.3,999,99,99
2013,1,7,11,50,334 11.4 13.1,3.32,13.79,7.46,300 1021.5,11.5,12.3,999,99,99
2013,1,7,12,50,339 11.0 13.6,3.15,14.81,7.35,301 1021.5,11.6,12.2,999,99,99
2013,1,7,13,50,344 10.4 12.3,3.35,12.9,7.69,308 1021.9,11.6,12.2,999,99,99
2013,1,7,14,50,346  9.3 11.1,3.53,14.81,7.79,304 1022.3,11.7,12.2,999,99,99
2013,1,7,15,50,347  8.7 10.2,3.26,13.79,7.68,284 1022.9,11.8,12.2,999,99,99
2013,1,7,16,50,351  8.2  9.8,3.28,12.9,7.53,314 1023.3,11.9,12.2,999,99,99
2013,1,7,17,50,349  8.2  9.4,3.31,14.81,7.98,307 1024.2,12,12.2,999,99,99
2013,1,7,18,50,28  2.9  3.9,3.15,14.81,7.93,296 1024.6,11.4,12.2,999,99,99
2013,1,7,19,50,345  7.1  8.9,3.04,13.79,7.93,304 1023.3,12.2,12.3,999,99,99
2013,1,7,20,50,336  8.7 10.9,3.08,14.81,8.06,285 1022.3,12.1,12.3,999,99,99
2013,1,7,21,50,337  9.5 12.0,3.27,13.79,7.73,293 1021.8,12.3,12.4,999,99,99
2013,1,7,22,50,339 11.1 12.9,3.24,12.9,7.54,292 1021.2,12.3,12.4,999,99,99
2013,1,7,23,50,342 11.5 14.6,3.15,12.9,7.26,294 1021.1,12.2,12.4,999,99,99
2013,1,8,0,50,336 11.5 13.3,3.18,13.79,6.93,301 1020.9,12.2,12.4,999,99,99
2013,1,8,1,50,334 11.7 14.1,3,13.79,6.87,300 1020.9,12.4,12.4,999,99,99
2013,1,8,2,50,336 10.1 12.3,3.16,7.14,6.94,305 1020.6,12.2,12.4,999,99,99
2013,1,8,3,50,336 10.2 12.7,3.32,13.79,7.29,297 1021.0,12.2,12.4,999,99,99
2013,1,8,4,50,337 10.4 13.7,3.29,12.12,7.08,291 1021.0,12.2,12.4,999,99,99
2013,1,8,5,50,342 10.3 12.0,3.23,7.14,6.98,304 1021.1,11.8,12.4,999,99,99
2013,1,8,6,50,339  8.3 10.1,3,10.81,6.79,300 1021.1,12.2,12.4,999,99,99
2013,1,8,7,50,337  9.3 11.8,3.15,14.81,7.05,282 1021.3,12.2,12.4,999,99,99
2013,1,8,8,50,339 10.4 12.4,3.09,11.43,7,303 1021.3,12,12.4,999,99,99
2013,1,8,9,50,335  9.4 11.7,3.17,9.09,6.98,289 1021.7,11.7,12.4,999,99,99
2013,1,8,10,50,337  7.9  9.6,2.98,12.9,6.94,295 1021.5,11.6,12.4,999,99,99
2013,1,8,11,50,326  8.4 10.2,2.95,11.43,7.15,298 1021.2,11.5,12.4,999,99,99
2013,1,8,12,50,338  9.1 11.1,3.04,8.33,7.38,295 1020.8,11.5,12.4,999,99,99
2013,1,8,13,50,339  8.5 10.2,2.98,9.09,7.21,293 1020.9,11.6,12.4,999,99,99
2013,1,8,14,50,345  7.9 10.3,3.08,9.09,7.33,292 1021.1,11.4,12.4,999,99,99
2013,1,8,15,50,332  9.1 11.6,2.95,13.79,7.42,291 1021.7,11.1,12.4,999,99,99
2013,1,8,16,50,345  7.7  9.4,3.2,11.43,7.31,295 1022.1,11.6,12.3,999,99,99
2013,1,8,17,50,340  6.9  8.8,3.16,13.79,7.54,293 1022.8,11.9,12.4,999,99,99
2013,1,8,18,50,339  7.0  8.8,3.19,12.12,7.48,296 1022.6,12,12.4,999,99,99
2013,1,8,19,50,341  6.3  8.0,3,11.43,7.13,302 1021.6,12.2,12.5,999,99,99
2013,1,8,20,50,342  7.1  8.3,2.79,9.09,7.1,306 1020.7,12,12.5,999,99,99
2013,1,8,21,50,341  6.1  7.8,3.04,9.09,7.2,290 1020.6,12.2,12.6,999,99,99
2013,1,8,22,50,337  6.0  7.4,3.02,13.79,7.46,297 1020.4,12.2,12.6,999,99,99
2013,1,8,23,50,337  5.6  6.9,2.62,10,6.99,291 1020.1,12.2,12.6,999,99,99
2013,1,9,0,50,346  5.6  7.1,2.62,10,7.06,301 1019.9,12,12.6,999,99,99
2013,1,9,1,50,339  7.3  8.4,2.53,13.79,7.18,297 1019.6,11.9,12.6,999,99,99
2013,1,9,2,50,336  7.5  9.2,2.74,12.9,7.6,300 1020.0,12,12.6,999,99,99
2013,1,9,3,50,339  8.0  9.4,2.67,13.79,7.42,299 1019.9,11.6,12.5,999,99,99
2013,1,9,4,50,332  7.4  9.2,2.74,12.12,7.43,299 1020.0,11.1,12.5,999,99,99
2013,1,9,5,50,341  8.0  9.6,2.58,12.12,7.41,305 1019.7,10.5,12.5,999,99,99
2013,1,9,6,50,324  8.7 10.3,2.56,13.79,7.4,297 1019.8,10.3,12.5,999,99,99
2013,1,9,7,50,339  8.2  9.7,2.73,11.43,7.64,301 1019.8,10.6,12.4,999,99,99
2013,1,9,8,50,347  5.1  6.4,2.58,10.81,7.34,304 1020.4,10.9,12.4,999,99,99
2013,1,9,9,50,357  4.2  5.7,2.71,13.79,8.14,294 1020.2,10.8,12.4,999,99,99
2013,1,9,10,50,328  4.6  5.6,2.62,12.9,8.08,299 1019.8,10.6,12.4,999,99,99
2013,1,9,11,50,311  6.6  7.7,2.54,13.79,8.26,286 1019.7,10.5,12.3,999,99,99
2013,1,9,12,50,326  7.0  8.3,2.47,12.9,8.03,302 1019.1,10.8,12.3,999,99,99
2013,1,9,13,50,317  5.7  7.0,2.72,13.79,8.37,284 1019.0,10.9,12.3,999,99,99
2013,1,9,14,50,327  6.6  7.9,2.53,12.12,8.39,288 1019.2,11.1,12.3,999,99,99
2013,1,9,15,50,330  7.2  8.5,2.58,12.9,8.2,291 1019.3,11.4,12.3,999,99,99
2013,1,9,16,50,336  6.9  8.3,2.56,14.81,8,301 1019.4,11.6,12.3,999,99,99
2013,1,9,17,50,328  7.2  8.7,2.5,14.81,7.93,300 1019.2,11.8,12.3,999,99,99
2013,1,9,18,50,329  7.4  9.1,2.71,12.12,8.26,288 1019.0,11.6,12.3,999,99,99
2013,1,9,19,50,321  6.1  7.1,2.48,12.9,8.04,289 1018.2,11.7,12.4,999,99,99
2013,1,9,20,50,300  5.7  6.9,2.33,14.81,7.51,290 1018.0,11.9,12.4,999,99,99
2013,1,9,21,50,300  5.5  6.5,2.4,13.79,8.48,296 1017.4,12,12.4,999,99,99
2013,1,9,22,50,291  6.4  7.9,2.4,14.81,8.68,304 1017.2,12.3,12.5,999,99,99
2013,1,9,23,50,320 12.5 14.9,2.35,14.81,7.93,306 1016.8,10.8,12.5,999,99,99
2013,1,10,0,50,313 10.9 12.7,2.46,12.9,6.56,291 1017.1,11.1,12.5,999,99,99
2013,1,10,1,50,321 11.6 13.9,2.85,13.79,6.93,306 1017.1,10.1,12.4,999,99,99
2013,1,10,2,50,327  9.4 11.6,2.89,13.79,6.78,305 1017.6,10.7,12.4,999,99,99
2013,1,10,3,50,317 10.8 13.7,2.95,14.81,6.81,305 1017.8,10.9,12.3,999,99,99
2013,1,10,4,50,311 10.1 12.9,3.12,13.79,7.03,301 1018.1,11,12.3,999,99,99
2013,1,10,5,50,315 13.2 16.2,3.23,13.79,7.17,310 1018.5,10.3,12.3,999,99,99
2013,1,10,6,50,329 10.7 13.2,3.51,13.79,7.31,306 1019.2,9.8,12.2,999,99,99
2013,1,10,7,50,308  7.4 10.0,3.6,10,7.31,296 1019.7,9.3,12.2,999,99,99
2013,1,10,8,50,337  7.4  9.4,3.74,10,7.44,301 1019.5,9.4,12.2,999,99,99
2013,1,10,9,50,316  9.4 11.7,3.52,10.81,7.63,303 1019.1,10.4,12.1,999,99,99
2013,1,10,10,50,316 11.1 18.5,3.78,9.09,7.58,308 1019.0,10.1,12.1,999,99,99
2013,1,10,11,50,348 10.6 13.9,3.76,12.9,7.66,295 1019.2,8.4,12.1,999,99,99
2013,1,10,12,50,317 11.0 13.3,3.81,10.81,7.72,292 1018.8,9.8,12.1,999,99,99
2013,1,10,13,50,313 12.9 17.5,3.63,13.79,7.44,293 1019.1,8.3,12.1,999,99,99
2013,1,10,14,50,334 10.3 12.9,3.6,12.12,7.39,305 1019.5,9.2,12.1,999,99,99
2013,1,10,15,50,317  9.4 11.5,3.66,12.12,7.58,312 1019.5,9.2,12.1,999,99,99
2013,1,10,16,50,323  9.4 11.4,3.55,12.12,7.45,296 1020.3,9.2,12,999,99,99
2013,1,10,17,50,316  9.7 12.2,3.51,11.43,7.76,310 1020.4,9.3,12,999,99,99
2013,1,10,18,50,328 11.5 14.3,3.7,11.43,7.54,297 1020.2,9.6,12.1,999,99,99
2013,1,10,19,50,323 11.6 14.9,4.1,10.81,7.94,296 1019.8,9.8,12.1,999,99,99
2013,1,10,20,50,317 13.0 15.8,3.73,12.12,7.34,293 1019.2,9.7,12.1,999,99,99
2013,1,10,21,50,320 12.4 14.5,3.9,12.9,7.53,299 1019.0,9.7,12.2,999,99,99
2013,1,10,22,50,323 13.3 16.0,4.41,11.43,7.66,303 1019.2,9.9,12.2,999,99,99
2013,1,10,23,50,322 13.1 15.1,4.15,11.43,7.21,296 1019.7,9.9,12.2,999,99,99
2013,1,11,0,50,318 13.1 16.4,4.39,10.81,7.45,306 1019.8,9.9,12.2,999,99,99
2013,1,11,1,50,320 14.9 18.9,4.37,12.9,7.5,317 1020.1,9.9,12.2,999,99,99
2013,1,11,2,50,324 14.0 16.7,4.27,10.81,7.45,298 1020.6,10,12.2,999,99,99
2013,1,11,3,50,330 13.4 16.2,4.22,12.9,7.34,303 1021.2,10.1,12.2,999,99,99
2013,1,11,4,50,329 13.2 16.2,4.9,10,7.86,307 1021.5,10.2,12.2,999,99,99
2013,1,11,5,50,324 14.2 17.3,4.72,12.12,7.76,304 1021.9,10.1,12.1,999,99,99
2013,1,11,6,50,326 12.6 16.1,5.04,11.43,7.99,303 1022.5,10.2,12.1,999,99,99
2013,1,11,7,50,324 12.9 15.9,5.16,11.43,8.15,303 1022.6,10.1,12.1,999,99,99
2013,1,11,8,50,326 12.1 15.1,4.91,12.9,8.3,303 1022.7,10,12,999,99,99
2013,1,11,9,50,323 12.3 15.4,4.99,12.9,8.17,301 1022.7,9.9,12,999,99,99
2013,1,11,10,50,329 13.1 15.6,4.59,13.79,8,309 1022.6,10,12,999,99,99
2013,1,11,11,50,318 12.5 15.3,4.81,12.9,8.07,306 1022.5,9.8,11.9,999,99,99
2013,1,11,12,50,324 13.0 15.5,5.07,12.12,8.13,300 1022.3,10,11.9,999,99,99
2013,1,11,13,50,323 13.3 16.7,5.27,12.12,8.41,305 1022.7,9.9,11.8,999,99,99
2013,1,11,14,50,320 12.5 15.5,5.03,12.12,8.03,302 1023.2,9.9,11.8,999,99,99
2013,1,11,15,50,322 12.0 14.6,5.14,10.81,8.26,305 1023.6,10,11.8,999,99,99
2013,1,11,16,50,324 11.2 14.0,4.55,13.79,8.23,308 1024.0,10.2,11.8,999,99,99
