YY,MM,DD,hh,WD,WSPD GST,WVHT,DPD,APD,MWD,BAR,ATMP,WTMP,DEWP,VIS
1996,1,5,11,346,6.9  8.4,2.32,16.67,7.5,307,1020.4,12.7,13.4,999,99
1996,1,5,12,3,3.8  4.7,2.46,16.67,7.55,298,1020.3,12.5,13.4,999,99
1996,1,5,13,346,3.7  4.9,2.53,16.67,8.55,300,1020.4,12.5,13.4,999,99
1996,1,5,14,345,3.7  4.6,2.4,16.67,8.1,307,1020.5,12.5,13.3,999,99
1996,1,5,15,343,3.8  4.8,2.63,16.67,8.92,302,1021.2,12.6,13.3,999,99
1996,1,5,16,326,5.9  7.5,2.5,16.67,9.04,302,1021.3,12.8,13.3,999,99
1996,1,5,17,338,5.5  6.5,2.67,16.67,9.22,301,1021.4,12.8,13.4,999,99
1996,1,5,18,342,5.1  6.2,2.24,14.29,8.3,301,1022.6,12.9,13.4,999,99
1996,1,5,19,352,3.7  4.8,2.16,14.29,8.13,298,1022.7,12.9,13.4,999,99
1996,1,5,20,4,2.0  2.5,2.13,16.67,8.3,297,1021.6,12.9,13.4,999,99
1996,1,5,21,344,2.5  3.7,2.04,16.67,8.55,295,1021.2,13.1,13.6,999,99
1996,1,5,22,337,3.8  4.7,1.97,16.67,8.16,301,1021.1,12.9,13.6,999,99
1996,1,5,23,330,5.1  6.0,1.8,16.67,7.82,303,1020.6,13.3,13.6,999,99
1996,1,6,0,328,6.2  7.5,1.81,14.29,7.7,289,1020.9,13.3,13.4,999,99
1996,1,6,1,329,7.0  8.1,1.71,16.67,7.05,295,1020.4,13.3,13.4,999,99
1996,1,6,2,332,7.5  8.6,1.76,16.67,6.98,300,1020.5,13.3,13.4,999,99
1996,1,6,3,342,6.7  7.6,1.69,14.29,6.83,288,1020.6,13.3,13.4,999,99
1996,1,6,4,336,5.4  6.3,1.67,16.67,6.69,292,1021.2,13.3,13.4,999,99
1996,1,6,5,339,5.4  6.5,1.64,14.29,7.06,288,1021.4,13.3,13.4,999,99
1996,1,6,6,329,6.1  7.4,1.85,14.29,8.26,295,1021.6,13.3,13.4,999,99
1996,1,6,7,345,5.7  6.7,1.67,14.29,7.67,297,1022.7,13.3,13.4,999,99
1996,1,6,8,360,4.4  5.2,1.72,14.29,8.12,290,1022.7,12.9,13.4,999,99
1996,1,6,9,2,2.8  3.5,1.61,14.29,8.55,297,1022.9,12.9,13.4,999,99
1996,1,6,10,12,1.6  2.1,1.67,14.29,9.45,296,1022.9,12.9,13.4,999,99
1996,1,6,11,14,2.9  3.7,1.6,14.29,8.7,296,1022.9,13.2,13.4,999,99
1996,1,6,12,41,3.6  4.8,1.58,14.29,9.4,285,1022.8,12.8,13.4,999,99
1996,1,6,13,57,4.2  5.3,1.59,14.29,8.52,287,1022.8,12.9,13.4,999,99
1996,1,6,14,10,2.3  3.0,1.43,14.29,7.38,290,1023.5,12.8,13.4,999,99
1996,1,6,15,24,3.4  4.3,1.42,14.29,7.26,289,1023.7,12.9,13.4,999,99
1996,1,6,16,22,1.8  2.3,1.36,14.29,7.36,282,1024.7,12.9,13.3,999,99
1996,1,6,17,275,1.8  2.5,1.33,14.29,7.56,284,1025.1,13.9,13.3,999,99
1996,1,6,18,294,2.0  2.7,1.38,14.29,8.36,285,1025.2,14.8,13.4,999,99
1996,1,6,19,50,2.4  3.1,1.28,14.29,8.38,283,1025,14.3,13.4,999,99
1996,1,6,20,73,3.3  3.9,1.26,14.29,8.47,289,1023.8,13.3,13.4,999,99
1996,1,6,21,34,2.2  2.7,1.21,14.29,8.03,286,1023.1,13.4,13.6,999,99
1996,1,6,22,3,2.0  2.4,1.27,14.29,8.36,288,1022.5,13.8,13.6,999,99
1996,1,6,23,327,3.7  4.4,1.22,14.29,8.68,296,1021.5,14.1,13.7,999,99
1996,1,7,0,323,5.1  6.0,1.26,14.29,9.3,297,1021.2,14.2,13.4,999,99
1996,1,7,1,326,4.6  5.5,0.99,14.29,7.82,294,1021.2,14.1,13.4,999,99
1996,1,7,2,318,4.9  5.8,1,14.29,8.46,292,1021.2,13.7,13.4,999,99
1996,1,7,3,316,3.8  4.6,1.02,14.29,8.85,280,1021.4,14.1,13.4,999,99
1996,1,7,4,999,99.0 99.0,99,99,99,999,9999,999,999,999,99
1996,1,7,5,339,3.8  4.5,1.07,14.29,9.33,276,1022.4,13.9,13.3,999,99
1996,1,7,6,316,2.4  3.1,1.03,14.29,8.52,278,1022.6,13.7,13.3,999,99
1996,1,7,7,333,5.3  6.3,1.13,12.5,8.31,282,1022.6,13.6,13.3,999,99
1996,1,7,8,354,4.7  5.4,1.03,12.5,7.18,281,1022.1,13.6,13.3,999,99
1996,1,7,9,342,4.2  4.8,1.04,12.5,7.3,282,1021.4,13.4,13.3,999,99
1996,1,7,10,328,3.8  4.3,1.17,14.29,7.62,285,1021.4,13.4,13.3,999,99
1996,1,7,11,352,3.5  4.2,1.01,12.5,7.07,281,1021.3,13.4,13.3,999,99
1996,1,7,12,343,2.7  3.2,1.2,12.5,7.65,286,1021.2,13.4,13.3,999,99
1996,1,7,13,325,1.2  1.7,1.04,12.5,6.84,283,1020.8,13.3,13.3,999,99
1996,1,7,14,55,1.2  1.7,1.13,12.5,7.58,272,1020.6,12.9,13.3,999,99
1996,1,7,15,22,1.1  1.4,1.28,12.5,7.63,274,1021.1,12.9,13.3,999,99
1996,1,7,16,15,2.4  2.9,1.24,11.11,7.06,274,1021.1,13.2,13.3,999,99
1996,1,7,17,37,2.7  3.4,1.31,12.5,7.69,272,1021.3,13.4,13.3,999,99
1996,1,7,18,355,1.9  2.4,1.27,12.5,7.33,272,1022.7,13.4,13.3,999,99
1996,1,7,19,296,2.2  3.4,1.37,11.11,7.76,277,1022.3,14.4,13.3,999,99
1996,1,7,20,299,2.6  3.3,1.45,11.11,7.82,281,1021.2,14.3,13.4,999,99
1996,1,7,21,309,5.1  6.2,1.67,10,8.32,281,1020.5,14.1,13.4,999,99
1996,1,7,22,316,6.3  7.8,1.55,11.11,7.93,281,1020.4,14.4,13.4,999,99
1996,1,7,23,327,5.5  6.3,1.58,9.09,6.91,281,1019.1,14.1,13.4,999,99
1996,1,8,0,318,5.9  7.1,1.57,11.11,7.01,280,1019,14.1,13.4,999,99
1996,1,8,1,325,5.3  6.5,1.67,10,7.06,276,1020.3,14.1,13.4,999,99
1996,1,8,2,317,7.0  8.4,1.57,11.11,6.94,283,1020.3,14.1,13.4,999,99
1996,1,8,3,320,5.8  7.1,1.58,11.11,6.9,277,1020.3,14.1,13.4,999,99
1996,1,8,4,321,5.4  6.5,1.56,11.11,6.61,277,1020.3,14.1,13.4,999,99
1996,1,8,5,323,6.7  7.9,1.59,11.11,7.16,277,1020.3,13.9,13.3,999,99
1996,1,8,6,322,6.2  7.2,1.57,11.11,7.19,277,1020.3,13.6,13.3,999,99
1996,1,8,7,330,5.8  6.8,1.49,11.11,7.08,273,1020.3,13.6,13.3,999,99
1996,1,8,8,346,4.8  5.6,1.5,9.09,7.38,274,1019.2,13.4,13.3,999,99
1996,1,8,9,344,4.7  5.6,1.64,10,7.86,271,1019,13,13.3,999,99
1996,1,8,10,337,5.3  6.3,1.51,16.67,8.05,294,1019,13.4,13.3,999,99
1996,1,8,11,339,5.2  6.4,1.65,16.67,8.87,292,1019,13.4,13.3,999,99
1996,1,8,12,348,5.1  5.9,1.65,10,7.96,285,1018.9,13.4,13.3,999,99
1996,1,8,13,343,4.2  5.1,1.5,10,7.89,271,1018.8,13.3,13.3,999,99
1996,1,8,14,333,4.8  6.0,1.55,16.67,8.25,285,1018.8,13.4,13.3,999,99
1996,1,8,15,344,4.6  5.6,1.6,16.67,8.31,284,1018.8,13.4,13.3,999,99
1996,1,8,16,343,4.3  5.0,1.57,16.67,8,290,1018.9,13.3,13.3,999,99
1996,1,8,17,336,4.1  4.8,1.54,16.67,8.25,289,1019,13.2,13.3,999,99
1996,1,8,18,328,5.3  6.4,1.58,10,8.3,270,1020.3,12.6,13.3,999,99
1996,1,8,19,334,6.0  7.2,1.47,16.67,8.39,286,1020.2,13.3,13.3,999,99
1996,1,8,20,353,3.8  4.7,1.71,16.67,8.32,289,1018.8,13.4,13.3,999,99
1996,1,8,21,350,2.7  3.2,1.79,16.67,8.52,289,1018.1,13.7,13.3,999,99
1996,1,8,22,337,3.2  3.8,1.69,16.67,8.94,293,1016.7,13.7,13.4,999,99
1996,1,8,23,341,3.4  4.0,1.79,14.29,8.74,286,1016.7,13.8,13.4,999,99
1996,1,9,0,336,2.9  3.4,1.72,14.29,8.91,285,1016.5,13.6,13.4,999,99
1996,1,9,1,307,6.3  7.5,1.88,16.67,9.67,286,1016.7,13.5,13.4,999,99
1996,1,9,2,319,6.4  8.0,1.83,14.29,8.87,289,1017.3,13.4,13.3,999,99
1996,1,9,3,310,6.8  7.8,1.9,14.29,8.56,286,1018,13.4,13.3,999,99
1996,1,9,4,312,5.7  7.1,1.84,14.29,8.2,283,1018.1,13.4,13.3,999,99
1996,1,9,5,304,4.9  5.9,2.24,14.29,9.18,279,1018.2,13.6,13.3,999,99
1996,1,9,6,323,4.3  5.1,2.11,14.29,8.94,283,1018.7,13.6,13.3,999,99
1996,1,9,7,327,4.7  6.0,2.28,14.29,9.69,283,1018.8,13.4,13.3,999,99
1996,1,9,8,329,4.5  5.2,2.35,12.5,10.11,282,1018.8,13.4,13.3,999,99
1996,1,9,9,331,3.0  3.8,2.46,14.29,10.29,289,1018.6,13.3,13.3,999,99
1996,1,9,10,316,2.4  3.5,2.14,14.29,9.91,290,1018.8,13.3,13.3,999,99
1996,1,9,11,313,3.4  4.4,2.39,14.29,10.35,282,1018.9,13.4,13.3,999,99
1996,1,9,12,321,2.3  3.0,2.3,14.29,10.36,282,1018.8,13.3,13.3,999,99
1996,1,9,13,312,2.3  3.3,2.32,14.29,10.12,279,1018.8,13.4,13.3,999,99
1996,1,9,14,72,1.7  3.1,2.48,14.29,10.34,268,1018.8,12.5,13.3,999,99
1996,1,9,15,62,2.5  3.7,2.03,14.29,9.72,276,1018.9,12,13.3,999,99
1996,1,9,16,75,2.4  3.4,2.01,12.5,9.51,275,1019.6,11.8,13.3,999,99
1996,1,9,17,308,.4  1.4,1.81,12.5,9.21,276,1021.1,12,13.3,999,99
1996,1,9,18,47,.6  1.2,1.96,14.29,9.23,279,1021.4,12.5,13.3,999,99
1996,1,9,19,100,2.4  3.5,2.19,14.29,10.06,275,1021.5,12.8,13.3,999,99
1996,1,9,20,112,3.5  4.5,2.13,12.5,9.71,279,1021.3,13.3,13.3,999,99
1996,1,9,21,128,3.5  4.5,2.21,14.29,9.93,268,1020.7,13.6,13.4,999,99
1996,1,9,22,167,2.7  3.8,2.06,14.29,9.58,273,1020.8,13.6,13.4,999,99
1996,1,9,23,161,2.8  3.7,2.09,14.29,9.74,272,1020.9,13.7,13.4,999,99
1996,1,10,0,123,3.4  4.2,2.16,12.5,9.57,280,1020.4,13.7,13.3,999,99
1996,1,10,1,999,99.0 99.0,99,99,99,999,9999,999,999,999,99
1996,1,10,2,169,2.3  3.0,2.06,12.5,9.42,280,1021.2,13.7,12.9,999,99
1996,1,10,3,139,1.7  2.3,2.05,14.29,9.44,276,1021.4,13.6,13.3,999,99
1996,1,10,4,90,2.4  3.5,2.18,14.29,9.42,270,1022.3,13.4,13.3,999,99
1996,1,10,5,88,3.0  4.2,1.9,14.29,9.28,269,1022.4,13.4,13.3,999,99
1996,1,10,6,25,2.3  2.9,1.95,12.5,8.68,274,1023.1,13.6,13.3,999,99
1996,1,10,7,38,2.7  3.5,1.98,12.5,9.07,279,1023.5,13.4,13.3,999,99
1996,1,10,8,4,1.7  2.3,1.9,12.5,8.57,286,1023.1,13.4,12.9,999,99
1996,1,10,9,333,5.4  6.6,1.96,14.29,8.32,275,1023.3,13.4,12.8,999,99
1996,1,10,10,347,3.1  4.1,1.92,14.29,7.78,279,1023.3,13.4,13.3,999,99
1996,1,10,11,337,7.3  8.8,1.78,14.29,7.49,277,1022.9,13.4,13.3,999,99
1996,1,10,12,347,5.9  7.0,1.79,12.5,6.9,278,1022.8,13.6,13,999,99
1996,1,10,13,333,9.5 11.6,2.06,12.5,6.89,285,1022.8,13.3,13.3,999,99
1996,1,10,14,344,6.2  7.4,2.18,12.5,6.47,280,1022.9,13.3,13.3,999,99
1996,1,10,15,358,6.1  7.9,2.13,12.5,6.67,271,1023.7,13.3,13.3,999,99
1996,1,10,16,34,2.1  3.0,1.9,12.5,6.25,273,1024.8,13.4,13,999,99
1996,1,10,17,12,2.3  2.8,1.84,12.5,6.97,272,1025.2,13.6,12.9,999,99
1996,1,10,18,82,2.4  3.8,1.79,7.69,6.11,277,1025.7,14.1,12.9,999,99
1996,1,10,19,15,.7  1.6,1.88,11.11,6.38,279,1025.9,14.4,12.9,999,99
1996,1,10,20,231,.1   .6,2.05,12.5,6.78,278,1025.2,14.9,13.3,999,99
1996,1,10,21,180,.0   .3,1.91,8.33,6.47,277,1023.6,15.6,13.3,999,99
1996,1,10,22,127,.8  1.6,1.92,9.09,6.48,285,1022.9,14.8,13.3,999,99
1996,1,10,23,267,1.6  2.2,1.88,9.09,6.57,284,1022.8,15.1,13.6,999,99
1996,1,11,0,334,3.5  4.3,2.07,7.69,6.82,294,1022.8,14.4,13.5,999,99
1996,1,11,1,338,4.0  4.7,1.8,9.09,6.64,276,1022.8,14.1,13.3,999,99
1996,1,11,2,334,5.2  6.3,1.74,7.69,6.84,301,1023.3,13.7,12.9,999,99
1996,1,11,3,338,4.6  5.4,1.61,7.69,6.51,295,1023.6,14,12.9,999,99
1996,1,11,4,358,3.7  4.4,1.73,7.69,7.09,294,1023.7,13.7,13.3,999,99
1996,1,11,5,11,3.1  3.8,1.72,12.5,6.94,273,1023.6,13.6,13.2,999,99
1996,1,11,6,57,4.4  5.4,1.57,7.69,6.8,296,1023.5,14.5,12.9,999,99
1996,1,11,7,51,4.9  6.1,1.59,12.5,6.18,264,1023.6,14.1,12.9,999,99
1996,1,11,8,32,5.2  6.1,1.62,11.11,6.63,283,1023.4,14.1,12.9,999,99
1996,1,11,9,35,6.3  7.5,1.48,11.11,6.37,276,1023.1,13.8,12.9,999,99
1996,1,11,10,51,5.8  7.4,1.64,12.5,6.3,268,1023.1,13.6,12.9,999,99
1996,1,11,11,47,6.3  7.9,1.62,11.11,6.22,285,1023.2,13.3,12.9,999,99
1996,1,11,12,54,6.0  7.2,1.59,11.11,6.21,278,1022.9,13,12.9,999,99
1996,1,11,13,56,6.0  7.0,1.47,11.11,5.82,275,1022.8,12.9,12.9,999,99
1996,1,11,14,66,6.2  7.5,1.55,11.11,6.01,286,1022.9,13,12.9,999,99
1996,1,11,15,73,8.4  9.9,1.78,12.5,5.81,279,1022.7,13.4,12.9,999,99
1996,1,11,16,72,8.7 10.7,1.83,11.11,5.83,277,1022.7,13.3,12.9,999,99
1996,1,11,17,65,8.2 10.2,1.66,11.11,5.42,277,1022.9,13.3,12.9,999,99
1996,1,11,18,56,6.2  8.0,1.73,12.5,5.59,289,1023.6,13.7,12.9,999,99
1996,1,11,19,58,6.4  8.0,1.74,11.11,5.81,286,1023.6,14.1,12.9,999,99
1996,1,11,20,61,4.1  5.2,1.86,12.5,6.46,295,1023.3,14.1,12.9,999,99
1996,1,11,21,76,4.4  5.4,1.72,12.5,6.66,289,1022.7,14.5,12.9,999,99
1996,1,11,22,81,3.2  4.0,1.64,12.5,6.99,295,1021.5,14.9,12.9,999,99
1996,1,11,23,73,2.0  2.8,1.79,12.5,7.53,289,1021.3,15.6,12.9,999,99
1996,1,12,0,6,1.7  2.4,1.61,11.11,7.65,289,1021.2,15.7,13.3,999,99
1996,1,12,1,18,1.0  1.4,1.59,12.5,7.74,283,1021,15.7,13.3,999,99
1996,1,12,2,358,1.9  2.5,1.7,12.5,8.14,298,1020.6,14.2,13.3,999,99
1996,1,12,3,12,1.8  2.2,1.72,12.5,8.43,297,1020.7,14.1,13.3,999,99
1996,1,12,4,36,1.7  2.1,1.72,12.5,8.49,299,1021.1,14.1,13.3,999,99
1996,1,12,5,54,2.6  3.3,1.67,11.11,8.52,293,1021.2,14.9,13.3,999,99
1996,1,12,6,68,1.9  2.6,1.72,12.5,9.19,305,1021.2,14.4,13.1,999,99
1996,1,12,7,59,3.6  4.5,1.97,11.11,9.36,297,1021.3,14.4,13.1,999,99
1996,1,12,8,55,5.3  6.7,1.76,12.5,8.76,292,1021.2,14.1,13.1,999,99
1996,1,12,9,55,4.4  5.2,1.75,11.11,8.72,297,1021.1,14.1,13.1,999,99
1996,1,12,10,42,4.3  5.3,1.78,11.11,8.58,301,1020.5,14.5,13,999,99
1996,1,12,11,52,4.5  6.0,1.71,12.5,8.4,295,1020.2,14.1,12.9,999,99
1996,1,12,12,61,4.8  6.1,1.73,12.5,7.99,289,1019,14.4,13,999,99
1996,1,12,13,68,5.3  6.6,1.75,12.5,7.56,299,1018.7,13.7,12.9,999,99
1996,1,12,14,64,4.7  5.8,1.64,12.5,7.22,296,1018.6,14.1,12.9,999,99
1996,1,12,15,69,4.8  5.9,1.62,12.5,7.05,294,1018.8,13.7,12.9,999,99
1996,1,12,16,59,5.1  6.7,1.6,11.11,6.52,287,1019,13.7,12.9,999,99
