YY,MM,DD,hh,WD,WSPD GST,WVHT,DPD,APD,MWD,BAR,ATMP,WTMP,DEWP,VIS,TIDE
2000,1,1,19,304,5.4  8.3,1.98,7.69,6.78,320,1021,10.9,11.5,7.6,99,
2000,1,1,20,315,7.0  8.8,2.05,8.33,6.35,315,1020.5,10.7,11.5,7.7,99,
2000,1,1,21,296,8.6 10.5,1.9,14.29,6.43,296,1019.5,11.4,11.5,7.7,99,
2000,1,1,22,309,9.0 11.6,1.89,7.69,5.78,315,1019.4,11.5,11.5,7.7,99,
2000,1,1,23,999,99.0 99.0,99,99,99,999,9999,999,999,999,99,
2000,1,2,0,303,9.6 11.3,2.12,7.69,5.84,317,1019.5,11.3,11.5,7.1,99,
2000,1,2,1,298,10.1 11.9,1.99,14.29,5.72,298,1020.1,11.3,11.5,7,99,
2000,1,2,2,304,10.1 12.2,2.22,7.69,5.83,309,1020.3,11.4,11.4,6.7,99,
2000,1,2,3,304,9.6 12.3,2.17,14.29,6.01,291,1020.5,11.4,11.4,6.8,99,
2000,1,2,4,315,8.1  9.5,2.15,7.69,5.72,321,1020.9,11.3,11.5,7.8,99,
2000,1,2,5,311,10.0 13.0,2.2,7.14,6.02,317,1021.2,11.4,11.4,7.2,99,
2000,1,2,6,309,8.2  9.8,2.23,14.29,5.79,296,1021.5,11,11.4,7.6,99,
2000,1,2,7,999,99.0 99.0,99,99,99,999,9999,999,999,999,99,
2000,1,2,8,305,9.9 11.7,2.2,14.29,6.04,292,1021.9,11.1,11.4,6.6,99,
2000,1,2,9,310,10.3 11.9,2.46,14.29,6.38,305,1022.2,11.1,11.4,6,99,
2000,1,2,10,308,11.0 12.9,2.53,7.14,6.09,318,1022.4,11,11.4,5.4,99,
2000,1,2,11,312,11.2 13.2,2.6,12.5,6.13,300,1022.8,10.8,11.4,5.4,99,
2000,1,2,12,999,99.0 99.0,99,99,99,999,9999,999,999,999,99,
2000,1,2,13,317,11.4 13.6,2.82,8.33,6.11,312,1023.5,10.7,11.4,4.6,99,
2000,1,2,14,316,11.9 13.8,2.99,7.69,6.24,316,1024.3,10.6,11.4,5,99,
2000,1,2,15,316,10.7 12.9,2.9,7.69,6.15,319,1025.2,10.6,11.4,5.5,99,
2000,1,2,16,322,10.7 13.2,2.66,14.29,6.3,301,1025.6,10.6,11.4,6.2,99,
2000,1,2,17,323,10.0 12.2,2.74,7.69,6.33,320,1026.5,10.5,11.4,4.6,99,
2000,1,2,18,315,10.2 12.4,2.59,7.69,6.21,310,1027.2,10.6,11.4,4.9,99,
2000,1,2,19,315,10.4 12.6,2.64,8.33,6.53,318,1028.1,10.7,11.4,5.5,99,
2000,1,2,20,321,8.4 10.3,2.63,16.67,6.72,311,1028.2,10.6,11.4,5.3,99,
2000,1,2,21,315,9.4 11.1,2.51,16.67,6.52,298,1027.4,10.6,11.4,5.2,99,
2000,1,2,22,318,9.5 11.6,2.57,16.67,6.83,302,1027.3,10.7,11.4,5.5,99,
2000,1,2,23,318,8.2 10.2,2.38,16.67,6.78,304,1027.2,10.7,11.4,6,99,
2000,1,3,0,316,9.3 11.2,2.59,16.67,6.82,293,1027.4,11,11.4,5.8,99,
2000,1,3,1,314,8.9 10.8,2.42,16.67,7.05,295,1027.5,11,11.4,6.2,99,
2000,1,3,2,999,99.0 99.0,99,99,99,999,9999,999,999,999,99,
2000,1,3,3,316,8.5 10.0,2.14,16.67,6.72,291,1028.3,10.9,11.4,6.9,99,
2000,1,3,4,316,9.0 10.4,2.39,14.29,6.98,300,1028.7,11,11.4,7.1,99,
2000,1,3,5,317,9.0 10.9,2.14,14.29,6.48,298,1028.9,11.1,11.4,6.2,99,
2000,1,3,6,317,9.3 10.8,2.17,14.29,6.37,287,1028.9,11,11.4,7.3,99,
2000,1,3,7,318,9.0 10.7,2.27,11.11,6.44,313,1028.8,11.1,11.5,7.1,99,
2000,1,3,8,314,10.0 11.9,2.34,11.11,6.65,311,1028.7,11.1,11.5,7,99,
2000,1,3,9,321,9.8 11.2,2.13,11.11,6.47,316,1028.7,11,11.5,6.9,99,
2000,1,3,10,323,9.7 12.5,2.37,14.29,6.52,290,1028.8,11,11.5,7.4,99,
2000,1,3,11,326,8.5 11.3,2.32,10,6.19,321,1028.9,11.1,11.5,7.7,99,
2000,1,3,12,328,8.8 10.6,2.3,11.11,6.43,316,1028.9,11.1,11.5,7.6,99,
2000,1,3,13,999,99.0 99.0,99,99,99,999,9999,999,999,999,99,
2000,1,3,14,322,9.3 11.3,2.3,14.29,6.76,300,1029.1,11,11.4,7.7,99,
2000,1,3,15,324,9.0 10.7,2.16,14.29,6.24,293,1029.5,10.8,11.4,7.8,99,
2000,1,3,16,335,7.3  9.1,2.22,14.29,6.49,304,1030.3,10.7,11.5,6.9,99,
2000,1,3,17,355,4.2  5.1,2.13,14.29,7.15,301,1030.9,10.4,11.4,6,99,
2000,1,3,18,81,3.5  4.9,1.87,14.29,7.14,307,1031.5,10.3,11.5,6.3,99,
2000,1,3,19,63,2.7  3.8,1.94,14.29,7.55,291,1031.8,10.4,11.5,5.7,99,
2000,1,3,20,49,2.4  3.5,1.87,12.5,7.11,302,1031.5,10.2,11.5,5.5,99,
2000,1,3,21,348,1.6  2.3,1.95,11.11,7.26,309,1030.9,10.2,11.7,5.6,99,
2000,1,3,22,310,2.2  3.5,1.97,10,7.78,316,1030.4,10.7,11.8,6.5,99,
2000,1,3,23,310,3.0  3.9,1.97,11.11,7.82,315,1029.8,11,11.8,6.8,99,
2000,1,4,0,307,3.9  4.9,1.82,11.11,7.66,312,1029.9,11.2,11.8,6,99,
2000,1,4,1,323,3.5  4.4,1.83,12.5,7.93,304,1030.4,11.1,11.7,6,99,
2000,1,4,2,326,3.3  4.2,1.79,11.11,7.97,310,1030.6,11,11.6,6.2,99,
2000,1,4,3,325,3.6  4.8,1.69,11.11,7.93,316,1030.8,11.1,11.5,7,99,
2000,1,4,4,325,3.3  4.2,1.79,11.11,8.04,312,1030.8,11.1,11.5,7.2,99,
2000,1,4,5,315,4.7  5.9,1.74,12.5,7.88,305,1030.5,11.1,11.5,8,99,
2000,1,4,6,324,4.4  6.0,1.8,11.11,8.1,317,1031.1,11.1,11.4,7.6,99,
2000,1,4,7,319,5.0  6.2,1.69,12.5,7.56,301,1031.4,11.1,11.4,8.2,99,
2000,1,4,8,321,6.0  7.2,1.68,10,7.48,319,1031.6,11.1,11.4,9,99,
2000,1,4,9,326,6.2  7.0,1.69,12.5,7.7,304,1031.2,11,11.4,8.6,99,
2000,1,4,10,328,5.5  6.8,1.51,11.11,7.04,316,1030.7,11,11.4,8.8,99,
2000,1,4,11,327,5.6  6.3,1.49,11.11,7.2,315,1030.5,11,11.4,8.5,99,
2000,1,4,12,318,6.3  7.4,1.59,11.11,7.42,316,1030.3,11,11.4,8.9,99,
2000,1,4,13,322,6.6  7.8,1.57,12.5,7.04,304,1030.2,11,11.3,8.8,99,
2000,1,4,14,325,6.1  7.1,1.41,14.29,6.59,304,1030.4,11,11.3,9.1,99,
2000,1,4,15,325,6.4  8.0,1.41,14.29,6.86,298,1030.6,10.6,11.3,8.5,99,
2000,1,4,16,328,6.6  7.9,1.49,12.5,7.12,313,1031.2,11,11.3,8.3,99,
2000,1,4,17,311,7.3  8.8,1.51,12.5,6.78,306,1031.5,11,11.3,8.4,99,
2000,1,4,18,331,6.2  7.1,1.57,12.5,6.83,314,1032.2,11,11.3,8.5,99,
2000,1,4,19,334,5.5  6.4,1.48,12.5,6.79,315,1032.6,11.2,11.3,8,99,
2000,1,4,20,339,4.5  5.3,1.64,12.5,7.67,313,1031.4,11.3,11.3,7.8,99,
2000,1,4,21,320,5.0  5.8,1.6,12.5,7.92,307,1030.4,11.7,11.4,7.8,99,
2000,1,4,22,315,4.6  5.3,1.42,12.5,7.78,310,1029.8,11.8,11.4,8.2,99,
2000,1,4,23,320,4.1  5.8,1.38,12.5,7.75,312,1029.4,12,11.4,8.7,99,
2000,1,5,0,315,4.5  5.6,1.15,12.5,7.57,304,1028.9,12,11.4,9,99,
2000,1,5,1,308,5.6  6.5,1.06,12.5,7.53,301,1028.4,11.7,11.4,8.9,99,
2000,1,5,2,317,6.3  8.2,1.04,12.5,7.21,306,1028.6,11.4,11.4,9.3,99,
2000,1,5,3,313,7.1  8.4,0.99,12.5,5.94,309,1028.3,11,11.3,9.6,99,
2000,1,5,4,306,7.2  8.7,0.97,11.11,5.51,312,1028.2,11.1,11.3,9.9,99,
2000,1,5,5,315,7.7  9.2,1.08,12.5,6.5,305,1028.3,11.2,11.3,9.4,99,
2000,1,5,6,309,7.3  9.1,1.03,11.11,5.81,317,1028.3,10.9,11.3,9.5,99,
2000,1,5,7,323,8.6 10.3,1.04,11.11,5.18,318,1028.3,10.8,11.3,8.6,99,
2000,1,5,8,311,8.4 10.2,1.29,12.5,5.13,315,1027.8,10.9,11.3,8.7,99,
2000,1,5,9,315,9.4 11.1,99,99,99,999,1026.8,11.3,11.3,8,99,
2000,1,5,10,321,9.9 12.3,1.7,11.11,5.2,313,1027,11.1,11.3,7.5,99,
2000,1,5,11,322,10.4 12.1,1.81,11.11,5.25,322,1026.4,11.1,11.3,8.2,99,
2000,1,5,12,324,9.2 10.9,1.78,5.56,5.3,304,1025.8,11,11.3,8.3,99,
2000,1,5,13,320,9.0 10.6,1.87,11.11,5.28,320,1025.7,10.7,11.3,8,99,
2000,1,5,14,325,8.8 10.0,1.81,6.67,5.28,308,1025.9,10.7,11.3,8,99,
2000,1,5,15,333,7.3  8.4,2.1,6.67,5.7,307,1026.5,10.6,11.3,8.4,99,
2000,1,5,16,330,6.6  7.8,2.26,7.14,5.86,307,1026.6,10.7,11.3,8.1,99,
2000,1,5,17,333,7.4  8.8,2.06,7.69,5.88,304,1026.5,10.8,11.3,7.7,99,
2000,1,5,18,336,7.7  9.5,2.2,7.69,6.13,316,1026.7,11,11.3,8,99,
2000,1,5,19,329,7.2  8.9,2.57,8.33,6.38,315,1026.6,11,11.3,7.5,99,
2000,1,5,20,318,9.9 11.7,2.32,8.33,6.29,317,1025.7,11,11.3,7.3,99,
2000,1,5,21,313,9.5 12.0,2.4,8.33,6.29,318,1024.8,11.3,11.3,6.3,99,
2000,1,5,22,313,10.3 12.6,2.51,8.33,6.12,319,1023.8,11.3,11.3,6.3,99,
2000,1,5,23,309,10.0 12.2,2.26,8.33,5.86,318,1023.5,11.4,11.3,6.8,99,
2000,1,6,0,307,10.9 13.0,2.51,8.33,6.02,315,1023.4,11.3,11.3,6.8,99,
2000,1,6,1,315,11.1 13.1,2.41,8.33,5.75,308,1023.5,11.2,11.3,7.7,99,
2000,1,6,2,318,9.4 11.0,2.46,8.33,6.02,316,1023.8,11.3,11.3,7.6,99,
2000,1,6,3,324,8.0  9.7,2.24,8.33,5.8,316,1024.3,11.2,11.3,7.6,99,
2000,1,6,4,326,7.4  9.4,2.13,7.69,5.99,312,1024.3,11.3,11.3,7.6,99,
2000,1,6,5,333,7.1  8.3,2.02,9.09,5.94,315,1025,11.4,11.2,8.2,99,
2000,1,6,6,320,5.2  6.6,2.24,10,6.7,315,1025.2,11.3,11.1,8.8,99,
2000,1,6,7,320,4.7  5.8,2.34,11.11,7.04,316,1025.7,11.3,11.1,8.9,99,
2000,1,6,8,327,4.0  5.1,2.27,11.11,7.38,317,1025.7,11.2,11.1,9.1,99,
2000,1,6,9,353,2.5  3.3,2.62,11.11,7.66,315,1025.7,11,11.1,7.9,99,
2000,1,6,10,21,2.5  3.2,2.54,10,7.73,310,1025.6,11.4,11.1,4,99,
2000,1,6,11,343,1.9  2.6,2.44,11.11,7.65,312,1026,11,11.1,4.2,99,
2000,1,6,12,19,2.7  3.5,2.35,11.11,7.59,310,1026.4,11.1,11.1,2.5,99,
2000,1,6,13,34,3.7  4.5,2.39,10,7.42,310,1026.5,11,11.1,3.8,99,
2000,1,6,14,36,4.1  4.9,2.5,11.11,7.8,306,1026.7,10.7,11.1,3.9,99,
2000,1,6,15,40,5.5  6.7,2.28,9.09,7.31,311,1027.3,10.7,11.1,4.3,99,
2000,1,6,16,55,5.0  6.2,2.25,11.11,7.4,309,1027.7,10,11.2,4.7,99,
2000,1,6,17,55,5.5  6.5,2.18,11.11,7.18,310,1028.2,10.3,11.2,4.5,99,
2000,1,6,18,54,5.5  6.7,2.18,11.11,7.49,314,1028.5,10.5,11.1,4.4,99,
2000,1,6,19,57,4.4  5.5,2.18,10,7.28,314,1028.8,10.4,11.2,4.3,99,
2000,1,6,20,29,2.8  3.6,2.28,11.11,7.63,315,1028.3,10.3,11.2,4.1,99,
2000,1,6,21,17,2.2  2.9,2.33,11.11,7.78,310,1027.4,10.7,11.3,3.6,99,
2000,1,6,22,341,1.4  2.0,2.24,10,7.94,316,1026.8,11,11.3,4.7,99,
2000,1,6,23,289,3.3  4.1,2.02,11.11,7.76,314,1026.8,11.4,11.3,6.7,99,
2000,1,7,0,307,4.6  5.5,2.01,10,8.04,313,1027.2,11.8,11.4,6.4,99,
2000,1,7,1,309,4.6  6.0,1.93,11.11,7.77,316,1027.3,11.8,11.3,6.4,99,
2000,1,7,2,302,8.8 10.7,1.94,11.11,7.45,316,1027.5,11.4,11.3,6.7,99,
2000,1,7,3,318,8.8 10.6,1.9,11.11,6.18,322,1027.3,11.2,11.3,7.6,99,
2000,1,7,4,318,7.8  8.9,1.92,11.11,6.22,315,1027.4,11.1,11.3,8.3,99,
2000,1,7,5,315,7.1  8.2,1.62,11.11,6.02,308,1027.4,11.1,11.3,8.2,99,
2000,1,7,6,318,6.8  8.0,1.58,11.11,6.3,312,1027.5,11,11.3,8.7,99,
2000,1,7,7,319,6.6  7.5,1.71,11.11,6.75,316,1027.7,11,11.3,8.8,99,
2000,1,7,8,320,6.5  7.8,1.69,20,6.92,293,1027.4,10.7,11.2,8.7,99,
2000,1,7,9,318,6.2  7.5,1.64,20,7.07,302,1027.4,10.8,11.2,8.6,99,
2000,1,7,10,318,6.4  7.6,1.56,10,6.65,317,1027.2,10.9,11.2,8,99,
2000,1,7,11,328,7.7  8.9,1.66,10,6.21,319,1027.1,11.2,11.2,7.2,99,
2000,1,7,12,325,7.3  8.7,1.9,20,6.75,299,1026.4,11,11.1,8.2,99,
2000,1,7,13,316,7.3  8.7,1.73,20,6.48,296,1026.4,11.1,11.1,8.6,99,
2000,1,7,14,317,8.4 10.0,1.7,20,6.1,277,1026.6,11,11.1,8.5,99,
2000,1,7,15,313,7.6  8.9,1.73,20,6.11,295,1026.6,11,11.1,7.8,99,
2000,1,7,16,999,99.0 99.0,99,99,99,999,9999,999,999,999,99,
2000,1,7,17,322,8.0  9.8,2.05,16.67,7.01,296,1027.3,11,11.1,7.5,99,
2000,1,7,18,325,7.2  8.4,1.66,16.67,5.8,295,1028.2,11.2,11.2,7,99,
2000,1,7,19,310,6.4  7.5,1.92,16.67,7.06,295,1028.1,11.3,11.2,7.3,99,
2000,1,7,20,305,7.0  8.1,1.53,16.67,5.87,289,1027,11.1,11.2,8.1,99,
2000,1,7,21,310,7.3  8.6,1.64,16.67,6.29,300,1025.7,11,11.2,8.8,99,
2000,1,7,22,307,8.5  9.8,1.66,16.67,5.96,300,1025.2,11,11.2,8.9,99,
2000,1,7,23,305,8.5 10.0,1.76,16.67,6.25,297,1025.1,11.1,11.2,8.9,99,
2000,1,8,0,309,9.3 11.0,1.9,16.67,6.36,303,1025.3,10.9,11.1,9.1,99,
2000,1,8,1,306,9.3 11.1,1.77,16.67,6.12,296,1025.5,10.6,11.1,9.3,99,
2000,1,8,2,312,10.4 12.4,1.88,16.67,5.93,303,1025.6,10.5,11.1,9.4,99,
2000,1,8,3,999,99.0 99.0,99,99,99,999,9999,999,999,999,99,
2000,1,8,4,329,7.0  8.9,1.75,16.67,6.08,301,1025.5,10,11,9.2,99,
2000,1,8,5,318,7.0  8.3,1.5,16.67,6.1,301,1025.7,9.8,11,9.1,99,
2000,1,8,6,316,6.5  8.2,1.54,16.67,6.71,293,1026.3,9.8,11,9.2,99,
2000,1,8,7,999,99.0 99.0,99,99,99,999,9999,999,999,999,99,
2000,1,8,8,320,7.6  9.0,1.33,16.67,6.06,318,1025.7,10.1,11,9.2,99,
2000,1,8,9,322,7.9  9.4,1.53,16.67,6.85,300,1025.8,10.2,11,9.3,99,
2000,1,8,10,329,7.2  8.9,1.56,16.67,6.84,297,1025.8,10.3,11,9.2,99,
2000,1,8,11,316,6.8  8.1,1.28,14.29,5.77,299,1025.8,10.5,11,9.4,99,
2000,1,8,12,318,5.7  6.8,1.26,16.67,5.63,302,1025.5,10.2,11,9.2,99,
2000,1,8,13,327,7.8  9.6,1.45,16.67,6.4,297,1025.7,10.3,11,9.5,99,
2000,1,8,14,335,5.9  7.4,1.48,14.29,6.25,301,1025.6,9.8,11,9,99,
2000,1,8,15,318,7.4  8.9,1.47,14.29,6.22,283,1026.1,9.9,11,9.1,99,
2000,1,8,16,327,4.4  5.5,1.65,14.29,6.68,297,1025.8,9.7,11,8.7,99,
2000,1,8,17,325,6.3  7.5,1.54,14.29,6.74,299,1027.2,9.7,11,8.9,99,
2000,1,8,18,326,7.2  9.0,1.48,14.29,6.27,298,1027.4,10.2,11,9,99,
2000,1,8,19,313,6.4  7.7,1.55,14.29,6.81,303,1026.9,10.5,11,8.9,99,
2000,1,8,20,311,7.0  8.1,1.53,14.29,6.79,302,1026.2,10.7,11,8.5,99,
2000,1,8,21,318,8.3  9.7,1.42,14.29,6.39,301,1025.7,11,11.1,9.2,99,
2000,1,8,22,316,6.7  8.0,1.62,14.29,6.35,293,1024.3,11.1,11.1,9.7,99,
2000,1,8,23,316,7.4  8.9,1.81,14.29,7,303,1024.3,11.3,11.1,9.9,99,
2000,1,9,0,312,9.5 11.9,1.89,16.67,7.13,303,1023.7,11.4,11,9.7,99,
2000,1,9,1,316,10.4 12.5,2.01,14.29,6.63,302,1024.1,11.1,11,9.6,99,
2000,1,9,2,316,9.6 11.6,2.19,14.29,6.5,303,1024.3,10.7,11,9.6,99,
2000,1,9,3,999,99.0 99.0,99,99,99,999,9999,999,999,999,99,
2000,1,9,4,318,8.5 10.0,2.11,14.29,6.58,294,1024.5,10.9,11.1,9.1,99,
2000,1,9,5,310,9.3 12.8,2.07,14.29,6.66,302,1025.3,11.1,11.1,9.1,99,
2000,1,9,6,320,10.6 12.3,2.11,14.29,6.47,302,1025.1,11,11.1,8.9,99,
2000,1,9,7,318,10.2 12.4,1.86,14.29,5.9,307,1025.1,11.2,11.1,8.8,99,
2000,1,9,8,318,9.8 11.9,1.83,14.29,5.86,311,1025.2,11,11.1,8.9,99,
2000,1,9,9,326,8.9 10.9,2.05,14.29,6.24,297,1025.2,11.1,11.1,8.5,99,
2000,1,9,10,329,8.0 10.1,2.06,14.29,6.12,299,1025.1,10.9,11.1,8.4,99,
2000,1,9,11,321,7.9  9.9,2.17,14.29,6.33,296,1025.2,10.8,11.1,8.2,99,
2000,1,9,12,319,8.0  9.9,2.24,14.29,6.28,296,1024.6,10.7,11.2,8.2,99,
2000,1,9,13,312,9.5 11.7,2.16,12.5,6.18,303,1025.1,10.6,11.2,8.5,99,
2000,1,9,14,327,8.7 10.2,2.24,14.29,6.2,304,1025.1,10.9,11.3,8.5,99,
2000,1,9,15,322,7.0  8.5,2.24,7.69,6.04,320,1025.5,10.9,11.3,8.1,99,
2000,1,9,16,327,6.4  7.8,2.45,12.5,6.73,310,1025.7,11,11.3,7.7,99,
2000,1,9,17,332,5.9  7.1,2.35,16.67,7.15,314,1026.6,11,11.3,7.8,99,
2000,1,9,18,329,5.3  6.4,2.62,14.29,7.71,315,1026.8,11,11.3,7.9,99,
2000,1,9,19,325,6.6  8.0,2.7,16.67,8.82,315,1027.3,11.2,11.3,8,99,
2000,1,9,20,318,6.9  8.4,2.92,14.29,8.94,316,1026.7,11.3,11.3,8.5,99,
2000,1,9,21,320,6.7  8.1,3.64,14.29,9.36,315,1025.7,11.4,11.3,8.5,99,
2000,1,9,22,313,7.6  9.1,3.65,14.29,8.99,318,1025.3,11.4,11.3,8.6,99,
2000,1,9,23,312,7.7  9.3,3.64,14.29,9.12,313,1025.2,11.5,11.3,9.2,99,
2000,1,10,0,306,8.4 10.4,3.93,14.29,9.26,311,1025.1,11.4,11.3,9.1,99,
2000,1,10,1,309,7.9  9.6,3.53,14.29,9.08,317,1025.1,11.4,11.3,9,99,
2000,1,10,2,305,6.5  8.1,3.21,14.29,8.87,312,1025,11.4,11.3,9.2,99,
2000,1,10,3,304,7.4  8.9,3.49,14.29,9.58,316,1025.1,11.5,11.3,9.3,99,
2000,1,10,4,308,7.0  8.4,3.3,14.29,9.29,313,1025.6,11.4,11.3,9.6,99,
2000,1,10,5,318,6.0  7.3,2.87,14.29,8.69,316,1025.7,11.3,11.3,10.1,99,
2000,1,10,6,316,5.7  7.2,3.31,14.29,9.83,318,1025.7,11.3,11.3,9.9,99,
2000,1,10,7,325,5.2  6.8,3.07,14.29,9.98,312,1025.8,11.1,11.3,9.8,99,
2000,1,10,8,326,3.8  5.2,2.96,14.29,9.89,313,1025.5,11,11.3,9.9,99,
2000,1,10,9,17,2.8  3.7,2.42,14.29,9.47,309,1025.1,11,11.4,9.8,99,
2000,1,10,10,326,1.7  3.0,3.08,14.29,10.39,310,1024.9,11,11.4,9.7,99,
2000,1,10,11,322,2.3  3.6,2.62,14.29,9.97,307,1024.3,11,11.4,9.7,99,
2000,1,10,12,325,3.4  4.6,2.96,12.5,10.22,311,1024,11,11.4,10,99,
2000,1,10,13,314,3.2  4.4,2.83,12.5,9.92,310,1023.7,10.5,11.3,9.8,99,
2000,1,10,14,297,2.7  3.9,2.3,14.29,9.72,305,1023.7,10.3,11.3,9.4,99,
2000,1,10,15,305,1.4  2.2,2.31,14.29,9.98,304,1024.1,10.3,11.2,9.6,99,
2000,1,10,16,323,1.6  2.6,2.41,12.5,9.68,302,1024.1,10.5,11.1,9.8,99,
2000,1,10,17,7,1.6  2.6,2.37,14.29,9.85,301,1024.3,10.6,11.1,9.5,99,
2000,1,10,18,328,2.6  3.3,2.4,12.5,9.76,297,1025.2,11,11.1,9.2,99,
2000,1,10,19,332,1.5  2.1,2.2,12.5,9.77,305,1025.2,11,11.2,9.2,99,
2000,1,10,20,27,1.8  2.3,2.19,12.5,9.33,307,1024.4,11,11.3,9.7,99,
2000,1,10,21,120,0.4  1.2,2.17,12.5,9.43,307,1023.9,11.4,11.6,10.1,99,
2000,1,10,22,172,1.0  1.7,2.29,12.5,9.59,306,1023.6,11.2,11.4,10.3,99,
2000,1,10,23,156,0.3  1.3,2.34,12.5,9.61,313,1023.5,11.3,11.5,10.5,99,
2000,1,11,0,97,1.5  2.7,2.47,12.5,9.9,309,1023.5,11.1,11.7,10.3,99,
2000,1,11,1,135,2.1  3.0,2.26,12.5,9.54,309,1022.9,11,11.4,10.3,99,
2000,1,11,2,150,1.9  2.7,2.23,12.5,9.52,314,1022.8,11.1,11.3,10.4,99,
2000,1,11,3,188,0.9  1.6,2.45,12.5,9.91,311,1022.7,11.1,11.3,10.3,99,
2000,1,11,4,296,1.4  2.7,2.16,12.5,9.7,310,1022.7,11,11.4,10.1,99,
2000,1,11,5,128,0.8  1.8,2.61,14.29,10.31,317,1022.7,11.1,11.3,9.4,99,
2000,1,11,6,156,1.7  2.9,2.52,12.5,10.46,312,1022.3,11.3,11.4,9.8,99,
2000,1,11,7,191,2.1  2.9,2.39,12.5,9.85,313,1022.1,11.4,11.1,9.5,99,
2000,1,11,8,186,2.7  3.6,2.37,12.5,10.15,310,1021.7,11.1,11.4,9.7,99,
2000,1,11,9,193,2.9  3.6,2.37,12.5,9.97,315,1021.2,11,11.4,10,99,
2000,1,11,10,165,2.2  3.0,2.5,14.29,10.65,312,1021.1,11.1,11.3,10.2,99,
2000,1,11,11,145,3.8  5.0,2.2,14.29,10.33,312,1020.7,11.3,11.2,10.3,99,
2000,1,11,12,141,4.7  5.9,2.01,14.29,9.67,314,1020.3,11.3,11.1,10.3,99,
2000,1,11,13,141,5.4  6.9,2.48,14.29,10.68,314,1020,11,11.1,10.3,99,
2000,1,11,14,153,6.1  7.4,2.52,12.5,9.67,308,1019.8,11.1,11.2,10.4,99,
2000,1,11,15,172,6.0  7.4,2.28,14.29,9.07,318,1020.2,11.5,11.3,10.9,99,
2000,1,11,16,174,6.9  8.4,2.28,12.5,8.38,319,1019.9,11.7,11.3,11.2,99,
2000,1,11,17,175,7.3  9.0,2.56,14.29,8.36,317,1020.7,11.8,11.3,11.1,99,
2000,1,11,18,180,7.5  8.9,2.47,14.29,7.97,316,1020.7,11.9,11.3,11.3,99,
2000,1,11,19,999,99.0 99.0,99,99,99,999,9999,999,999,999,99,
2000,1,11,20,186,7.4  8.5,2.91,14.29,8.18,318,1020.3,12,11.3,11.4,99,
2000,1,11,21,195,7.2  8.4,3.1,14.29,8.8,309,1019.4,12.1,11.3,11.5,99,
2000,1,11,22,201,6.6  7.8,3.03,14.29,8.15,318,1019.1,12.1,11.2,11.7,99,
2000,1,11,23,999,99.0 99.0,99,99,99,999,9999,999,999,999,99,
2000,1,12,0,207,6.7  8.1,3.53,14.29,9.41,317,1019.1,12.1,11.3,11.6,99,
2000,1,12,1,212,6.3  7.3,3.12,14.29,8.92,317,1019.1,12.1,11.2,11.7,99,
2000,1,12,2,309,6.3  8.1,3.35,14.29,9.24,314,1019.7,11,11.2,10.1,99,
2000,1,12,3,305,4.5  6.3,3.11,14.29,9.07,317,1020.4,11.7,11.2,9.7,99,
2000,1,12,4,298,2.3  3.4,3.11,14.29,9.21,315,1020.7,11.8,11.2,9.7,99,
2000,1,12,5,999,99.0 99.0,99,99,99,999,9999,999,999,999,99,
