YY,MM,DD,hh,WD,WSPD GST,WVHT,DPD,APD,MWD,BAR,ATMP,WTMP,DEWP,VIS,TIDE
2004,1,1,20,191,12.9 15.9,3.76,6.67,6.87,190,1013.1,12.6,12.9,999,99,99
2004,1,1,21,273,8.7 13.0,4.36,14.29,7.54,283,1013.6,12.2,12.9,999,99,99
2004,1,1,22,299,7.3 10.3,3.84,16.67,7.41,293,1014.5,12,12.9,999,99,99
2004,1,1,23,326,4.3  5.7,3.84,14.29,7.76,299,1014.8,12.6,12.9,999,99,99
2004,1,2,0,303,3.9  5.1,3.33,12.5,7.4,300,1015.4,12.6,12.9,999,99,99
2004,1,2,1,290,3.9  5.6,3.28,14.29,7.67,300,1015.9,12.6,12.9,999,99,99
2004,1,2,2,289,4.2  5.6,3.29,14.29,8.06,300,1016.5,12.6,12.9,999,99,99
2004,1,2,3,297,5.5  6.9,3.68,11.11,8.74,292,1017,12.5,12.9,999,99,99
2004,1,2,4,308,4.2  5.4,3.48,12.5,9.08,296,1017.4,12.2,12.8,999,99,99
2004,1,2,5,313,3.6  4.9,3.51,14.29,9.09,290,1017.9,12.1,12.9,999,99,99
2004,1,2,6,325,3.5  4.6,3.25,12.5,8.6,290,1018.1,12,12.9,999,99,99
2004,1,2,7,343,3.9  5.1,3.34,14.29,8.76,293,1018.6,11.8,12.9,999,99,99
2004,1,2,8,352,3.4  4.4,3.51,14.29,9.08,291,1018.3,11.8,12.9,999,99,99
2004,1,2,9,8,1.8  3.2,3.18,14.29,8.24,294,1018.1,11.4,12.9,999,99,99
2004,1,2,10,8,2.5  3.3,3.24,14.29,8.35,291,1018.4,11.3,12.9,999,99,99
2004,1,2,11,56,1.3  2.9,3.07,11.11,8.34,285,1018.3,11.3,12.9,999,99,99
2004,1,2,12,109,1.3  3.4,3.5,12.5,8.73,289,1018.1,11.3,12.8,999,99,99
2004,1,2,13,154,1.2  2.5,3.16,11.11,8.42,285,1017.8,11.3,12.8,999,99,99
2004,1,2,14,79,2.2  4.3,3.72,12.5,8.89,287,1017.6,10.7,12.8,999,99,99
2004,1,2,15,102,3.8  6.1,3.62,11.11,8.87,292,1017.6,10.3,12.8,999,99,99
2004,1,2,16,107,3.8  5.6,3.62,11.11,8.92,291,1017.8,10.9,12.8,999,99,99
2004,1,2,17,128,3.8  5.6,3.22,11.11,8.32,288,1018.1,11.3,12.9,999,99,99
2004,1,2,18,217,3.7  4.8,2.92,11.11,7.82,283,1018.8,11.2,12.9,999,99,99
2004,1,2,19,219,3.7  4.9,3.11,11.11,8.38,289,1018.6,11.8,12.9,999,99,99
2004,1,2,20,270,4.0  5.3,2.99,11.11,8.4,288,1017.7,11.2,12.9,999,99,99
2004,1,2,21,255,4.8  6.9,2.64,10,8,289,1016.9,11.4,12.9,999,99,99
2004,1,2,22,239,7.0  8.4,3,10,8.35,285,1016.6,10.2,12.9,999,99,99
2004,1,2,23,230,5.4  6.4,2.88,11.11,8.22,290,1016.5,11,12.9,999,99,99
2004,1,3,0,251,5.6  7.0,2.45,12.5,7.84,293,1016.5,10.9,12.9,999,99,99
2004,1,3,1,328,7.7  9.5,2.39,11.11,7.9,294,1016.5,10.2,12.9,999,99,99
2004,1,3,2,292,8.2  9.4,2.49,14.29,8.1,298,1016.7,10.7,12.9,999,99,99
2004,1,3,3,295,7.4  9.2,2.43,10,7.33,281,1017.3,10.9,12.9,999,99,99
2004,1,3,4,298,7.0  8.6,2.5,14.29,7.29,289,1017.4,10.6,12.9,999,99,99
2004,1,3,5,335,8.7 11.2,2.3,12.5,7.03,292,1017.8,9.6,12.9,999,99,99
2004,1,3,6,320,9.1 11.1,2.39,10,7.2,291,1018.4,10.6,12.9,999,99,99
2004,1,3,7,313,8.6 10.6,2.55,12.5,7.21,296,1018.9,10.6,12.9,999,99,99
2004,1,3,8,316,9.1 11.2,2.31,11.11,6.59,296,1018.9,10.4,12.9,999,99,99
2004,1,3,9,316,9.3 11.7,2.68,12.5,7.18,294,1019,10.4,12.9,999,99,99
2004,1,3,10,325,7.9  9.7,2.58,12.5,6.78,304,1019.6,10.2,12.9,999,99,99
2004,1,3,11,343,7.1 10.0,2.66,12.5,7.02,306,1019.8,10.2,12.8,999,99,99
2004,1,3,12,334,9.0 11.9,2.78,12.5,7.19,296,1019.6,10.2,12.8,999,99,99
2004,1,3,13,329,8.1 10.5,2.57,11.11,6.97,304,1019.7,9.8,12.8,999,99,99
2004,1,3,14,322,9.1 11.6,2.65,12.5,7.43,297,1020.4,9.5,12.8,999,99,99
2004,1,3,15,348,6.3  8.0,2.61,12.5,7.61,298,1021,9.5,12.8,999,99,99
2004,1,3,16,337,7.4  9.7,2.51,11.11,7.38,295,1021.9,9.4,12.8,999,99,99
2004,1,3,17,4,5.7  6.8,2.66,12.5,7.82,300,1023.2,9.1,12.8,999,99,99
2004,1,3,18,353,4.7  6.4,2.59,11.11,7.46,296,1024.5,8.6,12.8,999,99,99
2004,1,3,19,342,6.0  7.6,2.44,12.5,7.29,298,1024.6,9.5,12.8,999,99,99
2004,1,3,20,325,7.8  9.5,2.39,11.11,7.41,296,1024.2,10.1,12.8,999,99,99
2004,1,3,21,336,8.2 10.1,2.68,11.11,7.47,298,1024,10.1,12.8,999,99,99
2004,1,3,22,338,8.0 11.3,2.32,12.5,6.88,302,1024.1,10.1,12.8,999,99,99
2004,1,3,23,333,8.4 10.3,2.34,12.5,6.75,305,1024,10.2,12.8,999,99,99
2004,1,4,0,326,8.4 10.7,2.19,12.5,6.5,312,1024,10.2,12.8,999,99,99
2004,1,4,1,329,8.6 10.3,2.06,12.5,6.67,301,1024.2,10.2,12.8,999,99,99
2004,1,4,2,336,7.8  9.2,2.16,12.5,6.57,308,1024.3,10.2,12.8,999,99,99
2004,1,4,3,338,7.3  8.7,2.02,12.5,6.48,302,1025.2,10.2,12.8,999,99,99
2004,1,4,4,332,8.0  9.4,2.07,12.5,6.77,303,1025.3,10.2,12.8,999,99,99
2004,1,4,5,344,7.0  8.7,2.02,12.5,6.71,305,1025.6,10,12.8,999,99,99
2004,1,4,6,343,6.7  8.6,2.15,12.5,7.02,303,1025.8,9.9,12.8,999,99,99
2004,1,4,7,348,6.8  8.9,1.97,11.11,6.86,300,1025.8,9.8,12.8,999,99,99
2004,1,4,8,5,6.4  7.6,1.9,11.11,6.86,303,1025.7,9.8,12.8,999,99,99
2004,1,4,9,357,6.1  8.1,1.93,11.11,6.92,308,1025.2,9.7,12.8,999,99,99
2004,1,4,10,355,5.8  7.2,2.03,10,7.39,311,1026,9.8,12.8,999,99,99
2004,1,4,11,31,3.8  5.6,1.78,11.11,7,301,1026.2,9.5,12.8,999,99,99
2004,1,4,12,343,5.9  7.7,1.86,12.5,7.1,295,1026.7,9.7,12.8,999,99,99
2004,1,4,13,3,4.7  6.7,1.75,12.5,7.22,307,1026.2,9.5,12.8,999,99,99
2004,1,4,14,3,5.4  6.8,1.76,12.5,7.06,301,1026.7,9.5,12.8,999,99,99
2004,1,4,15,10,5.0  6.5,1.66,11.11,6.91,298,1027.1,9.4,12.8,999,99,99
2004,1,4,16,6,5.6  6.8,1.62,12.5,6.84,301,1027.2,9.4,12.8,999,99,99
2004,1,4,17,38,5.0  6.7,1.62,11.11,6.79,306,1027.8,9.4,12.7,999,99,99
2004,1,4,18,62,3.8  5.0,1.66,12.5,7.07,302,1028.4,9,12.8,999,99,99
2004,1,4,19,47,2.3  3.2,1.62,12.5,7.09,304,1028.7,8.9,12.8,999,99,99
2004,1,4,20,16,1.8  2.9,1.73,12.5,7.2,310,1028.1,9,12.8,999,99,99
2004,1,4,21,354,3.5  5.1,1.83,12.5,7.45,304,1026.8,9.7,12.8,999,99,99
2004,1,4,22,328,5.8  6.9,1.66,11.11,7.47,309,1025.9,10.2,12.8,999,99,99
2004,1,4,23,326,8.1 10.0,1.7,11.11,7.02,311,1025.9,10.5,12.8,999,99,99
2004,1,5,0,330,8.4 10.0,1.68,12.5,6.38,294,1025.6,10.5,12.8,999,99,99
2004,1,5,1,337,9.0 10.5,1.69,10,6.1,306,1025,10.5,12.8,999,99,99
2004,1,5,2,349,8.4  9.8,1.69,11.11,5.64,321,1024.3,10.6,12.8,999,99,99
2004,1,5,3,344,7.9  9.1,1.7,10,6.12,307,1025.2,10.9,12.8,999,99,99
2004,1,5,4,347,7.6  9.3,1.64,10,6.45,307,1024.9,10.6,12.8,999,99,99
2004,1,5,5,354,7.8  9.1,1.72,11.11,6.44,308,1025,10.6,12.8,999,99,99
2004,1,5,6,349,7.0  8.4,1.67,11.11,6.21,308,1025.6,10.6,12.8,999,99,99
2004,1,5,7,355,6.9  8.0,1.61,10,6.29,308,1025.6,10.6,12.8,999,99,99
2004,1,5,8,353,6.1  7.1,1.67,10,6.26,309,1025.4,10.4,12.8,999,99,99
2004,1,5,9,76,5.2  6.6,1.63,10,6.52,306,1025.1,10.2,12.8,999,99,99
2004,1,5,10,54,3.8  5.1,1.68,10,6.54,306,1025.3,9.7,12.8,999,99,99
2004,1,5,11,65,6.5  7.8,1.55,9.09,6.5,303,1025,9.5,12.8,999,99,99
2004,1,5,12,51,5.9  7.3,1.71,11.11,5.98,298,1025,9.7,12.8,999,99,99
2004,1,5,13,65,6.6  7.8,1.76,9.09,6.05,306,1024,9.5,12.8,999,99,99
2004,1,5,14,65,7.8  9.6,1.53,10,5.82,311,1023.8,9.1,12.8,999,99,99
2004,1,5,15,53,8.4  9.8,1.49,9.09,5.6,311,1023.8,9.4,12.8,999,99,99
2004,1,5,16,60,8.2  9.8,1.5,11.11,5.55,299,1024.4,9.4,12.8,999,99,99
2004,1,5,17,71,7.9  9.6,1.55,10,5.74,321,1025.1,9.5,12.8,999,99,99
2004,1,5,18,74,7.3  9.1,1.6,14.29,5.82,294,1025.2,9.9,12.8,999,99,99
2004,1,5,19,70,8.0  9.5,1.56,10,5.99,302,1024.8,10.2,12.8,999,99,99
2004,1,5,20,69,8.4  9.8,1.5,10,5.63,308,1023.8,10.6,12.8,999,99,99
2004,1,5,21,53,7.2  8.7,1.49,9.09,5.73,305,1022.7,10.5,12.8,999,99,99
2004,1,5,22,56,6.6  7.7,1.45,12.5,5.58,299,1022,11.3,12.8,999,99,99
2004,1,5,23,49,5.7  6.5,1.55,10,5.9,310,1021.4,12.1,12.8,999,99,99
2004,1,6,0,345,4.9  5.9,1.35,9.09,6.11,312,1021.5,11.7,12.8,999,99,99
2004,1,6,1,329,4.5  5.4,1.25,9.09,6.17,315,1021.4,11.4,12.8,999,99,99
2004,1,6,2,305,5.5  6.5,1.27,9.09,6.82,311,1021.7,11.2,12.8,999,99,99
2004,1,6,3,310,4.2  5.1,1.23,9.09,7.2,308,1021.2,11.4,12.8,999,99,99
2004,1,6,4,12,3.4  4.0,1.1,9.09,7.24,313,1021,11.7,12.8,999,99,99
2004,1,6,5,55,3.3  3.7,1.04,12.5,7.54,302,1020.6,11.4,12.8,999,99,99
2004,1,6,6,78,5.1  6.0,0.89,8.33,7.2,311,1020.3,11.6,12.8,999,99,99
2004,1,6,7,76,7.4  8.6,0.96,7.69,6.97,304,1019.8,11.3,12.7,999,99,99
2004,1,6,8,79,8.0  9.4,1.04,9.09,5.02,300,1019.7,11.8,12.8,999,99,99
2004,1,6,9,78,8.4  9.8,1.15,7.69,4.85,309,1019.4,11.7,12.8,999,99,99
2004,1,6,10,75,7.9  8.8,1.11,9.09,4.89,307,1019.4,11.3,12.8,999,99,99
2004,1,6,11,75,6.3  7.1,1.07,12.5,4.89,284,1019,11,12.8,999,99,99
2004,1,6,12,69,7.6  8.7,1.05,8.33,5.15,311,1017.9,11.1,12.6,999,99,99
2004,1,6,13,92,5.4  6.2,1,9.09,5.07,299,1018,11.1,12.6,999,99,99
2004,1,6,14,91,6.7  7.6,0.94,11.11,5.07,289,1016.7,11.1,12.7,999,99,99
2004,1,6,15,126,4.3  5.2,0.91,9.09,4.81,306,1017.4,11,12.8,999,99,99
2004,1,6,16,99,4.7  5.5,0.89,14.29,5.02,265,1017.2,11.3,12.8,999,99,99
2004,1,6,17,105,4.3  5.1,0.8,14.29,5.44,277,1017.8,11.3,12.8,999,99,99
2004,1,6,18,114,4.2  4.9,0.72,14.29,5.7,269,1018,11.8,12.8,999,99,99
2004,1,6,19,131,4.5  5.2,0.71,14.29,6.21,277,1017.3,12.5,12.8,999,99,99
2004,1,6,20,127,5.7  6.7,0.68,14.29,6.43,259,1015.9,12.5,12.8,999,99,99
2004,1,6,21,112,6.8  7.9,0.64,14.29,6.07,264,1014.7,12.1,12.8,999,99,99
2004,1,6,22,137,6.4  7.4,0.74,14.29,5.05,268,1014.9,12.2,12.8,999,99,99
2004,1,6,23,144,5.6  6.5,0.69,14.29,4.45,240,1015,12.6,12.6,999,99,99
2004,1,7,0,133,6.1  7.3,0.69,12.5,4.73,230,1015,12.6,12.6,999,99,99
2004,1,7,1,157,5.2  6.9,0.71,11.11,4.7,233,1015.4,12.8,12.6,999,99,99
2004,1,7,2,163,6.5  8.3,0.7,14.29,4.55,276,1015.7,12.8,12.6,999,99,99
2004,1,7,3,151,6.8  8.3,0.84,14.29,4.49,233,1015.3,12.8,12.6,999,99,99
2004,1,7,4,147,7.5  8.7,0.91,14.29,4.48,280,1015.4,12.8,12.6,999,99,99
2004,1,7,5,122,8.1  9.4,0.89,4.17,4.31,171,1014.9,11.8,12.6,999,99,99
2004,1,7,6,164,4.5  5.2,0.84,14.29,4.8,249,1015.7,12.5,12.6,999,99,99
2004,1,7,7,159,5.8  7.3,0.81,14.29,4.86,214,1016.4,12.6,12.6,999,99,99
2004,1,7,8,133,9.9 11.9,0.92,14.29,5.44,238,1013.9,12.3,12.6,999,99,99
2004,1,7,9,129,10.6 13.4,0.98,14.29,4.22,242,1012.7,12.5,12.6,999,99,99
2004,1,7,10,146,9.4 11.7,1.23,4.35,4.35,177,1013.5,12.8,12.6,999,99,99
2004,1,7,11,144,7.7  9.3,1.26,4.55,4.38,167,1014.8,12.8,12.6,999,99,99
2004,1,7,12,159,7.9 10.1,1.31,4.76,4.63,161,1014.8,12.8,12.6,999,99,99
2004,1,7,13,152,9.4 11.5,1.57,5,4.79,160,1014.4,12.8,12.5,999,99,99
2004,1,7,14,149,9.5 11.5,1.65,5.26,4.84,158,1014.7,12.6,12.5,999,99,99
2004,1,7,15,152,10.3 12.8,1.66,5.26,4.91,168,1014.6,12.6,12.5,999,99,99
2004,1,7,16,155,10.6 13.4,1.73,5.56,5.07,170,1015,12.8,12.5,999,99,99
2004,1,7,17,162,11.2 13.8,2.03,5.88,5.23,178,1015.6,12.2,12.5,999,99,99
2004,1,7,18,161,9.6 12.1,1.92,5.56,5.28,170,1016.3,12.8,12.5,999,99,99
2004,1,7,19,149,9.7 12.1,2.09,10,5.57,267,1016.7,12.6,12.5,999,99,99
2004,1,7,20,150,10.4 12.7,2.17,5.88,5.51,173,1016.1,12,12.5,999,99,99
2004,1,7,21,136,9.5 11.9,2.3,5.88,5.68,171,1015.6,12.8,12.5,999,99,99
2004,1,7,22,136,11.1 12.9,2.26,5.88,5.47,162,1015.3,14,12.5,999,99,99
2004,1,7,23,137,11.3 14.3,2.19,5.88,5.61,169,1015.2,13.7,12.5,999,99,99
2004,1,8,0,142,10.1 12.2,2.26,6.25,5.49,176,1016.3,13.5,12.5,999,99,99
2004,1,8,1,147,10.7 13.2,2.33,5.56,5.6,163,1016.9,13,12.5,999,99,99
2004,1,8,2,151,11.7 14.2,2.17,5.88,5.51,163,1017.2,13.4,12.5,999,99,99
2004,1,8,3,139,11.7 14.8,2.16,5.56,5.41,171,1017.2,13.5,12.5,999,99,99
2004,1,8,4,137,10.8 13.2,2.32,5.88,5.61,165,1017.1,13.7,12.5,999,99,99
2004,1,8,5,145,9.6 11.2,2.06,5.88,5.36,174,1017.2,13.7,12.5,999,99,99
2004,1,8,6,143,11.0 13.1,2.12,5.88,5.44,178,1017.3,13.6,12.5,999,99,99
2004,1,8,7,145,12.4 15.5,2.04,5.88,5.32,174,1016.8,13.5,12.5,999,99,99
2004,1,8,8,144,11.7 14.4,2.08,5.56,5.35,168,1017,13.5,12.5,999,99,99
2004,1,8,9,144,9.6 11.7,1.98,7.69,5.46,228,1017.5,14,12.5,999,99,99
2004,1,8,10,139,9.9 12.2,1.99,5.56,5.43,171,1017.4,14.1,12.5,999,99,99
2004,1,8,11,136,10.8 13.1,2.1,7.69,5.58,226,1017.5,14.1,12.5,999,99,99
2004,1,8,12,125,8.7 10.3,2.16,11.11,5.77,276,1017,13.6,12.5,999,99,99
2004,1,8,13,149,7.8  9.3,2.05,11.11,5.95,289,1017.4,13.6,12.6,999,99,99
2004,1,8,14,114,6.3  7.8,2.09,12.5,6.32,275,1018,13.4,12.6,999,99,99
2004,1,8,15,152,9.5 11.2,2.12,14.29,6.51,270,1017,13.4,12.6,999,99,99
2004,1,8,16,140,8.7 10.2,1.9,14.29,5.88,268,1017.3,13.4,12.6,999,99,99
2004,1,8,17,135,7.6  9.5,2.25,12.5,6.55,285,1018.2,13.3,12.6,999,99,99
2004,1,8,18,135,4.5  5.6,2.22,12.5,6.68,279,1018.9,13.3,12.6,999,99,99
2004,1,8,19,153,5.9  6.8,2.12,12.5,7.09,272,1019,13.6,12.6,999,99,99
2004,1,8,20,151,8.1 10.2,2.22,12.5,6.87,264,1018.1,13.6,12.6,999,99,99
2004,1,8,21,156,9.5 11.4,2.29,12.5,6.72,274,1017.6,13.4,12.8,999,99,99
2004,1,8,22,152,9.6 11.4,2.24,12.5,6.51,273,1017,13.4,12.8,999,99,99
2004,1,8,23,163,8.8 10.3,2.34,12.5,6.42,265,1017.5,13.7,12.8,999,99,99
2004,1,9,0,166,8.9 11.5,2.62,12.5,6.83,274,1017.8,13.4,12.8,999,99,99
2004,1,9,1,158,10.0 11.9,2.42,12.5,6.46,271,1017.6,13.4,12.8,999,99,99
2004,1,9,2,158,10.5 12.4,2.49,12.5,6.66,270,1017.5,13.3,12.8,999,99,99
2004,1,9,3,153,10.8 12.9,2.21,12.5,6.14,277,1017.1,13.3,12.8,999,99,99
2004,1,9,4,136,9.9 11.6,2.24,12.5,6.1,269,1016.8,13.4,12.8,999,99,99
2004,1,9,5,160,11.1 13.2,2.22,12.5,6.13,272,1017.3,13.4,12.8,999,99,99
2004,1,9,6,145,10.6 12.1,2.27,12.5,5.96,257,1017.1,13.6,12.8,999,99,99
2004,1,9,7,142,10.2 11.9,2.18,11.11,5.96,273,1017.4,13.3,12.6,999,99,99
2004,1,9,8,146,10.2 12.2,2.07,11.11,5.79,255,1017.4,13.4,12.7,999,99,99
2004,1,9,9,149,12.0 14.8,2.23,7.14,5.72,215,1017.3,13.3,12.8,999,99,99
2004,1,9,10,148,12.2 14.4,2.26,11.11,5.58,252,1017.3,13.3,12.8,999,99,99
2004,1,9,11,146,12.2 15.0,2.19,6.25,5.43,181,1017.1,13.3,12.8,999,99,99
2004,1,9,12,143,12.5 14.2,2.29,6.67,5.5,204,1017.1,13.3,12.8,999,99,99
2004,1,9,13,143,13.4 16.3,2.61,5.88,5.73,169,1016.6,13.3,12.8,999,99,99
2004,1,9,14,137,13.6 17.2,2.59,5.88,5.76,166,1016.9,13.3,12.8,999,99,99
2004,1,9,15,145,13.0 15.9,2.57,6.67,5.83,190,1017.9,13.4,12.8,999,99,99
2004,1,9,16,142,13.6 17.5,2.58,7.69,5.8,215,1018,13.4,12.8,999,99,99
2004,1,9,17,142,13.3 17.2,2.82,9.09,5.9,227,1018.8,13.4,12.8,999,99,99
2004,1,9,18,142,12.5 15.0,2.97,8.33,6.06,213,1019.5,13.4,12.8,999,99,99
2004,1,9,19,144,12.2 14.4,2.86,8.33,6.1,214,1019.8,13.6,12.8,999,99,99
2004,1,9,20,147,12.0 14.1,2.98,9.09,6.28,222,1019.2,13.6,12.8,999,99,99
2004,1,9,21,156,10.9 13.9,3.23,9.09,6.8,226,1019.3,13.6,12.8,999,99,99
2004,1,9,22,160,10.6 13.1,3.19,9.09,6.72,223,1019.6,12.9,12.8,999,99,99
2004,1,9,23,154,9.7 11.5,3.23,10,6.97,234,1020.1,12.6,12.8,999,99,99
2004,1,10,0,144,9.3 11.4,3,10,6.87,230,1020.5,12.6,12.8,999,99,99
2004,1,10,1,140,7.6  9.3,3.24,10,7.09,228,1021.1,12.6,12.8,999,99,99
2004,1,10,2,141,7.6  9.0,2.98,10,7.08,233,1021.2,12.6,12.8,999,99,99
2004,1,10,3,145,7.4  8.4,2.83,11.11,7.05,236,1021,12.8,12.8,999,99,99
2004,1,10,4,145,5.3  6.2,2.79,10,7.56,225,1021,12.9,12.8,999,99,99
2004,1,10,5,161,3.8  4.6,2.82,11.11,7.76,232,1021.3,12.9,12.8,999,99,99
2004,1,10,6,150,4.1  4.7,2.58,10,7.56,214,1021.8,12.9,12.8,999,99,99
2004,1,10,7,148,3.1  3.6,2.67,11.11,8.11,227,1022,12.9,12.8,999,99,99
2004,1,10,8,211,2.4  3.4,2.86,11.11,8.27,225,1022.1,12.8,12.8,999,99,99
2004,1,10,9,151,1.5  2.3,2.52,11.11,8.45,233,1021.3,12.8,12.8,999,99,99
2004,1,10,10,95,2.8  4.7,2.45,11.11,8.34,241,1021.3,12.8,12.8,999,99,99
2004,1,10,11,111,3.1  4.2,2.45,10,8.37,216,1021,12.5,12.8,999,99,99
2004,1,10,12,153,1.6  2.2,2.6,10,8.21,230,1020.6,12.5,12.8,999,99,99
2004,1,10,13,95,2.8  4.1,2.48,10,8.24,233,1020.4,12.5,12.8,999,99,99
2004,1,10,14,37,1.8  2.9,2.32,11.11,8.03,249,1020.4,12.6,12.7,999,99,99
2004,1,10,15,71,4.7  5.9,2.77,10,8.3,241,1020.3,12.2,12.8,999,99,99
2004,1,10,16,74,5.8  7.8,2.61,10,8.04,255,1019.9,12.1,12.8,999,99,99
2004,1,10,17,65,5.5  7.0,2.38,10,7.58,249,1020.3,12.4,12.8,999,99,99
2004,1,10,18,70,5.5  7.1,2.25,10,7.43,248,1020.7,12.1,12.8,999,99,99
2004,1,10,19,72,4.8  6.1,2.37,11.11,7.51,253,1020.3,12.2,12.8,999,99,99
2004,1,10,20,78,5.0  6.6,2.24,11.11,7.63,250,1019,12.1,12.8,999,99,99
2004,1,10,21,85,3.7  4.9,2.28,11.11,7.76,257,1018.1,12.9,12.9,999,99,99
2004,1,10,22,91,2.4  3.6,2.21,11.11,7.56,254,1018,13.4,12.9,999,99,99
2004,1,10,23,254,2.0  2.7,2.4,10,8.16,256,1017.8,13.6,12.9,999,99,99
2004,1,11,0,294,4.2  5.2,2.21,11.11,8.08,252,1017.8,12.8,12.9,999,99,99
2004,1,11,1,308,3.7  4.3,2.22,11.11,8.48,263,1017.9,12.6,12.9,999,99,99
2004,1,11,2,329,4.3  5.3,2.28,11.11,8.58,267,1017.9,12.9,12.9,999,99,99
2004,1,11,3,342,2.2  2.7,2,11.11,8.86,266,1017.6,12.8,12.9,999,99,99
2004,1,11,4,320,1.9  2.4,1.96,11.11,8.6,260,1017.4,12.8,12.9,999,99,99
2004,1,11,5,281,1.6  2.5,2.04,10,8.7,261,1017.5,12.8,12.8,999,99,99
2004,1,11,6,257,3.0  4.1,2.1,11.11,8.69,261,1017.5,12.8,12.8,999,99,99
2004,1,11,7,270,4.0  5.0,2.21,11.11,8.83,257,1017.5,12.6,12.8,999,99,99
2004,1,11,8,307,2.5  3.6,2.42,11.11,8.97,267,1017,12.6,12.8,999,99,99
2004,1,11,9,24,2.9  3.8,2,10,8.55,258,1016.3,12.5,12.8,999,99,99
2004,1,11,10,45,0.8  1.6,2.2,11.11,8.99,259,1016.5,12.2,12.8,999,99,99
2004,1,11,11,76,1.2  2.0,2.16,11.11,9.04,262,1016.1,12.1,12.8,999,99,99
2004,1,11,12,305,1.6  2.4,2.17,10,8.7,257,1015.9,12.1,12.8,999,99,99
2004,1,11,13,283,1.7  2.4,2.2,12.5,8.93,267,1015.8,11.8,12.8,999,99,99
2004,1,11,14,330,2.0  2.8,1.99,12.5,8.74,263,1015.4,11.4,12.8,999,99,99
2004,1,11,15,52,2.4  3.6,2,12.5,8.47,262,1015.1,11.3,12.8,999,99,99
2004,1,11,16,136,1.4  2.7,2,12.5,8.85,272,1015.1,10.6,12.8,999,99,99
2004,1,11,17,90,3.3  4.2,2.02,12.5,8.57,261,1015.2,11.5,12.8,999,99,99
2004,1,11,18,90,2.0  2.9,1.99,12.5,9.03,264,1015.5,12,12.8,999,99,99
2004,1,11,19,186,1.4  2.2,1.83,12.5,8.74,265,1015.8,12.5,12.9,999,99,99
2004,1,11,20,104,1.4  2.2,2.11,12.5,9.26,268,1014.9,12.2,12.9,999,99,99
2004,1,11,21,350,2.2  2.9,2.08,12.5,9.75,264,1014.2,12.6,12.9,999,99,99
2004,1,11,22,296,4.3  5.1,1.89,12.5,9.4,267,1014.2,12.1,12.9,999,99,99
2004,1,11,23,327,3.8  4.7,2.3,12.5,10.25,266,1014.1,12.2,12.9,999,99,99
2004,1,12,0,343,3.1  3.7,2.25,12.5,10.42,272,1014.3,12.3,12.9,999,99,99
2004,1,12,1,348,0.9  1.4,2.12,11.11,10.32,264,1014.4,12.5,12.9,999,99,99
2004,1,12,2,40,1.1  1.9,2.33,12.5,10.75,273,1014.4,12,12.9,999,99,99
2004,1,12,3,63,1.9  2.8,2.21,11.11,10.87,266,1014.8,12.1,12.9,999,99,99
2004,1,12,4,80,3.0  4.2,2.24,12.5,10.31,272,1015,12.1,12.9,999,99,99
2004,1,12,5,101,3.7  4.9,2.34,20,11.17,274,1015.1,12.1,12.9,999,99,99
